Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
9472	AKAP6	A kinase (PRKA) anchor protein 6	NM_004274	NP_004265.3	ENSG00000151320	chr14:31972450 - 32363730	nuclear envelope;protein kinase A binding;protein targeting;sarcoplasmic reticulum	Protein Kinase,  Stability
57016	AKR1B10	aldo-keto reductase family 1, member B10 (aldose reductase)	NM_020299	NP_064695.3	ENSG00000198074	chr7:133863203 - 133876381	aldehyde metabolic process;aldo-keto reductase activity;cellular_component;digestion;oxidoreductase activity;steroid metabolic process	Stability,  Tumor Suppressor,  Entrez Query:Oncogene
207	AKT1	v-akt murine thymoma viral oncogene homolog 1	NM_001014431	NP_005154.2	ENSG00000142208	chr14:104307722 - 104330025	anagen;apoptosis;apoptotic mitochondrial changes;ATP binding;carbohydrate metabolic process;cytoplasm;G-protein coupled receptor protein signaling pathway;germ cell development;glucose metabolic process;glucose transport;glycogen biosynthetic process;identical protein binding;inflammatory response;insulin receptor signaling pathway;insulin-like growth factor receptor signaling pathway;lamellipodium;nitric oxide biosynthetic process;nucleotide binding;nucleus;peptidyl-serine phosphorylation;protein amino aci	Alpha6Beta4 Integrin,  Androgen Receptor,  EGFR1,  Kit Receptor,  TNF_alpha_NF_kB,  Wnt,  Hahn and Weinberg 2002,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
213	ALB	albumin	NM_000477	NP_000468.1	ENSG00000163631	chr4:74488908 - 74504879	antioxidant activity;carrier activity;cellular response to starvation;copper ion binding;DNA binding;drug binding;extracellular region;extracellular space;fatty acid binding;hemolysis by symbiont of host red blood cells;maintenance of mitochondrion localization;metal ion binding;negative regulation of apoptosis;negative regulation of non-apoptotic programmed cell death;oxygen binding;protein binding;protein complex;pyridoxal phosphate binding;toxin binding;transport	Stability
11036	ALF	-			ENSG00000068781	chr2:null	DNA binding;nucleus;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;transcription;transcription coactivator activity;transcription initiation factor activity;transcription initiation from RNA polymerase II promoter	Stability
199857	ALG14	asparagine-linked glycosylation 14 homolog (S. cerevisiae)	NM_144988	NP_659425.1	ENSG00000172339	chr1:95221219 - 95311042	integral to membrane;membrane	Stability
221120	ALKBH3	alkB, alkylation repair homolog 3 (E. coli)	NM_139178	NP_631917.1	ENSG00000166199	chr11:43860778 - 43898136	damaged DNA binding;DNA repair;iron ion binding;L-ascorbic acid binding;metal ion binding;nucleus;oxidoreductase activity;oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	Stability
240	ALOX5	arachidonate 5-lipoxygenase	NM_000698	NP_000689.1	ENSG00000012779	chr10:45189733 - 45261141	arachidonate 5-lipoxygenase activity;calcium ion binding;cytoplasm;electron transport;inflammatory response;iron ion binding;leukotriene biosynthetic process;leukotriene metabolic process;lipoxygenase activity;metal ion binding;nucleus;oxidoreductase activity;protein binding	Stability
249	ALPL	alkaline phosphatase, liver/bone/kidney	NM_001127501	NP_001120973.1	ENSG00000162551	chr1:21753161 - 21776728	alkaline phosphatase activity;GPI anchor binding;hydrolase activity;integral to membrane;magnesium ion binding;membrane;metabolic process;ossification;zinc ion binding	Stability,  Tumor Suppressor
250	ALPP	alkaline phosphatase, placental (Regan isozyme)	NM_001632	NP_001623.3	ENSG00000163283	chr2:232951756 - 232954749	alkaline phosphatase activity;cell surface;GPI anchor binding;hydrolase activity;integral to membrane;magnesium ion binding;membrane;metabolic process;zinc ion binding	Stability
57679	ALS2	amyotrophic lateral sclerosis 2 (juvenile)	NM_020919	NP_065970.2	ENSG00000003393	chr2:202274818 - 202341853	behavioral fear response;centrosome;cytosol;early endosome;endosome organization and biogenesis;guanyl-nucleotide exchange factor activity;intracellular;locomotory behavior;protein binding;Rab guanyl-nucleotide exchange factor activity;Ran guanyl-nucleotide exchange factor activity;regulation of Rho protein signal transduction;response to oxidative stress;Rho guanyl-nucleotide exchange factor activity;vesicular fraction	Protein Kinase,  Stability
154796	AMOT	angiomotin	NM_001113490, NM_133265	NP_001106962.1, NP_573572.1	ENSG00000126016	chrX:111908450 - 111953010	actin cytoskeleton organization and biogenesis;actin filament;angiostatin binding;cytoplasmic vesicle;lamellipodium;positive regulation of angiogenesis;positive regulation of blood vessel endothelial cell migration;tight junction	Stability
154810	AMOTL1	angiomotin like 1	NM_130847	NP_570899.1	ENSG00000166025	chr11:94141325 - 94243608	identical protein binding;tight junction	Stability
270	AMPD1	adenosine monophosphate deaminase 1 (isoform M)	NM_000036	NP_000027.1	ENSG00000116748	chr1:115017257 - 115039615	AMP deaminase activity;hydrolase activity;nucleotide metabolic process;purine ribonucleoside monophosphate biosynthetic process	Stability
276	AMY1C	amylase, alpha 1A; salivary	NM_001008221	NP_004029.2	ENSG00000187733	chr1:104031593 - 104039784	alpha-amylase activity;calcium ion binding;carbohydrate metabolic process;chloride ion binding;digestion;extracellular space;hydrolase activity, acting on glycosyl bonds;metabolic process;protein binding	Stability
64682	ANAPC1	anaphase promoting complex subunit 1	NM_022662	NP_073153.1	ENSG00000153107	chr2:112243338 - 112354873	cell cycle;cell division;mitosis;nucleus;protein binding;regulation of progression through cell cycle;ubiquitin cycle	TGFBR,  Stability
51529	ANAPC11	APC11 anaphase promoting complex subunit 11 homolog (yeast)	NM_001002244, NM_001002248	NP_001002244.1, NP_057560.8	ENSG00000141552	chr17:77445649 - 77451268	anaphase-promoting complex;cell cycle;cell division;metal ion binding;mitosis;nucleus;protein binding;protein ubiquitination;ubiquitin-protein ligase activity;zinc ion binding	Stability
29945	ANAPC4	anaphase promoting complex subunit 4	NM_013367	NP_037499.2	ENSG00000053900	chr4:24988147 - 25029102	anaphase-promoting complex;cell cycle;cell division;G2/M transition of mitotic cell cycle;mitotic anaphase;regulation of progression through cell cycle;ubiquitin cycle;ubiquitin-dependent protein catabolic process;ubiquitin-protein ligase activity	TGFBR,  Stability
51433	ANAPC5	anaphase promoting complex subunit 5	NM_016237	NP_057321.2	ENSG00000089053	chr12:120230665 - 120274526	anaphase-promoting complex;binding;cell cycle;cell division;G2/M transition of mitotic cell cycle;mitotic anaphase;regulation of progression through cell cycle;ubiquitin cycle;ubiquitin-dependent protein catabolic process;ubiquitin-protein ligase activity	TGFBR,  Stability
51434	ANAPC7	anaphase promoting complex subunit 7	NM_016238	NP_057322.2	ENSG00000196510	chr12:109296331 - 109325815	anaphase-promoting complex;cell cycle;cell division;mitosis;protein binding;regulation of progression through cell cycle;ubiquitin cycle	TGFBR,  Stability
284	ANGPT1	angiopoietin 1	NM_001146	NP_001137.2	ENSG00000154188	chr8:108333258 - 108578962	angiogenesis;cell differentiation;multicellular organismal development;receptor binding;signal transduction;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Stability
287	ANK2	ankyrin 2, neuronal	NM_001127493, NM_020977, NM_001148	NP_001120965.1, NP_066187.2, NP_001139.3	ENSG00000145362	chr4:114190333 - 114522076	actin cytoskeleton;cytoskeleton;membrane;protein binding;signal transduction;structural constituent of cytoskeleton	Stability
302	ANXA2	annexin A2	NM_001002858, NM_004039	NP_001002858.1, NP_004030.1	ENSG00000182718	chr15:58427120 - 58477404	calcium ion binding;calcium-dependent phospholipid binding;cytoskeletal protein binding;phospholipase inhibitor activity;plasma membrane;skeletal development;soluble fraction	Stability,  Entrez Query:Oncogene
322	APBB1	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)	NM_145689, NM_001164	NP_663722.1, NP_001155.1	ENSG00000166313	chr11:6373339 - 6389153	actin filament-based movement;axonogenesis;beta-amyloid binding;cell cycle arrest;growth cone;histone acetyltransferase binding;lamellipodium;negative regulation of cell growth;negative regulation of S phase of mitotic cell cycle;negative regulation of thymidylate synthase biosynthetic process;nucleus;protein stabilization;regulation of transcription;signal transduction;synapse;transcription factor binding	Stability
324	APC	adenomatosis polyposis coli	NM_001127511, NM_001127510	NP_001120983.1, NP_001120982.1	ENSG00000134982	chr5:112118486 - 112207722	anterior/posterior pattern formation;axis specification;beta-catenin binding;beta-catenin destruction complex;cell adhesion;cell cycle;cell cycle arrest;centrosome;cytoplasm;dorsal/ventral pattern formation;kinetochore;lateral plasma membrane;microtubule binding;negative regulation of cell proliferation;negative regulation of cyclin-dependent protein kinase activity;negative regulation of microtubule depolymerization;nucleus;protein complex assembly;protein kinase binding;protein kinase CK2 regulator activi	Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
328	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1	NM_080649	NP_542380.1	ENSG00000100823	chr14:19993644 - 19995507	3'-5' exonuclease activity;base-excision repair;cytoplasm;DNA binding;DNA-(apurinic or apyrimidinic site) lyase activity;endodeoxyribonuclease activity;endoplasmic reticulum;lyase activity;magnesium ion binding;nucleus;oxidoreductase activity;perinuclear region of cytoplasm;phosphodiesterase I activity;protein binding;regulation of cell redox homeostasis;regulation of DNA binding;ribonuclease H activity;ribosome;transcription coactivator activity;transcription corepressor activity;transcription from RNA pol	Stability
27301	APEX2	APEX nuclease (apurinic/apyrimidinic endonuclease) 2	NM_014481	NP_055296.2	ENSG00000169188	chrX:55043580 - 55050593	DNA repair;DNA-(apurinic or apyrimidinic site) lyase activity;endonuclease activity;lyase activity;nucleus;zinc ion binding	Stability
51107	APH1A	anterior pharynx defective 1 homolog A (C. elegans)	NM_016022, NM_001077628	NP_057106.2, NP_001071096.1	ENSG00000117362	chr1:148505153 - 148507834	amyloid precursor protein catabolic process;endoplasmic reticulum;Golgi apparatus;integral to plasma membrane;membrane;membrane protein ectodomain proteolysis;membrane protein intracellular domain proteolysis;Notch receptor processing;positive regulation of enzyme activity;protein binding;protein processing	NOTCH,  Stability
83464	APH1B	anterior pharynx defective 1 homolog B (C. elegans)	NM_031301	NP_112591.2	ENSG00000138613	chr15:61356875 - 61385033	integral to membrane;membrane;Notch signaling pathway;peptidase activity;positive regulation of enzyme activity;protein binding;protein processing;transport vesicle	NOTCH,  Stability
334	APLP2	amyloid beta (A4) precursor-like protein 2	NM_001642	NP_001633.1	ENSG00000084234	chr11:129445082 - 129518553	binding;DNA binding;G-protein coupled receptor protein signaling pathway;integral to membrane;membrane;nucleus;protein binding;serine-type endopeptidase inhibitor activity	Stability
335	APOA1	apolipoprotein A-I	NM_000039	NP_000030.1	ENSG00000196321	chr11:116211733 - 116213313	cholesterol metabolic process;cholesterol transport;circulation;extracellular region;extracellular space;high-density lipoprotein binding;lipid binding;lipid metabolic process;lipid transport;lipid transporter activity;lipoprotein metabolic process;protein binding;regulation of cholesterol absorption;steroid metabolic process	Stability
336	APOA2	apolipoprotein A-II	NM_001643	NP_001634.1	ENSG00000158874	chr1:159458818 - 159459815	extracellular region;glucose metabolic process;lipid binding;lipid transport;lipid transporter activity;negative regulation of lipid catabolic process;negative regulation of lipoprotein metabolic process;neutrophil activation;positive regulation of interleukin-8 biosynthetic process;protein heterodimerization activity;protein homodimerization activity;regulation of cytokine production;response to glucose stimulus	Stability
116519	APOA5	apolipoprotein A-V	NM_052968	NP_443200.2	ENSG00000110243	chr11:116166053 - 116167786	chylomicron;endoplasmic reticulum;extracellular region;lipid binding;lipid transport;lipid transporter activity;lipoprotein metabolic process;regulation of lipid biosynthetic process;tissue regeneration;triacylglycerol metabolic process	Stability
341	APOC1	apolipoprotein C-I	NM_001645	NP_001636.1	ENSG00000130208	chr19:50109988 - 50114327	endoplasmic reticulum;extracellular region;lipid metabolic process;lipid transport;lipid transporter activity;lipoprotein metabolic process	Stability
348	APOE	apolipoprotein E	NM_000041	NP_000032.1	ENSG00000130203	chr19:50101721 - 50104347	antioxidant activity;apolipoprotein E receptor binding;beta-amyloid binding;calcium ion homeostasis;cholesterol catabolic process;cholesterol homeostasis;chylomicron;circulation;cytoplasm;cytoskeleton organization and biogenesis;extracellular region;heparin binding;induction of apoptosis;intracellular transport;learning and/or memory;lipid transport;lipid transporter activity;lipoprotein binding;lipoprotein metabolic process;phospholipid binding;protein tetramerization;regulation of axon extension;regulatio	Stability
351	APP	amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)	NM_000484, NM_201414, NM_201413	NP_000475.1, NP_958817.1, NP_958816.1	ENSG00000142192	chr21:26175851 - 26464809	apoptosis;binding;cell adhesion;cell surface;coated pit;copper ion binding;copper ion homeostasis;endocytosis;extracellular region;heparin binding;identical protein binding;integral to membrane;integral to plasma membrane;iron ion binding;membrane;metal ion binding;neuromuscular process;Notch signaling pathway;serine-type endopeptidase inhibitor activity;zinc ion binding	NOTCH,  Stability,  Tumor Suppressor
54840	APTX	aprataxin	NM_175071, NM_175069, NM_175073, NM_175072	NP_778241.1, NP_778239.1, NP_778243.1, NP_778242.1	ENSG00000137074	chr9:32963495 - 32979889	base-excision repair;cell death;damaged DNA binding;intracellular;metal ion binding;nucleic acid binding;nucleus;protein binding;single strand break repair;zinc ion binding	Stability
359	AQP2	aquaporin 2 (collecting duct)	NM_000486	NP_000477.1	ENSG00000167580	chr12:48630880 - 48635658	apical plasma membrane;excretion;integral to membrane;membrane fraction;plasma membrane;transport;transporter activity;water channel activity;water transport	Stability
367	AR	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)	NM_000044, NM_001011645	NP_000035.2, NP_001011645.1	ENSG00000169083	chrX:66681713 - 66860408	androgen binding;androgen receptor activity;androgen receptor signaling pathway;cell growth;cell proliferation;cell-cell signaling;cytoplasm;in utero embryonic development;lipid binding;male gonad development;male somatic sex determination;metal ion binding;nucleus;prostate gland development;protein dimerization activity;receptor activity;regulation of transcription, DNA-dependent;sequence-specific DNA binding;sex differentiation;signal transduction;transcription factor activity;transport;zinc ion binding	Alpha6Beta4 Integrin,  Androgen Receptor,  TGFBR,  Stability,  Tumor Suppressor
8260	ARD1A	ARD1 homolog A, N-acetyltransferase (S. cerevisiae)	NM_003491	NP_003482.1	ENSG00000102030	chrX:152848633 - 152853551	chromosome organization and biogenesis (sensu Eukaryota);cytoplasm;DNA packaging;internal protein amino acid acetylation;intracellular;metabolic process;N-acetyltransferase activity;N-terminal protein amino acid acetylation;nucleus;peptide alpha-N-acetyltransferase activity;protein binding;ribosome binding;transferase activity	Stability
375	ARF1	ADP-ribosylation factor 1	NM_001658	NP_001649.1	ENSG00000143761	chr1:226351438 - 226352337	cytosol;endomembrane system;ER to Golgi vesicle-mediated transport;GTP binding;GTPase activity;intracellular;nucleotide binding;plasma membrane;protein binding;protein transport;receptor signaling protein activity;sarcomere;small GTPase mediated signal transduction;vesicle-mediated transport	Stability,  Tumor Suppressor
394	ARHGAP5	Rho GTPase activating protein 5	NM_001030055, NM_001173	NP_001025226.1, NP_001164.2	null	chr14:31629626 - 31693905	cell adhesion;cytoplasm;GTP binding;GTPase activator activity;GTPase activity;intracellular;membrane;Rho GTPase activator activity;Rho protein signal transduction;SH2 domain binding;signal transduction;small GTPase mediated signal transduction	Stability
409	ARRB2	arrestin, beta 2	NM_004313, NM_199004	NP_004304.1, NP_945355.1	ENSG00000141480	chr17:4560765 - 4571083	cytoplasm;nucleus;plasma membrane;protein binding;response to stimulus;sensory perception;signal transduction	TGFBR,  Wnt,  Stability,  Tumor Suppressor
411	ARSB	arylsulfatase B	NM_000046, NM_198709	NP_000037.2, NP_942002.1	ENSG00000113273	chr5:78111975 - 78316827	arylsulfatase activity;calcium ion binding;glycosaminoglycan metabolic process;hydrolase activity;lysosomal transport;lysosome;metabolic process;N-acetylgalactosamine-4-sulfatase activity;sulfuric ester hydrolase activity	Stability
25842	ASF1A	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)	NM_014034	NP_054753.1	ENSG00000111875	chr6:119263628 - 119270478	chromatin assembly or disassembly;chromatin binding;chromatin modification;chromatin remodeling complex;DNA repair;histone binding;loss of chromatin silencing;nucleosome assembly;nucleus;protein folding;regulation of transcription, DNA-dependent;transcription	Stability
443	ASPA	aspartoacylase (Canavan disease)	NM_000049	NP_001121557.1	ENSG00000108381	chr17:3326203 - 3349132	aminoacylase activity;aspartate catabolic process;aspartoacylase activity;hydrolase activity, acting on ester bonds;metabolic process	Stability
