Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
2033	EP300	E1A binding protein p300	NM_001429	NP_001420.2	ENSG00000100393	chr22:39818954 - 39904906	acetyltransferase activity;apoptosis;cell cycle;heart development;histone acetylation;histone acetyltransferase activity;histone acetyltransferase complex;homeostatic process;lung development;metal ion binding;N-terminal peptidyl-lysine acetylation;nervous system development;nucleus;organ morphogenesis;positive regulation of transcription factor activity;positive regulation of transcription, DNA-dependent;protein C-terminus binding;response to hypoxia;signal transduction;somitogenesis;striated muscle develo	Androgen Receptor,  Kit Receptor,  NOTCH,  TGFBR,  Wnt,  Futreal et al 2004,  Mitelman 2000,  Translocation
2057	EPOR	erythropoietin receptor	NM_000121	NP_000112.1	ENSG00000187266	chr19:11349659 - 11355883	erythropoietin receptor activity;guanyl-nucleotide exchange factor activity;integral to plasma membrane;intracellular;membrane;protein binding;signal transduction;small GTPase mediated signal transduction	Kit Receptor
2242	FES	feline sarcoma oncogene	NM_002005	NP_001996.1	ENSG00000182511	chr15:89229279 - 89239792	ATP binding;cell proliferation;intracellular signaling cascade;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;transferase activity	Kit Receptor,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
2268	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog	NM_001042729	NP_005239.1	ENSG00000000938	chr1:27812011 - 27823014	ATP binding;intracellular signaling cascade;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;response to virus;transferase activity	Kit Receptor,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
2534	FYN	FYN oncogene related to SRC, FGR, YES	NM_002037, NM_153048, NM_153047	NP_002028.1, NP_694593.1, NP_694592.1	ENSG00000010810	chr6:112089634 - 112147947	ATP binding;feeding behavior;identical protein binding;intracellular signaling cascade;learning;manganese ion binding;metal ion binding;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein kinase cascade;protein-tyrosine kinase activity;T cell receptor signaling pathway;transferase activity	Alpha6Beta4 Integrin,  Kit Receptor,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
10750	GRAP	GRB2-related adaptor protein	NM_006613	NP_006604.1	ENSG00000154016	chr17:18865996 - 18890964	cell-cell signaling;cytoplasm;intracellular signaling cascade;Ras protein signal transduction;SH3/SH2 adaptor activity	Kit Receptor
2885	GRB2	growth factor receptor-bound protein 2	NM_203506, NM_002086	NP_987102.1, NP_002077.1	ENSG00000177885	chr17:70828043 - 70901304	cell-cell signaling;cytosol;epidermal growth factor receptor binding;epidermal growth factor receptor signaling pathway;insulin receptor signaling pathway;insulin receptor substrate binding;intracellular signaling cascade;Ras protein signal transduction;SH3/SH2 adaptor activity	Alpha6Beta4 Integrin,  EGFR1,  Kit Receptor,  Hahn and Weinberg 2002
2886	GRB7	growth factor receptor-bound protein 7	NM_005310	NP_005301.2	ENSG00000141738	chr17:35152080 - 35156676	epidermal growth factor receptor signaling pathway;intracellular signaling cascade;SH3/SH2 adaptor activity;signal transduction	EGFR1,  Kit Receptor
3055	HCK	hemopoietic cell kinase	NM_002110	NP_002101.2	ENSG00000101336	chr20:30103888 - 30152983	ATP binding;intracellular signaling cascade;membrane;mesoderm development;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;transferase activity	Kit Receptor,  Protein Kinase,  Tyrosine Kinase
3265	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	NM_176795, NM_005343	NP_789765.1, NP_005334.1	ENSG00000174775	chr11:522635 - 524322	cell surface receptor linked signal transduction;chemotaxis;cytoplasm;GTP binding;intracellular;membrane;nucleotide binding;organ morphogenesis;plasma membrane;protein C-terminus binding;regulation of progression through cell cycle;small GTPase mediated signal transduction	EGFR1,  Kit Receptor,  Futreal et al 2004,  Hahn and Weinberg 2002,  Tumor Suppressor,  Entrez Query:Oncogene,  Missense mutation
3635	INPP5D	inositol polyphosphate-5-phosphatase, 145kDa	NM_005541, NM_001017915	NP_005532.2, NP_001017915.1	ENSG00000168918	chr2:233633432 - 233780093	inositol or phosphatidylinositol phosphatase activity;inositol-polyphosphate 5-phosphatase activity;intracellular signaling cascade;phosphate metabolic process	Kit Receptor
3717	JAK2	Janus kinase 2 (a protein tyrosine kinase)	NM_004972	NP_004963.1	ENSG00000096968	chr9:5011987 - 5116791	apoptosis;ATP binding;cell motility;cytoskeleton;intracellular signaling cascade;Janus kinase activity;mesoderm development;myeloid cell differentiation;negative regulation of cell proliferation;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor binding;regulation of progression through cell cycle;SH2 domain binding;STAT protein nuclear translocation;transferase activity;tyrosine phosphorylation of STAT protein	EGFR1,  Kit Receptor,  NOTCH,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Translocation
10657	KHDRBS1	KH domain containing, RNA binding, signal transduction associated 1	NM_006559	NP_006550.1	ENSG00000121774	chr1:32252183 - 32280812	cell cycle;cell cycle arrest;cell proliferation;cell surface receptor linked signal transduction;DNA binding;G2/M transition of mitotic cell cycle;membrane;mRNA processing;negative regulation of transcription;nucleus;protein binding;regulation of RNA export from nucleus;regulation of transcription, DNA-dependent;RNA binding;SH3/SH2 adaptor activity;transcription;transcriptional repressor activity	Kit Receptor
3815	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	NM_000222, NM_001093772	NP_000213.1, NP_001087241.1	ENSG00000157404	chr4:55218938 - 55299480	ATP binding;cytokine and chemokine mediated signaling pathway;external side of plasma membrane;hemopoiesis;integral to membrane;membrane;nucleotide binding;peptidyl-tyrosine phosphorylation;pigmentation during development;protein amino acid dephosphorylation;protein binding;protein kinase cascade;receptor activity;receptor signaling protein tyrosine kinase activity;response to radiation;signal transduction;stem cell factor receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase	Kit Receptor,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Missense mutation
4254	KITLG	KIT ligand	NM_000899, NM_003994	NP_000890.1, NP_003985.2	ENSG00000049130	chr12:87423103 - 87498186	cell adhesion;cell proliferation;growth factor activity;hemopoiesis;integral to membrane;membrane;organ morphogenesis;plasma membrane;protein binding;signal transduction;stem cell factor receptor binding	Kit Receptor
4067	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	NM_001111097, NM_002350	NP_001104567.1, NP_002341.1	ENSG00000147507	chr8:57016972 - 57085223	ATP binding;cytoplasm;erythrocyte differentiation;erythropoietin receptor binding;hemoglobin biosynthetic process;intracellular signaling cascade;nucleotide binding;nucleus;positive regulation of cell proliferation;positive regulation of tyrosine phosphorylation of STAT protein;protein amino acid phosphorylation;protein binding;receptor signaling protein tyrosine kinase activity;response to hormone stimulus;transferase activity	Kit Receptor,  Protein Kinase,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene
4286	MITF	microphthalmia-associated transcription factor	NM_006722, NM_198159, NM_000248, NM_198177, NM_198178, NM_198158	NP_006713.1, NP_937802.1, NP_000239.1, NP_937820.1, NP_937821.1, NP_937801.1	ENSG00000187098	chr3:69871438 - 70097089	DNA binding;melanocyte differentiation;multicellular organismal development;nucleus;regulation of transcription, DNA-dependent;sensory perception of sound;transcriptional activator activity	Kit Receptor,  Entrez Query:Oncogene
8777	MPDZ	multiple PDZ domain protein	NM_003829	NP_003820.2	ENSG00000107186	chr9:13096963 - 13240314	membrane;protein binding;synapse;synaptosome;tight junction	Kit Receptor
5294	PIK3CG	phosphoinositide-3-kinase, catalytic, gamma polypeptide	NM_002649	NP_002640.2	ENSG00000105851	chr7:106295242 - 106333068	1-phosphatidylinositol-3-kinase activity;G-protein coupled receptor protein signaling pathway;inositol or phosphatidylinositol kinase activity;negative regulation of apoptosis;phosphatidylinositol-4,5-bisphosphate 3-kinase activity;phosphoinositide 3-kinase complex;protein amino acid phosphorylation;protein binding;transferase activity	Alpha6Beta4 Integrin,  EGFR1,  Kit Receptor,  Hahn and Weinberg 2002,  Stability,  Entrez Query:Oncogene
5296	PIK3R2	phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta)	NM_005027	NP_005018.1	ENSG00000105647	chr19:18127689 - 18141104	1-phosphatidylinositol-3-kinase activity;insulin receptor signaling pathway;intracellular;intracellular signaling cascade;negative regulation of anti-apoptosis;phosphoinositide 3-kinase complex;phosphoinositide 3-kinase regulator activity;protein binding;regulation of phosphorylation	Alpha6Beta4 Integrin,  EGFR1,  Kit Receptor,  NOTCH,  TGFBR
51196	PLCE1	phospholipase C, epsilon 1	NM_016341	NP_057425.3	ENSG00000138193	chr10:95780793 - 96074827	activation of MAPK activity;calcium ion binding;calcium-mediated signaling;cell proliferation;cytoskeleton organization and biogenesis;cytosol;diacylglycerol biosynthetic process;elevation of cytosolic calcium ion concentration;enzyme binding;epidermal growth factor receptor signaling pathway;guanyl-nucleotide exchange factor activity;heart development;hydrolase activity;inositol phosphate-mediated signaling;intracellular;lipid catabolic process;lipid metabolic process;membrane fraction;phosphoinositide pho	Kit Receptor,  Protein Kinase,  Tumor Suppressor
5335	PLCG1	phospholipase C, gamma 1	NM_002660, NM_182811	NP_002651.2, NP_877963.1	ENSG00000124181	chr20:39199695 - 39236563	calcium ion binding;cellular_component;hydrolase activity;intracellular signaling cascade;lipid catabolic process;lipid metabolic process;phosphoinositide phospholipase C activity;protein binding;receptor signaling protein activity;signal transducer activity	EGFR1,  Kit Receptor
5578	PRKCA	protein kinase C, alpha	NM_002737	NP_002728.1	ENSG00000154229	chr17:61729431 - 62230617	ATP binding;calcium ion binding;cell surface receptor linked signal transduction;diacylglycerol binding;induction of apoptosis by extracellular signals;intracellular signaling cascade;membrane fraction;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase C activity;regulation of progression through cell cycle;transferase activity;zinc ion binding	Alpha6Beta4 Integrin,  EGFR1,  Kit Receptor,  Wnt,  Protein Kinase
5579	PRKCB1	protein kinase C, beta 1	NM_212535, NM_002738	NP_997700.1, NP_002729.2	ENSG00000166501	chr16:23754997 - 24133638	ATP binding;calcium channel regulator activity;calcium ion binding;calcium ion homeostasis;calcium ion transport;cytoplasm;diacylglycerol binding;intracellular signaling cascade;nucleotide binding;nucleus;plasma membrane;protein amino acid phosphorylation;protein binding;protein kinase C activity;transferase activity;zinc ion binding	EGFR1,  Kit Receptor,  TGFBR,  Wnt,  Protein Kinase
5781	PTPN11	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	NM_002834	NP_002825.3	ENSG00000179295	chr12:111341298 - 111426951	hydrolase activity;intracellular signaling cascade;non-membrane spanning protein tyrosine phosphatase activity;protein amino acid dephosphorylation;protein binding;sensory perception of sound	EGFR1,  Kit Receptor,  TNF_alpha_NF_kB,  Futreal et al 2004,  Phosphatase,  Stability,  Entrez Query:Oncogene,  Missense mutation
5777	PTPN6	protein tyrosine phosphatase, non-receptor type 6	NM_080549, NM_002831, NM_080548	NP_536859.1, NP_002822.2, NP_536858.1	ENSG00000111679	chr12:6926149 - 6940344	apoptosis;cellular_component;cytoskeleton;G-protein coupled receptor protein signaling pathway;hydrolase activity;intracellular signaling cascade;membrane;molecular_function;negative regulation of cell proliferation;phosphoric monoester hydrolase activity;phosphotyrosine binding;protein amino acid dephosphorylation;protein binding;protein tyrosine phosphatase activity	EGFR1,  Kit Receptor,  Phosphatase,  Stability
10076	PTPRU	protein tyrosine phosphatase, receptor type, U	NM_133177, NM_133178, NM_005704	NP_573438.2, NP_573439.2, NP_005695.3	ENSG00000060656	chr1:29435743 - 29524760	biological_process;cell adhesion;cellular_component;hydrolase activity;integral to plasma membrane;membrane;protein amino acid dephosphorylation;protein modification process;protein tyrosine phosphatase activity;receptor activity;transmembrane receptor protein tyrosine phosphatase activity;transmembrane receptor protein tyrosine phosphatase signaling pathway	Kit Receptor,  Phosphatase
5894	RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	NM_002880	NP_002871.1	ENSG00000132155	chr3:12601012 - 12635220	apoptosis;ATP binding;cell proliferation;cytoskeleton organization and biogenesis;diacylglycerol binding;intracellular signaling cascade;metal ion binding;mitochondrial outer membrane;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;receptor signaling protein activity;transferase activity;zinc ion binding	EGFR1,  Kit Receptor,  Hahn and Weinberg 2002,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
5921	RASA1	RAS p21 protein activator (GTPase activating protein) 1	NM_002890, NM_022650	NP_002881.1, NP_072179.1	ENSG00000145715	chr5:86600024 - 86722456	actin cytoskeleton organization and biogenesis;cell adhesion;cytokinesis;cytoplasm;embryonic development;GTPase binding;intracellular;intracellular signaling cascade;negative regulation of cell adhesion;negative regulation of cell-matrix adhesion;negative regulation of neuron apoptosis;plasma membrane;positive regulation of anti-apoptosis;potassium channel inhibitor activity;Ras GTPase activator activity;receptor binding;regulation of actin filament polymerization;regulation of cell shape;regulation of RNA 	EGFR1,  Kit Receptor,  Tumor Suppressor
6195	RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1	NM_001006665, NM_002953	NP_001006666.1, NP_002944.2	ENSG00000117676	chr1:26744978 - 26773279	ATP binding;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;signal transduction;transferase activity	EGFR1,  Kit Receptor,  Hahn and Weinberg 2002,  Protein Kinase,  Stability
10603	SH2B2	SH2B adaptor protein 2	NM_020979	NP_066189.2	null	chr7:101730554 - 101748817	cytoplasm;intracellular signaling cascade;JAK pathway signal transduction adaptor activity;plasma membrane;SH3/SH2 adaptor activity	Kit Receptor,  Protein Kinase
30011	SH3KBP1	SH3-domain kinase binding protein 1	NM_031892, NM_001024666	NP_114098.1, NP_001019837.1	ENSG00000147010	chrX:19464455 - 19815349	apoptosis;cell-cell signaling;endocytosis;kinase activity;membrane;molecular_function;protein binding;synapse;synaptosome	EGFR1,  Kit Receptor,  Entrez Query:Oncogene
8651	SOCS1	suppressor of cytokine signaling 1	NM_003745	NP_003736.1	ENSG00000185338	chr16:11256200 - 11256836	cytokine and chemokine mediated signaling pathway;cytoplasm;insulin-like growth factor receptor binding;intracellular signaling cascade;JAK-STAT cascade;negative regulation of insulin receptor signaling pathway;negative regulation of JAK-STAT cascade;negative regulation of tyrosine phosphorylation of Stat3 protein;protein kinase binding;protein kinase inhibitor activity;regulation of cell growth;regulation of protein amino acid phosphorylation;ubiquitin cycle	EGFR1,  Kit Receptor,  Protein Kinase,  Stability,  Tumor Suppressor
9306	SOCS6	suppressor of cytokine signaling 6	NM_004232	NP_004223.2	ENSG00000170677	chr18:66142884 - 66144492	cytoplasm;defense response;intracellular signaling cascade;JAK-STAT cascade;negative regulation of signal transduction;protein binding;regulation of cell growth	Kit Receptor
6654	SOS1	son of sevenless homolog 1 (Drosophila)	NM_005633	NP_005624.2	ENSG00000115904	chr2:39066468 - 39201067	chromosome;DNA binding;guanyl-nucleotide exchange factor activity;intracellular;nucleosome;nucleus;protein binding;Ras protein signal transduction;regulation of Rho protein signal transduction;regulation of small GTPase mediated signal transduction;Rho GTPase activator activity;Rho guanyl-nucleotide exchange factor activity;signal transduction	EGFR1,  Kit Receptor,  Entrez Query:Oncogene
161742	SPRED1	sprouty-related, EVH1 domain containing 1	NM_152594	NP_689807.1	ENSG00000166068	chr15:36332678 - 36431157	inactivation of MAPK activity;membrane;multicellular organismal development;protein binding;regulation of signal transduction;stem cell factor receptor binding	Kit Receptor
200734	SPRED2	sprouty-related, EVH1 domain containing 2	NM_001128210, NM_181784	NP_001121682.1, NP_861449.2	ENSG00000198369	chr2:65394138 - 65512625	inactivation of MAPK activity;membrane;multicellular organismal development;protein binding;regulation of signal transduction;stem cell factor receptor binding	Kit Receptor
26228	STAP1	-	NM_012108	NP_036240.1	ENSG00000035720	chr4:68107122 - 68154670	humoral immune response;intracellular protein transport;intracellular signaling cascade;membrane fusion;protein binding;SH3/SH2 adaptor activity;transmembrane receptor protein tyrosine kinase signaling pathway	Kit Receptor,  Protein Kinase
6772	STAT1	signal transducer and activator of transcription 1, 91kDa	NM_139266, NM_007315	NP_644671.1, NP_009330.1	ENSG00000115415	chr2:191543673 - 191582974	calcium ion binding;caspase activation;cytoplasm;hematopoietin/interferon-class (D200-domain) cytokine receptor signal transducer activity;I-kappaB kinase/NF-kappaB cascade;intracellular signaling cascade;nucleus;protein binding;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;response to virus;signal transducer activity;signal transduction;STAT protein nuclear translocation;transcription;transcription factor activity;transcription from RNA polymerase II promoter;tyros	EGFR1,  Kit Receptor,  TNF_alpha_NF_kB
6776	STAT5A	signal transducer and activator of transcription 5A	NM_003152	NP_003143.2	ENSG00000126561	chr17:37694955 - 37716213	calcium ion binding;cytokine and chemokine mediated signaling pathway;cytoplasm;development of secondary female sexual characteristics;development of secondary male sexual characteristics;immune response;intracellular signaling cascade;JAK-STAT cascade;lactation;luteinization;mammary gland development;natural killer cell differentiation;negative regulation of apoptosis;negative regulation of erythrocyte differentiation;nucleus;positive regulation of activated T cell proliferation;positive regulation of B ce	EGFR1,  Kit Receptor,  Tumor Suppressor
6777	STAT5B	signal transducer and activator of transcription 5B	NM_012448	NP_036580.2	ENSG00000173757	chr17:37607281 - 37637671	calcium ion binding;cytokine and chemokine mediated signaling pathway;cytoplasm;development of secondary female sexual characteristics;development of secondary male sexual characteristics;intracellular signaling cascade;JAK-STAT cascade;lactation;luteinization;natural killer cell differentiation;negative regulation of apoptosis;negative regulation of erythrocyte differentiation;nucleus;positive regulation of activated T cell proliferation;positive regulation of B cell differentiation;positive regulation of 	EGFR1,  Kit Receptor
8797	TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a	NM_003844	NP_003835.2	ENSG00000104689	chr8:23105151 - 23138519	activation of NF-kappaB-inducing kinase;apoptosis;caspase activation;caspase activator activity;death receptor activity;induction of apoptosis;induction of apoptosis via death domain receptors;integral to membrane;membrane;receptor activity;signal transduction;TRAIL binding	Kit Receptor,  Tumor Suppressor
7409	VAV1	vav 1 oncogene	NM_005428	NP_005419.2	ENSG00000141968	chr19:6723818 - 6808118	diacylglycerol binding;guanyl-nucleotide exchange factor activity;immune response;integrin-mediated signaling pathway;intracellular;intracellular signaling cascade;metal ion binding;nucleus;phagocytosis;positive regulation of cell adhesion;protein binding;Rac guanyl-nucleotide exchange factor activity;regulation of GTPase activity;regulation of Rho protein signal transduction;transcription factor activity;zinc ion binding	EGFR1,  Kit Receptor,  Entrez Query:Oncogene
7525	YES1	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1	NM_005433	NP_005424.1	ENSG00000176105	chr18:714423 - 746827	ATP binding;glucose transport;intracellular signaling cascade;nucleotide binding;protein amino acid phosphorylation;protein binding;protein modification process;protein-tyrosine kinase activity;transferase activity	Alpha6Beta4 Integrin,  Kit Receptor,  Tyrosine Kinase,  Entrez Query:Oncogene
