Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
3400	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	NM_001546	NP_001537.1	ENSG00000172201	chr6:19945964 - 19946838	negative regulation of astrocyte differentiation;negative regulation of neuron differentiation;negative regulation of transcription;neuroblast proliferation (sensu Vertebrata);nucleus;positive regulation of cell proliferation;regulation of transcription from RNA polymerase II promoter;transcription corepressor activity	ID,  Tumor Suppressor
3428	IFI16	interferon, gamma-inducible protein 16	NM_005531	NP_005522.2	ENSG00000163565	chr1:157251094 - 157291315	cell proliferation;DNA binding;DNA damage response, signal transduction by p53 class mediator resulting in induction of apoptosis;double-stranded DNA binding;immune response;monocyte differentiation;myeloid cell differentiation;nucleolus;nucleoplasm;nucleus;protein binding;regulation of transcription, DNA-dependent;response to virus;transcription;transcriptional repressor activity	ID,  Entrez Query:Oncogene
4618	MYF6	myogenic factor 6 (herculin)	NM_002469	NP_002460.1	ENSG00000111046	chr12:79625629 - 79626870	cell differentiation;multicellular organismal development;negative regulation of transcription;nucleus;positive regulation of transcription;regulation of transcription from RNA polymerase II promoter;skeletal muscle development;somitogenesis;transcription factor activity	ID
4654	MYOD1	myogenic differentiation 1	NM_002478	NP_002469.2	ENSG00000129152	chr11:17697905 - 17699631	cell differentiation;multicellular organismal development;myoblast cell fate determination;myoblast differentiation;nucleus;protein amino acid phosphorylation;protein binding;regulation of transcription from RNA polymerase II promoter;RNA polymerase II transcription factor activity, enhancer binding;striated muscle development;transcription coactivator activity	ID
4656	MYOG	myogenin (myogenic factor 4)	NM_002479	NP_002470.2	ENSG00000122180	chr1:201319660 - 201321712	cell differentiation;multicellular organismal development;nucleus;regulation of transcription, DNA-dependent;striated muscle development;transcription factor activity;transcription from RNA polymerase II promoter	ID
5076	PAX2	paired box gene 2	NM_003989, NM_003987, NM_003988, NM_003990, NM_000278	NP_003980.2, NP_003978.2, NP_003979.2, NP_003981.2, NP_000269.2	ENSG00000075891	chr10:102496007 - 102577430	axonogenesis;cell differentiation;DNA binding;multicellular organismal development;nucleus;regulation of transcription, DNA-dependent;transcription;transcription from RNA polymerase II promoter;visual perception	ID,  Wnt,  Entrez Query:Oncogene
7849	PAX8	paired box gene 8	NM_013992, NM_003466, NM_013952, NM_013953, NM_013951	NP_054698.1, NP_003457.1, NP_039246.1, NP_039247.1, NP_039245.1	ENSG00000125618	chr2:113694139 - 113752441	anatomical structure morphogenesis;cell differentiation;multicellular organismal development;nucleoplasm;nucleus;positive regulation of transcription, DNA-dependent;protein binding;thyroid-stimulating hormone receptor activity;transcription;transcription factor activity;transcriptional activator activity	ID,  Futreal et al 2004,  Mitelman 2000,  Entrez Query:Oncogene,  Translocation
5925	RB1	retinoblastoma 1 (including osteosarcoma)	NM_000321	NP_000312.2	ENSG00000139687	chr13:47776049 - 47952208	androgen receptor binding;androgen receptor signaling pathway;cell cycle;cell cycle checkpoint;chromatin;chromatin modification;G1 phase;kinase binding;M phase;molecular_function;negative regulation of cell growth;negative regulation of progression through cell cycle;negative regulation of protein kinase activity;negative regulation of transcription from RNA polymerase II promoter;nucleus;PML body;positive regulation of transcription, DNA-dependent;protein binding;regulation of lipid kinase activity;regulat	Androgen Receptor,  ID,  TGFBR,  Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
4088	SMAD3	SMAD family member 3	NM_005902	NP_005893.1	ENSG00000166949	chr15:65145546 - 65269928	double-stranded DNA binding;intracellular;mesoderm formation;negative regulation of transcription from RNA polymerase II promoter;nucleus;paraxial mesoderm morphogenesis;plasma membrane;positive regulation of transcription from RNA polymerase II promoter;regulation of binding;regulation of epithelial cell proliferation;regulation of immune response;regulation of striated muscle development;regulation of transforming growth factor beta receptor signaling pathway;T cell activation;transcription;transcription 	Alpha6Beta4 Integrin,  Androgen Receptor,  EGFR1,  ID,  NOTCH,  TGFBR,  Wnt,  Protein Kinase,  Stability,  Tumor Suppressor
6929	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	NM_003200	NP_003191.1	ENSG00000071564	chr19:1562705 - 1601247	B cell lineage commitment;nucleus;positive regulation of transcription, DNA-dependent;protein binding;protein heterodimerization activity;protein homodimerization activity;regulation of transcription;transcription factor activity;transcription regulator activity	ID,  NOTCH,  Wnt,  Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Translocation
