Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
1021	CDK6	cyclin-dependent kinase 6	NM_001259	NP_001250.1	ENSG00000105810	chr7:92082389 - 92300573	ATP binding;cell cycle;cell division;cell proliferation;G1 phase of mitotic cell cycle;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;regulation of progression through cell cycle;transferase activity	TGFBR,  Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Protein Kinase,  Tumor Suppressor,  Translocation
1026	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	NM_078467	NP_510867.1	ENSG00000124762	chr6:36759856 - 36761555	cell cycle;cell cycle arrest;cyclin binding;cyclin-dependent protein kinase holoenzyme complex;cyclin-dependent protein kinase inhibitor activity;cytosol;induction of apoptosis by intracellular signals;kinase activity;metal ion binding;negative regulation of apoptosis;negative regulation of cell proliferation;negative regulation of cyclin-dependent protein kinase activity;nucleus;positive regulation of B cell proliferation;positive regulation of non-apoptotic programmed cell death;protein kinase activity;re	TGFBR,  Hahn and Weinberg 2002,  Protein Kinase,  Stability,  Tumor Suppressor
4435	CITED1	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1	NM_004143	NP_004134.2	ENSG00000125931	chrX:71438297 - 71439444	embryonic placenta development;melanocyte differentiation;nucleus;pigmentation;regulation of transcription;regulation of transcription from RNA polymerase II promoter;transcription factor activity;vasculogenesis	TGFBR
10987	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	NM_006837	NP_006828.2	ENSG00000121022	chr8:68118021 - 68136785	eukaryotic translation initiation factor 3 complex;metal ion binding;metallopeptidase activity;nucleus;protein binding;regulation of progression through cell cycle;signalosome complex;transcription coactivator activity;transcription from RNA polymerase II promoter;translation;translation initiation factor activity	TGFBR,  Stability
1387	CREBBP	CREB binding protein (Rubinstein-Taybi syndrome)	NM_004380, NM_001079846	NP_004371.2, NP_001073315.1	ENSG00000005339	chr16:3717719 - 3869918	acetyltransferase activity;cytoplasm;histone acetylation;histone acetyltransferase activity;homeostatic process;metal ion binding;MyoD binding;N-terminal peptidyl-lysine acetylation;nucleus;positive regulation of transcription;protein binding;protein complex assembly;regulation of transcription, DNA-dependent;response to hypoxia;signal transducer activity;signal transduction;transcription coactivator activity;transcription factor activity;transferase activity;zinc ion binding	Androgen Receptor,  Hedgehog,  TGFBR,  TNF_alpha_NF_kB,  Futreal et al 2004,  Mitelman 2000,  Stability,  Tumor Suppressor,  Translocation
10664	CTCF	CCCTC-binding factor (zinc finger protein)	NM_006565	NP_006556.1	ENSG00000102974	chr16:66202236 - 66229276	cell cycle;intracellular;metal ion binding;negative regulation of progression through cell cycle;negative regulation of transcription from RNA polymerase II promoter;nucleic acid binding;nucleus;positive regulation of transcription, DNA-dependent;protein binding;RNA polymerase II transcription factor activity;transcription;transcription corepressor activity;transcription factor activity;zinc ion binding	TGFBR,  Tumor Suppressor
1499	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	NM_001904	NP_001895.1	ENSG00000168036	chr3:41240563 - 41255837	alpha-catenin binding;androgen receptor binding;androgen receptor signaling pathway;apical part of cell;basolateral plasma membrane;beta-catenin destruction complex;binding;bone resorption;cadherin binding;cell fate determination;cell fate specification;cell maturation;cell-cell adherens junction;cell-cell adhesion;cellular morphogenesis during differentiation;chromatin binding;cytoplasm;cytoskeleton;dorsal/ventral axis specification;ectoderm development;embryonic arm morphogenesis;embryonic digit morphogen	Androgen Receptor,  TGFBR,  Wnt,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Missense mutation
8454	CUL1	cullin 1	NM_003592	NP_003583.2	ENSG00000055130	chr7:148058147 - 148128607	cell cycle;cell cycle arrest;G1/S transition of mitotic cell cycle;induction of apoptosis by intracellular signals;negative regulation of cell proliferation;protein binding;ubiquitin cycle	NOTCH,  TGFBR,  TNF_alpha_NF_kB,  Wnt,  Tumor Suppressor
1601	DAB2	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	NM_001343	NP_001334.2	ENSG00000153071	chr5:39410877 - 39430179	cell proliferation;cellular morphogenesis during differentiation;coated pit;excretion;in utero embryonic development;pinocytosis;protein C-terminus binding;receptor-mediated endocytosis	TGFBR,  Wnt
1616	DAXX	death-associated protein 6	NM_001350	NP_001341.1	ENSG00000007565	chr6:33394497 - 33397680	activation of JNK activity;androgen receptor binding;androgen receptor signaling pathway;apoptosis;cytoplasm;heat shock protein binding;identical protein binding;induction of apoptosis via death domain receptors;negative regulation of transcription, DNA-dependent;nucleus;PML body;protein N-terminus binding;receptor signaling protein activity;transcription;transcriptional repressor activity	TGFBR,  Entrez Query:Oncogene
1855	DVL1	dishevelled, dsh homolog 1 (Drosophila)	NM_004421	NP_004412.2	ENSG00000107404	chr1:1261384 - 1274308	anatomical structure morphogenesis;cytoplasm;heart development;intracellular;intracellular signaling cascade;molecular_function;multicellular organismal development;protein binding;signal transducer activity;Wnt receptor signaling pathway	TGFBR,  Wnt
1874	E2F4	E2F transcription factor 4, p107/p130-binding	NM_001950	NP_001941.2	null	chr16:65783631 - 65789527	cell cycle;circulation;G1/S-specific transcription in mitotic cell cycle;nucleus;organ morphogenesis;protein binding;regulation of cell proliferation;regulation of cell size;regulation of cell volume;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription factor complex	TGFBR,  Tumor Suppressor
1875	E2F5	E2F transcription factor 5, p130-binding	NM_001951, NM_001083589, NM_001083588	NP_001942.2, NP_001077058.1, NP_001077057.1	ENSG00000133740	chr8:86276907 - 86313349	cytoplasm;nucleus;organ morphogenesis;protein binding;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription factor complex	TGFBR,  Tumor Suppressor
163126	EID2	EP300 interacting inhibitor of differentiation 2	NM_153232	NP_694964.3	ENSG00000176396	chr19:44721848 - 44722559	intracellular;negative regulation of transcription;negative regulation of transforming growth factor beta receptor signaling pathway;regulation of cell proliferation;SMAD binding;SMAD protein complex assembly;transforming growth factor beta receptor complex assembly	TGFBR
8668	EIF3I	eukaryotic translation initiation factor 3, subunit 2 beta, 36kDa	NM_003757	NP_003748.1	ENSG00000084623	chr1:32460629 - 32469384	eukaryotic translation initiation factor 3 complex;protein binding;regulation of translational initiation;translation;translation initiation factor activity	TGFBR
2022	ENG	endoglin (Osler-Rendu-Weber syndrome 1)	NM_001114753, NM_000118	NP_001108225.1, NP_000109.1	ENSG00000106991	chr9:129617781 - 129656455	cell adhesion;circulation;integral to membrane;integral to plasma membrane;membrane;organ morphogenesis;protein binding;regulation of transcription;regulation of transforming growth factor beta receptor signaling pathway;transport	TGFBR
2033	EP300	E1A binding protein p300	NM_001429	NP_001420.2	ENSG00000100393	chr22:39818954 - 39904906	acetyltransferase activity;apoptosis;cell cycle;heart development;histone acetylation;histone acetyltransferase activity;histone acetyltransferase complex;homeostatic process;lung development;metal ion binding;N-terminal peptidyl-lysine acetylation;nervous system development;nucleus;organ morphogenesis;positive regulation of transcription factor activity;positive regulation of transcription, DNA-dependent;protein C-terminus binding;response to hypoxia;signal transduction;somitogenesis;striated muscle develo	Androgen Receptor,  Kit Receptor,  NOTCH,  TGFBR,  Wnt,  Futreal et al 2004,  Mitelman 2000,  Translocation
2113	ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	NM_005238	NP_005229.1	ENSG00000134954	chr11:127837465 - 127897099	immune response;negative regulation of cell proliferation;nucleus;positive regulation of erythrocyte differentiation;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;transcription factor activity;transcription factor binding	TGFBR,  Mitelman 2000,  Entrez Query:Oncogene
2339	FNTA	farnesyltransferase, CAAX box, alpha	NM_002027, NM_001018676, NM_001018677	NP_002018.1, NP_001018196.1, NP_001018197.1	ENSG00000168522	chr8:43030646 - 43059582	CAAX-protein geranylgeranyltransferase activity;cytoplasm;protein amino acid farnesylation;protein amino acid geranylgeranylation;protein binding;protein farnesyltransferase activity;transferase activity;transforming growth factor beta receptor signaling pathway	TGFBR
2353	FOS	v-fos FBJ murine osteosarcoma viral oncogene homolog	NM_005252	NP_005243.1	ENSG00000170345	chr14:74815438 - 74817880	DNA methylation;inflammatory response;nervous system development;nucleus;protein dimerization activity;regulation of transcription from RNA polymerase II promoter;sequence-specific DNA binding;specific RNA polymerase II transcription factor activity;transcription factor activity;transcription factor complex	EGFR1,  TGFBR,  Stability,  Entrez Query:Oncogene
2354	FOSB	FBJ murine osteosarcoma viral oncogene homolog B	NM_006732, NM_001114171	NP_006723.2, NP_001107643.1	ENSG00000125740	chr19:50663684 - 50668110	behavior;multicellular organismal development;negative regulation of transcription from RNA polymerase II promoter;nucleus;protein dimerization activity;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription factor activity;transcription factor binding	TGFBR,  Entrez Query:Oncogene
2290	FOXG1	forkhead box G1B	NM_005249	NP_005240.3	ENSG00000176165	chr14:28306236 - 28307706	brain development;multicellular organismal development;nucleus;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;transcription factor activity	TGFBR,  Entrez Query:Oncogene
8928	FOXH1	forkhead box H1	NM_003923	NP_003914.1	ENSG00000160973	chr8:145670428 - 145671947	activin responsive factor complex;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein domain specific binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;SMAD binding;transcription;transcription factor activity;transcriptional activator activity;transforming growth factor beta receptor signaling pathway	TGFBR
2308	FOXO1	forkhead box O1	NM_002015	NP_002006.2	ENSG00000150907	chr13:40031659 - 40138349	anti-apoptosis;blood vessel development;cytoplasm;insulin receptor signaling pathway;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein binding;regulation of cell proliferation;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;transcription factor activity;transcriptional activator activity	EGFR1,  TGFBR,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Translocation
4303	FOXO4	forkhead box O4	NM_005938	NP_005929.2	ENSG00000184481	chrX:70233103 - 70238659	cell cycle;cell cycle arrest;cell differentiation;cytosol;enzyme binding;G1 phase of mitotic cell cycle;insulin receptor signaling pathway;multicellular organismal development;negative regulation of angiogenesis;negative regulation of cell proliferation;negative regulation of smooth muscle cell differentiation;nucleus;regulation of transcription, DNA-dependent;sequence-specific DNA binding;striated muscle development;transcription;transcription factor activity;transcription factor binding;transcription from	TGFBR,  Futreal et al 2004,  Mitelman 2000,  Stability,  Translocation
51343	FZR1	fizzy/cell division cycle 20 related 1 (Drosophila)	NM_016263	NP_057347.2	ENSG00000105325	chr19:3473987 - 3485834	anaphase-promoting complex;cell cycle;cell division;enzyme activator activity;mitosis;protein binding;regulation of progression through cell cycle;ubiquitin cycle;ubiquitin-dependent protein catabolic process	TGFBR
3065	HDAC1	histone deacetylase 1	NM_004964	NP_004955.2	ENSG00000116478	chr1:32530357 - 32571232	anti-apoptosis;chromatin modification;cytoplasm;enzyme binding;histone deacetylase activity;histone deacetylase complex;histone deacetylation;hydrolase activity;identical protein binding;nucleus;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription factor binding	Androgen Receptor,  EGFR1,  NOTCH,  TGFBR,  TNF_alpha_NF_kB,  Tumor Suppressor
9146	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate	NM_004712	NP_004703.1	ENSG00000185359	chr17:77261501 - 77279053	cytoplasm;endosome;endosome transport;intracellular protein transport;membrane;metal ion binding;molecular_function;negative regulation of cell proliferation;signal transduction;zinc ion binding	TGFBR
3205	HOXA9	homeobox A9	NM_152739	NP_689952.1	ENSG00000078399	chr7:27169746 - 27171601	biological_process;molecular_function;multicellular organismal development;nucleus;protein binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription factor activity;transcriptional activator activity	TGFBR,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Translocation
3312	HSPA8	heat shock 70kDa protein 8	NM_006597, NM_153201	NP_006588.1, NP_694881.1	ENSG00000109971	chr11:122433651 - 122437242	ATP binding;ATPase activity, coupled;cell surface;chaperone cofactor-dependent protein folding;intracellular;nucleotide binding;nucleus;protein folding;regulation of progression through cell cycle;response to unfolded protein;unfolded protein binding	TGFBR
3725	JUN	jun oncogene	NM_002228	NP_002219.1	ENSG00000177606	chr1:59020334 - 59021330	cellular process;leading edge cell differentiation;nuclear chromosome;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein dimerization activity;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;sequence-specific DNA binding;transcription;transcription factor activity;transcription factor complex	Androgen Receptor,  EGFR1,  TGFBR,  Stability,  Entrez Query:Oncogene
3726	JUNB	jun B proto-oncogene	NM_002229	NP_002220.1	ENSG00000171223	chr19:12763585 - 12764629	cellular process;chromatin;nucleus;protein dimerization activity;regulation of progression through cell cycle;regulation of transcription from RNA polymerase II promoter;RNA polymerase II transcription factor activity;sequence-specific DNA binding;transcription;transcription coactivator activity;transcription corepressor activity;transcription factor activity	TGFBR,  Entrez Query:Oncogene
3727	JUND	jun D proto-oncogene	NM_005354	NP_005345.3	ENSG00000130522	chr19:18252250 - 18253294	chromatin;nucleus;protein dimerization activity;regulation of transcription from RNA polymerase II promoter;RNA polymerase II transcription factor activity;sequence-specific DNA binding;transcription;transcription factor activity	EGFR1,  TGFBR,  Entrez Query:Oncogene
8850	KAT2B	p300/CBP-associated factor	NM_003884	NP_003875.3	ENSG00000114166	chr3:20056973 - 20169021	cell cycle;cell cycle arrest;chromatin remodeling;histone acetyltransferase activity;histone deacetylase binding;metabolic process;N-acetyltransferase activity;N-terminal peptidyl-lysine acetylation;negative regulation of cell proliferation;nucleus;protein amino acid acetylation;regulation of transcription, DNA-dependent;transcription;transcription coactivator activity;transferase activity	Androgen Receptor,  NOTCH,  TGFBR,  Protein Kinase,  Stability,  Tumor Suppressor
3837	KPNB1	karyopherin (importin) beta 1	NM_002265	NP_002256.2	ENSG00000108424	chr17:43082609 - 43114769	cytoplasm;intracellular protein transport;NLS-bearing substrate import into nucleus;nuclear localization sequence binding;nuclear pore;nucleus;protein binding;protein import into nucleus, docking;protein import into nucleus, translocation;protein transporter activity;ribosomal protein import into nucleus;zinc ion binding	TGFBR
51176	LEF1	lymphoid enhancer-binding factor 1	NM_016269	NP_057353.1	ENSG00000138795	chr4:109204233 - 109308372	DNA bending activity;DNA binding;nucleus;protein binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;Wnt receptor signaling pathway	NOTCH,  TGFBR,  Wnt
5608	MAP2K6	mitogen-activated protein kinase kinase 6	NM_002758	NP_002749.2	ENSG00000108984	chr17:64922720 - 65049489	activation of MAPK activity;ATP binding;cell cycle arrest;DNA damage induced protein phosphorylation;MAP kinase kinase activity;nucleotide binding;protein binding;protein serine/threonine kinase activity;protein-tyrosine kinase activity;signal transduction;transferase activity	TGFBR,  Protein Kinase
6885	MAP3K7	mitogen-activated protein kinase kinase kinase 7	NM_145331, NM_145332, NM_145333, NM_003188	NP_663304.1, NP_663305.1, NP_663306.1, NP_003179.1	ENSG00000135341	chr6:91282940 - 91353323	activation of NF-kappaB-inducing kinase;ATP binding;kinase activity;magnesium ion binding;MAP kinase kinase kinase activity;nucleotide binding;positive regulation of T cell activation;positive regulation of T cell cytokine production;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;protein-tyrosine kinase activity;T cell receptor signaling pathway;transferase activity;transforming growth factor beta receptor signaling pathway	TGFBR,  Wnt,  Protein Kinase,  Stability,  Tumor Suppressor
10454	MAP3K7IP1	mitogen-activated protein kinase kinase kinase 7 interacting protein 1	NM_153497, NM_006116	NP_705717.1, NP_006107.1	ENSG00000100324	chr22:38125753 - 38156173	activation of MAPKKK activity;catalytic activity;enzyme activator activity;protein binding;protein kinase activity;protein phosphatase type 2C activity;transforming growth factor beta receptor, cytoplasmic mediator activity	TGFBR,  TNF_alpha_NF_kB
