Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
857	CAV1	caveolin 1, caveolae protein, 22kDa	NM_001753	NP_001744.2	ENSG00000105974	chr7:115952352 - 115986577	caveolar membrane;cholesterol binding;cholesterol homeostasis;cholesterol transport;endoplasmic reticulum;Golgi membrane;inactivation of MAPK activity;integral to membrane;integral to membrane of membrane fraction;integral to plasma membrane;lipid raft;negative regulation of endothelial cell proliferation;negative regulation of nitric oxide biosynthetic process;negative regulation of signal transduction;negative regulation of vasodilation;perinuclear region of cytoplasm;plasma membrane;positive regulation o	Androgen Receptor,  EGFR1,  TGFBR,  TNF_alpha_NF_kB,  Tumor Suppressor
858	CAV2	caveolin 2	NM_001233, NM_198212	NP_001224.1, NP_937855.1	ENSG00000105971	chr7:115927071 - 115933411	caveolar membrane;integral to plasma membrane;lipid raft;perinuclear region of cytoplasm;plasma membrane;protein binding;protein homodimerization activity;transport vesicle	EGFR1,  Tumor Suppressor
867	CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence	NM_005188	NP_005179.2	ENSG00000110395	chr11:118582337 - 118675701	calcium ion binding;cell surface receptor linked signal transduction;epidermal growth factor receptor signaling pathway;ligase activity;nucleus;plasma membrane;positive regulation of receptor mediated endocytosis;protein binding;protein ubiquitination;signal transducer activity;transcription factor activity;ubiquitin-protein ligase activity;zinc ion binding	EGFR1,  Kit Receptor,  Futreal et al 2004,  Mitelman 2000,  Entrez Query:Oncogene,  Translocation
868	CBLB	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	NM_170662	NP_733762.2	ENSG00000114423	chr3:106860503 - 107069111	calcium ion binding;cell surface receptor linked signal transduction;immune response;intracellular signaling cascade;ligase activity;negative regulation of T cell receptor signaling pathway;NLS-bearing substrate import into nucleus;nucleus;protein binding;signal transducer activity;T cell activation;ubiquitin cycle;zinc ion binding	EGFR1,  Kit Receptor,  Entrez Query:Oncogene
23624	CBLC	Cas-Br-M (murine) ecotropic retroviral transforming sequence c	NM_012116	NP_036248.3	ENSG00000142273	chr19:49973028 - 49995540		EGFR1,  Entrez Query:Oncogene
998	CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	NM_044472, NM_001039802	NP_426359.1, NP_001782.1	ENSG00000070831	chr1:22277558 - 22290597	actin cytoskeleton organization and biogenesis;cell cycle;cell division;cytoplasm;establishment and/or maintenance of cell polarity;filopodium;G1 phase;GTP binding;GTPase activity;intracellular;macrophage differentiation;membrane;negative regulation of protein complex assembly;nucleotide binding;plasma membrane;positive regulation of pseudopodium formation;protein binding;regulation of cell growth;regulation of progression through cell cycle;small GTPase mediated signal transduction	EGFR1,  Entrez Query:Oncogene
1050	CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha	NM_004364	NP_004355.2	null	chr19:38484083 - 38485160	cytokine and chemokine mediated signaling pathway;generation of precursor metabolites and energy;myeloid cell differentiation;nucleus;protein dimerization activity;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity, enhancer binding;sequence-specific DNA binding;transcription;transcription factor binding;transcription from RNA polymerase II promoter	EGFR1,  Futreal et al 2004,  Tumor Suppressor,  Frameshift mutation,  Missense mutation,  Nonsense mutation
1051	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	NM_005194	NP_005185.2	ENSG00000172216	chr20:48240977 - 48242015	acute-phase response;anti-apoptosis;cytoplasm;embryonic placenta development;fat cell differentiation;immune response;induction of apoptosis;inflammatory response;neuron differentiation;nucleus;positive regulation of transcription;protein heterodimerization activity;protein homodimerization activity;regulation of interleukin-6 biosynthetic process;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;transcription factor activity;transcription from RNA polymerase II promoter	EGFR1,  Entrez Query:Oncogene
1385	CREB1	cAMP responsive element binding protein 1	NM_004379, NM_134442	NP_004370.1, NP_604391.1	ENSG00000118260	chr2:208128604 - 208170027	nucleus;protein dimerization activity;regulation of transcription, DNA-dependent;sequence-specific DNA binding;signal transduction;transcription cofactor activity;transcription factor activity	EGFR1,  Tumor Suppressor
1398	CRK	v-crk sarcoma virus CT10 oncogene homolog (avian)	NM_016823, NM_005206	NP_058431.2, NP_005197.3	ENSG00000167193	chr17:1273556 - 1306161	actin cytoskeleton organization and biogenesis;cell motility;cytoplasm;intracellular signaling cascade;nucleus;protein binding;protein phosphorylated amino acid binding;regulation of transcription from RNA polymerase II promoter;SH2 domain binding;SH3/SH2 adaptor activity	EGFR1,  Kit Receptor,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
1399	CRKL	v-crk sarcoma virus CT10 oncogene homolog (avian)-like	NM_005207	NP_005198.1	ENSG00000099942	chr22:19602222 - 19634133	anterior/posterior pattern formation;blood vessel development;cell motility;heart development;intracellular signaling cascade;JNK cascade;organ morphogenesis;parathyroid gland development;pattern specification process;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;Ras protein signal transduction;SH3/SH2 adaptor activity;thymus development	EGFR1,  Kit Receptor,  Protein Kinase,  Entrez Query:Oncogene
1445	CSK	c-src tyrosine kinase	NM_001127190, NM_004383	NP_001120662.1, NP_004374.1	ENSG00000103653	chr15:72877691 - 72881907	ATP binding;cytoplasm;intercellular junction;intracellular signaling cascade;negative regulation of cell proliferation;nucleotide binding;plasma membrane;protein amino acid phosphorylation;protein C-terminus binding;protein-tyrosine kinase activity;regulation of progression through cell cycle;transferase activity	EGFR1,  Protein Kinase,  Tyrosine Kinase
1500	CTNND1	catenin (cadherin-associated protein), delta 1	NM_001085463, NM_001085469, NM_001085468, NM_001085466, NM_001085460, NM_001085467, NM_001085461, NM_001085459, NM_001085464, NM_001085458, NM_001331, NM_001085462, NM_001085465	NP_001078932.1, NP_001078938.1, NP_001078937.1, NP_001078935.1, NP_001078929.1, NP_001078936.1, NP_001078930.1, NP_001078928.1, NP_001078933.1, NP_001078927.1, NP_001322.1, NP_001078931.1, NP_001078934.1	ENSG00000198561	chr11:57315526 - 57340356	binding;cell-cell adhesion;cytoplasm;cytoskeleton;nucleus;protein binding;regulation of transcription, DNA-dependent;structural molecule activity;transcription;Wnt receptor signaling pathway	EGFR1,  Stability,  Tumor Suppressor
50807	DDEF1	development and differentiation enhancing factor 1	NM_018482	NP_060952.2	ENSG00000153317	chr8:131136158 - 131483371	GTPase activator activity;membrane;metal ion binding;protein binding;regulation of GTPase activity;zinc ion binding	EGFR1
1759	DNM1	dynamin 1	NM_004408, NM_001005336	NP_004399.2, NP_001005336.1	ENSG00000106976	chr9:130005570 - 130056814	coated pit;GTP binding;GTPase activity;hydrolase activity;microtubule;motor activity;nucleotide binding;protein binding;receptor-mediated endocytosis;synaptic transmission	EGFR1
1843	DUSP1	dual specificity phosphatase 1	NM_004417	NP_004408.1	ENSG00000120129	chr5:172128370 - 172130561	cell cycle;hydrolase activity;MAP kinase phosphatase activity;non-membrane spanning protein tyrosine phosphatase activity;protein amino acid dephosphorylation;protein binding;response to oxidative stress	EGFR1,  Phosphatase,  Stability
1915	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	NM_001402	NP_001393.1	ENSG00000156508	chr6:74284253 - 74286470	cytoplasm;eukaryotic translation elongation factor 1 complex;GTP binding;GTPase activity;nucleotide binding;protein binding;translation;translation elongation factor activity;translational elongation	EGFR1,  Stability,  Tumor Suppressor
1950	EGF	epidermal growth factor (beta-urogastrone)	NM_001963	NP_001954.2	ENSG00000138798	chr4:111053940 - 111152060	activation of MAPK activity;activation of MAPKK activity;branching morphogenesis of a tube;calcium ion binding;chromosome organization and biogenesis (sensu Eukaryota);DNA replication;epidermal growth factor receptor activating ligand activity;epidermal growth factor receptor signaling pathway;extracellular region;extracellular space;growth factor activity;integral to membrane;nucleus;plasma membrane;positive regulation of granule cell precursor proliferation;protein binding;regulation of peptidyl-tyrosine 	EGFR1,  Protein Kinase,  Tumor Suppressor
1956	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	NM_201284, NM_005228, NM_201283, NM_201282	NP_958441.1, NP_005219.2, NP_958440.1, NP_958439.1	ENSG00000146648	chr7:55054464 - 55240804	actin filament binding;AP-2 adaptor complex;ATP binding;calcium-dependent phospholipase A2 activation;cell cycle;cell proliferation;cell surface receptor linked signal transduction;cell-cell adhesion;cytoplasm;double-stranded DNA binding;endosome;epidermal growth factor receptor activity;epidermal growth factor receptor signaling pathway;extracellular space;identical protein binding;integral to membrane;MAP/ERK kinase kinase activity;negative regulation of progression through cell cycle;nitric-oxide synthas	Alpha6Beta4 Integrin,  EGFR1,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Amplification,  Missense mutation
1999	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	NM_004433, NM_001114309	NP_004424.3, NP_001107781.1	ENSG00000163435	chr1:200246887 - 200251074	anatomical structure morphogenesis;epidermis development;multicellular organismal development;nucleus;protein binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription coactivator activity;transcription factor activity;transcription from RNA polymerase II promoter	EGFR1
2002	ELK1	ELK1, member of ETS oncogene family	NM_005229, NM_001114123	NP_005220.2, NP_001107595.1	ENSG00000126767	chrX:47381171 - 47385784	nucleus;positive regulation of transcription from RNA polymerase II promoter;protein binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;transcription factor activity	EGFR1,  ID,  Entrez Query:Oncogene
2005	ELK4	ELK4, ETS-domain protein (SRF accessory protein 1)	NM_021795, NM_001973	NP_068567.1, NP_001964.2	ENSG00000158711	chr1:203852296 - 203859633	nucleus;protein binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription cofactor activity;transcription factor activity;transcription from RNA polymerase II promoter	EGFR1,  ID,  Entrez Query:Oncogene
29924	EPN1	epsin 1	NM_013333	NP_037465.2	ENSG00000063245	chr19:60881805 - 60898534	endocytosis;lipid binding;nucleus	EGFR1
2060	EPS15	epidermal growth factor receptor pathway substrate 15	NM_001981	NP_001972.1	ENSG00000085832	chr1:51594959 - 51757491	calcium ion binding;cell proliferation;coated pit;epidermal growth factor receptor signaling pathway;plasma membrane;protein binding;receptor activity;vesicle organization and biogenesis	EGFR1,  Futreal et al 2004,  Mitelman 2000,  Translocation
58513	EPS15L1	epidermal growth factor receptor pathway substrate 15-like 1	NM_021235	NP_067058.1	ENSG00000127527	chr19:16333580 - 16443756	calcium ion binding;coated pit;endocytosis;nucleus;oxidoreductase activity;transition metal ion binding	EGFR1
2059	EPS8	epidermal growth factor receptor pathway substrate 8	NM_004447	NP_004438.3	ENSG00000151491	chr12:15665517 - 15727152	cell proliferation;epidermal growth factor receptor signaling pathway;protein binding;SH3/SH2 adaptor activity;signal transduction	EGFR1
54206	ERRFI1	ERBB receptor feedback inhibitor 1	NM_018948	NP_061821.1	ENSG00000116285	chr1:7995856 - 7998266	cytoplasm;protein binding;response to stress;Rho GTPase activator activity	EGFR1,  Protein Kinase,  Tumor Suppressor,  Entrez Query:Oncogene
2353	FOS	v-fos FBJ murine osteosarcoma viral oncogene homolog	NM_005252	NP_005243.1	ENSG00000170345	chr14:74815438 - 74817880	DNA methylation;inflammatory response;nervous system development;nucleus;protein dimerization activity;regulation of transcription from RNA polymerase II promoter;sequence-specific DNA binding;specific RNA polymerase II transcription factor activity;transcription factor activity;transcription factor complex	EGFR1,  TGFBR,  Stability,  Entrez Query:Oncogene
2308	FOXO1	forkhead box O1	NM_002015	NP_002006.2	ENSG00000150907	chr13:40031659 - 40138349	anti-apoptosis;blood vessel development;cytoplasm;insulin receptor signaling pathway;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein binding;regulation of cell proliferation;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;transcription factor activity;transcriptional activator activity	EGFR1,  TGFBR,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Translocation
2549	GAB1	GRB2-associated binding protein 1	NM_207123, NM_002039	NP_997006.1, NP_002030.2	ENSG00000109458	chr4:144477791 - 144609792	activation of JNK activity;cell proliferation;cytoplasm;epidermal growth factor receptor signaling pathway;insulin receptor signaling pathway;protein binding;regulation of cell migration;response to oxidative stress;SH3/SH2 adaptor activity;signal transduction	EGFR1,  TNF_alpha_NF_kB
28964	GIT1	G protein-coupled receptor kinase interactor 1	NM_001085454, NM_014030	NP_001078923.1, NP_054749.2	ENSG00000108262	chr17:24925845 - 24940522	GTPase activator activity;kinase activity;metal ion binding;protein binding;receptor activity;regulation of G-protein coupled receptor protein signaling pathway;regulation of GTPase activity;zinc ion binding	EGFR1
2697	GJA1	gap junction protein, alpha 1, 43kDa	NM_000165	NP_000156.1	ENSG00000152661	chr6:121809692 - 121810841	cell-cell signaling;connexon channel activity;connexon complex;gap junction assembly;heart development;integral to plasma membrane;ion transporter activity;membrane;muscle contraction;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein binding;sensory perception of sound;signal transducer activity;transport	EGFR1,  Stability,  Tumor Suppressor
2888	GRB14	growth factor receptor-bound protein 14	NM_004490	NP_004481.2	ENSG00000115290	chr2:165057791 - 165186065	intracellular signaling cascade;SH3/SH2 adaptor activity	EGFR1
2885	GRB2	growth factor receptor-bound protein 2	NM_203506, NM_002086	NP_987102.1, NP_002077.1	ENSG00000177885	chr17:70828043 - 70901304	cell-cell signaling;cytosol;epidermal growth factor receptor binding;epidermal growth factor receptor signaling pathway;insulin receptor signaling pathway;insulin receptor substrate binding;intracellular signaling cascade;Ras protein signal transduction;SH3/SH2 adaptor activity	Alpha6Beta4 Integrin,  EGFR1,  Kit Receptor,  Hahn and Weinberg 2002
2886	GRB7	growth factor receptor-bound protein 7	NM_005310	NP_005301.2	ENSG00000141738	chr17:35152080 - 35156676	epidermal growth factor receptor signaling pathway;intracellular signaling cascade;SH3/SH2 adaptor activity;signal transduction	EGFR1,  Kit Receptor
8520	HAT1	histone acetyltransferase 1	NM_003642, NM_001033085	NP_003633.1, NP_001028257.1	ENSG00000128708	chr2:172487256 - 172556512	acyltransferase activity;DNA packaging;histone acetyltransferase activity;internal protein amino acid acetylation;nucleus;protein binding;transferase activity	EGFR1
3065	HDAC1	histone deacetylase 1	NM_004964	NP_004955.2	ENSG00000116478	chr1:32530357 - 32571232	anti-apoptosis;chromatin modification;cytoplasm;enzyme binding;histone deacetylase activity;histone deacetylase complex;histone deacetylation;hydrolase activity;identical protein binding;nucleus;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription factor binding	Androgen Receptor,  EGFR1,  NOTCH,  TGFBR,  TNF_alpha_NF_kB,  Tumor Suppressor
3092	HIP1	huntingtin interacting protein 1	NM_005338	NP_005329.3	ENSG00000127946	chr7:75005428 - 75206174	actin binding;caspase activation;clathrin binding;clathrin cage assembly;cytoplasm;cytoskeleton;endocytosis;Golgi apparatus;membrane fraction;phospholipid binding;regulation of apoptosis;structural constituent of cytoskeleton	EGFR1,  Futreal et al 2004,  Mitelman 2000,  Translocation
8290	HIST3H3	histone cluster 3, H3	NM_003493	NP_003484.1	ENSG00000168148	chr1:226679238 - 226679649	chromosome;chromosome organization and biogenesis (sensu Eukaryota);DNA binding;nucleosome;nucleosome assembly;nucleus	EGFR1,  TNF_alpha_NF_kB
3265	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	NM_176795, NM_005343	NP_789765.1, NP_005334.1	ENSG00000174775	chr11:522635 - 524322	cell surface receptor linked signal transduction;chemotaxis;cytoplasm;GTP binding;intracellular;membrane;nucleotide binding;organ morphogenesis;plasma membrane;protein C-terminus binding;regulation of progression through cell cycle;small GTPase mediated signal transduction	EGFR1,  Kit Receptor,  Futreal et al 2004,  Hahn and Weinberg 2002,  Tumor Suppressor,  Entrez Query:Oncogene,  Missense mutation
3064	HTT	huntingtin (Huntington disease)	NM_002111	NP_002102.4	ENSG00000197386	chr4:3046350 - 3211584	anterior/posterior pattern formation;anti-apoptosis;apoptosis;behavior;cytoplasm;cytoplasmic membrane-bound vesicle;Golgi apparatus;inclusion body;induction of apoptosis;microtubule binding;nucleus;organ morphogenesis;paraxial mesoderm formation;pathogenesis;protein binding;soluble fraction;transcription corepressor activity;transporter activity;vesicle transport along microtubule	EGFR1
3636	INPPL1	inositol polyphosphate phosphatase-like 1	NM_001567	NP_001558.3	ENSG00000165458	chr11:71613676 - 71627045	biological_process;cellular_component;inositol or phosphatidylinositol phosphatase activity;intracellular signaling cascade;phosphate metabolic process	EGFR1
3716	JAK1	Janus kinase 1 (a protein tyrosine kinase)	NM_002227	NP_002218.2	ENSG00000162434	chr1:65072832 - 65124535	ATP binding;cytoskeleton;intracellular signaling cascade;Janus kinase activity;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;transferase activity	EGFR1,  Protein Kinase,  Tyrosine Kinase
3717	JAK2	Janus kinase 2 (a protein tyrosine kinase)	NM_004972	NP_004963.1	ENSG00000096968	chr9:5011987 - 5116791	apoptosis;ATP binding;cell motility;cytoskeleton;intracellular signaling cascade;Janus kinase activity;mesoderm development;myeloid cell differentiation;negative regulation of cell proliferation;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor binding;regulation of progression through cell cycle;SH2 domain binding;STAT protein nuclear translocation;transferase activity;tyrosine phosphorylation of STAT protein	EGFR1,  Kit Receptor,  NOTCH,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Translocation
3725	JUN	jun oncogene	NM_002228	NP_002219.1	ENSG00000177606	chr1:59020334 - 59021330	cellular process;leading edge cell differentiation;nuclear chromosome;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein dimerization activity;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;sequence-specific DNA binding;transcription;transcription factor activity;transcription factor complex	Androgen Receptor,  EGFR1,  TGFBR,  Stability,  Entrez Query:Oncogene
3727	JUND	jun D proto-oncogene	NM_005354	NP_005345.3	ENSG00000130522	chr19:18252250 - 18253294	chromatin;nucleus;protein dimerization activity;regulation of transcription from RNA polymerase II promoter;RNA polymerase II transcription factor activity;sequence-specific DNA binding;transcription;transcription factor activity	EGFR1,  TGFBR,  Entrez Query:Oncogene
8462	KLF11	Kruppel-like factor 11	NM_003597	NP_003588.1	ENSG00000172059	chr2:10101294 - 10110085	intracellular;metal ion binding;negative regulation of cell proliferation;negative regulation of transcription from RNA polymerase II promoter;nucleic acid binding;nucleus;transcription;transcription factor activity;transcription from RNA polymerase II promoter;zinc ion binding	EGFR1
3845	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	NM_004985, NM_033360	NP_004976.2, NP_203524.1	ENSG00000133703	chr12:25259641 - 25289585	GTP binding;GTPase activity;intracellular;membrane;nucleotide binding;protein binding;regulation of progression through cell cycle;sensory perception of sound;small GTPase mediated signal transduction	EGFR1,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Entrez Query:Oncogene,  Missense mutation
3872	KRT17	keratin 17	NM_000422	NP_000413.1	ENSG00000186831	chr17:37029371 - 37034287	biological_process;cellular_component;epidermis development;intermediate filament;protein binding;structural constituent of cytoskeleton;structural molecule activity	EGFR1
3855	KRT7	keratin 7	NM_005556	NP_005547.3	ENSG00000135480	chr12:50913347 - 50928811	cytoskeleton organization and biogenesis;intermediate filament;protein binding;structural molecule activity	EGFR1
3856	KRT8	keratin 8	NM_002273	NP_002264.1	ENSG00000170421	chr12:51577478 - 51585032	cytoskeleton organization and biogenesis;intermediate filament;protein binding;structural molecule activity	EGFR1
5604	MAP2K1	mitogen-activated protein kinase kinase 1	NM_002755	NP_002746.1	ENSG00000169032	chr15:64466739 - 64570007	ATP binding;cell motility;chemotaxis;keratinocyte differentiation;MAP kinase kinase activity;neuron differentiation;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;protein-tyrosine kinase activity;signal transduction;transferase activity	EGFR1,  Hahn and Weinberg 2002
5605	MAP2K2	mitogen-activated protein kinase kinase 2	NM_030662	NP_109587.1	ENSG00000126934	chr19:4041595 - 4074872	ATP binding;extracellular region;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transferase activity	EGFR1,  Tumor Suppressor
4214	MAP3K1	mitogen-activated protein kinase kinase kinase 1	NM_005921	NP_005912.1	ENSG00000095015	chr5:56147157 - 56225264	apoptotic mitochondrial changes;ATP binding;cellular_component;magnesium ion binding;MAP kinase kinase kinase activity;nucleotide binding;positive regulation of actin filament polymerization;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;regulation of cell migration;transferase activity;transforming growth factor beta receptor signaling pathway;wound healing;zinc ion binding	EGFR1,  TNF_alpha_NF_kB,  Hahn and Weinberg 2002,  Protein Kinase
9020	MAP3K14	mitogen-activated protein kinase kinase kinase 14	NM_003954	NP_003945.2	ENSG00000006062	chr17:40697785 - 40723894	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein serine/threonine kinase activity;transferase activity	EGFR1,  TNF_alpha_NF_kB,  Protein Kinase
10746	MAP3K2	mitogen-activated protein kinase kinase kinase 2	NM_006609	NP_006600.3	ENSG00000169967	chr2:127781624 - 127817175	activation of JNK activity;ATP binding;magnesium ion binding;nucleotide binding;nucleus;protein amino acid phosphorylation;protein kinase activity;protein serine/threonine kinase activity;transferase activity	EGFR1,  TNF_alpha_NF_kB,  Protein Kinase
4215	MAP3K3	mitogen-activated protein kinase kinase kinase 3	NM_002401, NM_203351	NP_002392.2, NP_976226.1	ENSG00000198909	chr17:59053851 - 59124869	ATP binding;magnesium ion binding;MAP kinase kinase kinase activity;MAPKKK cascade;nucleotide binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein amino acid autophosphorylation;protein amino acid phosphorylation;protein binding;protein complex;protein serine/threonine kinase activity;signal transducer activity;transferase activity	EGFR1,  TNF_alpha_NF_kB,  Protein Kinase
4216	MAP3K4	mitogen-activated protein kinase kinase kinase 4	NM_005922, NM_006724	NP_005913.2, NP_006715.2	ENSG00000085511	chr6:161332953 - 161457892	activation of MAPKK activity;ATP binding;JNK cascade;magnesium ion binding;MAP kinase kinase kinase activity;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;response to stress;transferase activity	EGFR1,  Wnt,  Protein Kinase,  Tumor Suppressor
1432	MAPK14	mitogen-activated protein kinase 14	NM_139013, NM_139012, NM_001315, NM_139014	NP_620582.1, NP_620581.1, NP_001306.1, NP_620583.1	ENSG00000112062	chr6:36103912 - 36184202	ATP binding;cell motility;cell surface receptor linked signal transduction;chemotaxis;cytoplasm;MAP kinase activity;MAP kinase kinase activity;MP kinase activity;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein kinase cascade;protein serine/threonine kinase activity;response to stress;transferase activity	EGFR1,  TGFBR,  Protein Kinase,  Stability,  Tumor Suppressor
