Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
9994	CASP8AP2	CASP8 associated protein 2	NM_012115	NP_036247.1	ENSG00000118412	chr6:90613029 - 90640249	apoptosis;caspase activation;caspase activator activity;cytoplasm;death receptor binding;identical protein binding;induction of apoptosis via death domain receptors;nucleus;regulation of transcription, DNA-dependent;signal transduction;transcription;transcription corepressor activity	TNF_alpha_NF_kB
857	CAV1	caveolin 1, caveolae protein, 22kDa	NM_001753	NP_001744.2	ENSG00000105974	chr7:115952352 - 115986577	caveolar membrane;cholesterol binding;cholesterol homeostasis;cholesterol transport;endoplasmic reticulum;Golgi membrane;inactivation of MAPK activity;integral to membrane;integral to membrane of membrane fraction;integral to plasma membrane;lipid raft;negative regulation of endothelial cell proliferation;negative regulation of nitric oxide biosynthetic process;negative regulation of signal transduction;negative regulation of vasodilation;perinuclear region of cytoplasm;plasma membrane;positive regulation o	Androgen Receptor,  EGFR1,  TGFBR,  TNF_alpha_NF_kB,  Tumor Suppressor
10849	CD3EAP	CD3e molecule, epsilon associated protein	NM_012099	NP_036231.1	ENSG00000117877	chr19:50601794 - 50604599	DNA-directed RNA polymerase I complex;immune response;nucleolus;nucleus;protein binding;RNA polymerase I transcription factor complex;rRNA transcription;transmembrane receptor protein tyrosine kinase signaling pathway	TNF_alpha_NF_kB,  Protein Kinase
997	CDC34	cell division cycle 34 homolog (S. cerevisiae)	NM_004359	NP_004350.1	ENSG00000099804	chr19:482931 - 492552	DNA replication initiation;G1/S transition of mitotic cell cycle;ligase activity;nucleus;protein binding;protein modification process;ubiquitin cycle;ubiquitin-protein ligase activity	TNF_alpha_NF_kB
11140	CDC37	cell division cycle 37 homolog (S. cerevisiae)	NM_007065	NP_008996.1	ENSG00000105401	chr19:10363226 - 10375155	cytoplasm;protein folding;protein targeting;regulation of cyclin-dependent protein kinase activity;unfolded protein binding	Androgen Receptor,  TNF_alpha_NF_kB
8837	CFLAR	CASP8 and FADD-like apoptosis regulator	NM_001127184, NM_003879, NM_001127183	NP_001120656.1, NP_003870.4, NP_001120655.1	ENSG00000003402	chr2:201702833 - 201736941	anti-apoptosis;caspase activity;induction of apoptosis by extracellular signals;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein binding;proteolysis;regulation of apoptosis;signal transducer activity	TNF_alpha_NF_kB,  Tumor Suppressor
1147	CHUK	conserved helix-loop-helix ubiquitous kinase	NM_001278	NP_001269.3	ENSG00000107566	chr10:101939344 - 101979279	anatomical structure morphogenesis;ATP binding;cytoplasm;I-kappaB phosphorylation;IkappaB kinase activity;immune response;morphogenesis of an epithelial sheet;nucleotide binding;nucleus;odontogenesis (sensu Vertebrata);osteoclast differentiation;protein binding;transferase activity	TNF_alpha_NF_kB,  Tumor Suppressor
150684	COMMD1	copper metabolism (Murr1) domain containing 1	NM_152516	NP_689729.1	ENSG00000173163	chr2:61986317 - 62216580		TNF_alpha_NF_kB,  Stability
8533	COPS3	COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis)	NM_003653	NP_003644.2	ENSG00000141030	chr17:17091136 - 17125225	cytoplasm;in utero embryonic development;nucleus;protein binding;response to light stimulus;signal transduction;signalosome complex	TNF_alpha_NF_kB
8738	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	NM_003805	NP_003796.1	ENSG00000169372	chr12:92596681 - 92768178	caspase activity;induction of apoptosis via death domain receptors;intracellular;protein binding;proteolysis;regulation of apoptosis;signal transduction	TNF_alpha_NF_kB
1387	CREBBP	CREB binding protein (Rubinstein-Taybi syndrome)	NM_004380, NM_001079846	NP_004371.2, NP_001073315.1	ENSG00000005339	chr16:3717719 - 3869918	acetyltransferase activity;cytoplasm;histone acetylation;histone acetyltransferase activity;homeostatic process;metal ion binding;MyoD binding;N-terminal peptidyl-lysine acetylation;nucleus;positive regulation of transcription;protein binding;protein complex assembly;regulation of transcription, DNA-dependent;response to hypoxia;signal transducer activity;signal transduction;transcription coactivator activity;transcription factor activity;transferase activity;zinc ion binding	Androgen Receptor,  Hedgehog,  TGFBR,  TNF_alpha_NF_kB,  Futreal et al 2004,  Mitelman 2000,  Stability,  Tumor Suppressor,  Translocation
1459	CSNK2A2	casein kinase 2, alpha prime polypeptide	NM_001896	NP_001887.1	ENSG00000070770	chr16:56755475 - 56789141	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein kinase CK2 activity;protein N-terminus binding;protein serine/threonine kinase activity;signal transduction;spermatid development;transferase activity;Wnt receptor signaling pathway	TNF_alpha_NF_kB,  Wnt,  Protein Kinase
1460	CSNK2B	casein kinase 2, beta polypeptide	NM_001320	NP_001311.3	ENSG00000111968	chr6:31742587 - 31745682	identical protein binding;kinase activity;protein kinase CK2 activity;protein kinase CK2 complex;protein kinase CK2 regulator activity;signal transduction;Wnt receptor signaling pathway	TNF_alpha_NF_kB,  Wnt,  Protein Kinase,  Stability
8454	CUL1	cullin 1	NM_003592	NP_003583.2	ENSG00000055130	chr7:148058147 - 148128607	cell cycle;cell cycle arrest;G1/S transition of mitotic cell cycle;induction of apoptosis by intracellular signals;negative regulation of cell proliferation;protein binding;ubiquitin cycle	NOTCH,  TGFBR,  TNF_alpha_NF_kB,  Wnt,  Tumor Suppressor
1540	CYLD	cylindromatosis (turban tumor syndrome)	NM_001042412, NM_015247	NP_001035877.1, NP_056062.1	ENSG00000083799	chr16:49341110 - 49387920	cell cycle;cysteine-type peptidase activity;cytoskeleton;intracellular;negative regulation of progression through cell cycle;ribosome;structural constituent of ribosome;translation;ubiquitin cycle;ubiquitin thiolesterase activity;ubiquitin-dependent protein catabolic process	TNF_alpha_NF_kB,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Missense mutation,  Nonsense mutation,  Splicing mutation
1611	DAP	death-associated protein	NM_004394	NP_004385.1	ENSG00000112977	chr5:10734167 - 10814180	apoptosis;induction of apoptosis by extracellular signals	TNF_alpha_NF_kB
1654	DDX3X	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	NM_001356	NP_001347.3	ENSG00000124487	chrX:41078449 - 41091916	ATP binding;ATP-dependent RNA helicase activity;cytoplasm;DNA binding;hydrolase activity;nucleotide binding;nucleus;RNA binding	TNF_alpha_NF_kB,  Tumor Suppressor
5977	DPF2	D4, zinc and double PHD fingers family 2	NM_006268	NP_006259.1	ENSG00000133884	chr11:64857933 - 64875806	apoptosis;induction of apoptosis by extracellular signals;intracellular;metal ion binding;nucleic acid binding;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription;zinc ion binding	TNF_alpha_NF_kB
8772	FADD	Fas (TNFRSF6)-associated via death domain	NM_003824	NP_003815.1	ENSG00000168040	chr11:69727213 - 69730227	apoptotic program;cell surface receptor linked signal transduction;cytoplasm;death receptor binding;identical protein binding;induction of apoptosis via death domain receptors;positive regulation of I-kappaB kinase/NF-kappaB cascade;regulation of apoptosis;signal transducer activity	TNF_alpha_NF_kB,  Entrez Query:Oncogene
11124	FAF1	Fas (TNFRSF6) associated factor 1	NM_007051	NP_008982.1	ENSG00000185104	chr1:50679699 - 51198071	apoptosis;CD95 death-inducing signaling complex;cell death;cytoplasmic sequestering of NF-kappaB;cytosol;heat shock protein binding;Hsp70/Hsc70 protein inhibitor activity;NF-kappaB binding;nucleus;perinuclear region of cytoplasm;positive regulation of apoptosis;positive regulation of protein complex assembly;proteasomal ubiquitin-dependent protein catabolic process;protein kinase binding;protein kinase CK2 regulator activity;regulation of protein catabolic process	TNF_alpha_NF_kB,  Protein Kinase
2177	FANCD2	Fanconi anemia, complementation group D2	NM_001018115, NM_033084	NP_001018125.1, NP_149075.2	ENSG00000144554	chr3:10045341 - 10115634	biological_process;cell cycle;cellular_component;condensed chromosome;DNA repair;molecular_function;nucleus;protein binding	TNF_alpha_NF_kB,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation
2091	FBL	fibrillarin	NM_001436	NP_001427.2	ENSG00000105202	chr19:45017017 - 45028780	methyltransferase activity;nucleus;protein binding;ribonucleoprotein complex;RNA binding;rRNA processing;transferase activity	TNF_alpha_NF_kB
23291	FBXW11	F-box and WD repeat domain containing 11	NM_033644, NM_033645, NM_012300	NP_387448.2, NP_387449.2, NP_036432.2	ENSG00000072803	chr5:171228243 - 171366111	protein binding;protein ubiquitination;ubiquitin ligase complex;ubiquitin-protein ligase activity;Wnt receptor signaling pathway	TNF_alpha_NF_kB
2289	FKBP5	FK506 binding protein 5	NM_001145776	NP_004108.1, NP_001139247.1, NP_001139248.1	ENSG00000096060	chr6:35651589 - 35718579	FK506 binding;isomerase activity;nucleus;peptidyl-prolyl cis-trans isomerase activity;protein binding;protein folding	TNF_alpha_NF_kB
2316	FLNA	filamin A, alpha (actin binding protein 280)	NM_001456, NM_001110556	NP_001447.2, NP_001104026.1	ENSG00000196924	chrX:153230410 - 153252807	actin binding;actin cytoskeleton;actin cytoskeleton organization and biogenesis;actin filament binding;cell motility;cell surface receptor linked signal transduction;cytoplasm;negative regulation of transcription factor activity;nervous system development;nucleus;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of transcription factor import into nucleus;signal transducer activity;transcription factor binding	Androgen Receptor,  TNF_alpha_NF_kB,  Protein Kinase,  Tumor Suppressor
2549	GAB1	GRB2-associated binding protein 1	NM_207123, NM_002039	NP_997006.1, NP_002030.2	ENSG00000109458	chr4:144477791 - 144609792	activation of JNK activity;cell proliferation;cytoplasm;epidermal growth factor receptor signaling pathway;insulin receptor signaling pathway;protein binding;regulation of cell migration;response to oxidative stress;SH3/SH2 adaptor activity;signal transduction	EGFR1,  TNF_alpha_NF_kB
10399	GNB2L1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	NM_006098	NP_006089.1	null	chr5:180596582 - 180603406	cell soma;cytoplasm;protein kinase C activation;protein kinase C binding;receptor binding;signal transduction	TNF_alpha_NF_kB,  Entrez Query:Oncogene
2932	GSK3B	glycogen synthase kinase 3 beta	NM_002093	NP_002084.2	ENSG00000082701	chr3:121028324 - 121294971	ATP binding;beta-catenin destruction complex;cytoplasm;ER overload response;glycogen metabolic process;glycogen synthase kinase 3 activity;negative regulation of apoptosis;NF-kappaB binding;nucleotide binding;nucleus;p53 binding;peptidyl-serine phosphorylation;positive regulation of protein export from nucleus;transferase activity;Wnt receptor signaling pathway through beta-catenin	NOTCH,  TNF_alpha_NF_kB,  Wnt,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
2969	GTF2I	general transcription factor II, i	NM_032999, NM_033001, NM_001518, NM_033000	NP_127492.1, NP_127494.1, NP_001509.3, NP_127493.1	ENSG00000077809	chr7:73741398 - 73811104	general RNA polymerase II transcription factor activity;nucleus;protein binding;regulation of transcription, DNA-dependent;signal transduction;transcription;transcription factor activity;transcription initiation from RNA polymerase II promoter	TNF_alpha_NF_kB
3065	HDAC1	histone deacetylase 1	NM_004964	NP_004955.2	ENSG00000116478	chr1:32530357 - 32571232	anti-apoptosis;chromatin modification;cytoplasm;enzyme binding;histone deacetylase activity;histone deacetylase complex;histone deacetylation;hydrolase activity;identical protein binding;nucleus;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription factor binding	Androgen Receptor,  EGFR1,  NOTCH,  TGFBR,  TNF_alpha_NF_kB,  Tumor Suppressor
3066	HDAC2	histone deacetylase 2	NM_001527	NP_001518.2	ENSG00000196591	chr6:114368914 - 114399047	chromatin modification;cytoplasm;enzyme binding;heterochromatin;histone deacetylase activity;histone deacetylase complex;histone deacetylation;hydrolase activity;nucleus;regulation of transcription, DNA-dependent;replication fork;transcription;transcription factor activity;transcription factor binding	NOTCH,  TNF_alpha_NF_kB,  Tumor Suppressor
10013	HDAC6	histone deacetylase 6	NM_006044	NP_006035.2	ENSG00000094631	chrX:48546043 - 48567966	actin binding;cell cycle;chromatin modification;cytoplasm;histone deacetylase binding;histone deacetylase complex;histone deacetylation;hydrolase activity;metal ion binding;microtubule;multicellular organismal development;nucleus;regulation of transcription, DNA-dependent;specific transcriptional repressor activity;transcription;tubulin deacetylase activity;zinc ion binding	TNF_alpha_NF_kB,  Stability
8290	HIST3H3	histone cluster 3, H3	NM_003493	NP_003484.1	ENSG00000168148	chr1:226679238 - 226679649	chromosome;chromosome organization and biogenesis (sensu Eukaryota);DNA binding;nucleosome;nucleosome assembly;nucleus	EGFR1,  TNF_alpha_NF_kB
3320	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1	NM_001017963	NP_005339.3	ENSG00000080824	chr14:101617801 - 101675494	ATP binding;biological_process;cellular_component;cytosol;mitochondrial transport;molecular_function;nitric-oxide synthase regulator activity;nucleotide binding;positive regulation of nitric oxide biosynthetic process;protein folding;protein homodimerization activity;protein refolding;response to unfolded protein;signal transduction;TPR domain binding;unfolded protein binding	TNF_alpha_NF_kB,  Futreal et al 2004,  Stability,  Entrez Query:Oncogene,  Translocation
3326	HSP90AB1	heat shock protein 90kDa alpha (cytosolic), class B member 1	NM_007355	NP_031381.2	ENSG00000096384	chr6:44324344 - 44329313	ATP binding;cellular_component;cytoplasm;mitochondrion;nitric-oxide synthase regulator activity;nucleotide binding;positive regulation of nitric oxide biosynthetic process;protein folding;response to unfolded protein;TPR domain binding;unfolded protein binding	TNF_alpha_NF_kB,  Futreal et al 2004,  Translocation
3315	HSPB1	heat shock 27kDa protein 1	NM_001540	NP_001531.1	ENSG00000106211	chr7:75769965 - 75771426	anti-apoptosis;cell motility;cell surface;cytoplasm;cytoskeleton;protein binding;regulation of translational initiation;response to unfolded protein	TNF_alpha_NF_kB,  Stability,  Entrez Query:Oncogene
8518	IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein	NM_003640	NP_003631.2	ENSG00000070061	chr9:110671215 - 110733247	immune response;kinase activity;nucleus;phosphorylase kinase regulator activity;protein amino acid phosphorylation;protein binding;protein complex assembly;regulation of transcription, DNA-dependent;signal transducer activity;transcription	TNF_alpha_NF_kB,  Protein Kinase
3551	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	NM_001556	NP_001547.1	ENSG00000104365	chr8:42248775 - 42307654	activation of NF-kappaB transcription factor;ATP binding;cytoplasm;identical protein binding;nucleotide binding;protein amino acid phosphorylation;protein modification process;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transcriptional activator activity;transferase activity	TNF_alpha_NF_kB
9641	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	NM_014002	NP_054721.1	ENSG00000143466	chr1:204713193 - 204736101	ATP binding;cytoplasm;IkappaB kinase activity;immune response;NF-kappaB-inducing kinase activity;nucleotide binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein amino acid phosphorylation;protein binding;signal transducer activity;transferase activity	TNF_alpha_NF_kB,  Tumor Suppressor,  Entrez Query:Oncogene
8517	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	NM_001099857	NP_003630.1	ENSG00000073009	chrX:153433411 - 153445870	activation of NF-kappaB-inducing kinase;B cell homeostasis;cytoplasmic part;IkappaB kinase complex;immune response;induction of apoptosis;intracellular;kinase activity;nucleus;protein binding;regulation of transcription, DNA-dependent;signal transducer activity;T cell receptor signaling pathway;transcription	TNF_alpha_NF_kB
10788	IQGAP2	IQ motif containing GTPase activating protein 2	NM_006633	NP_006624.2	ENSG00000145703	chr5:75735126 - 76038894	actin binding;actin cytoskeleton;calmodulin binding;GTPase inhibitor activity;intracellular;negative regulation of Ras protein signal transduction;Ras GTPase activator activity;regulation of small GTPase mediated signal transduction;signal transduction	TNF_alpha_NF_kB
3784	KCNQ1	potassium voltage-gated channel, KQT-like subfamily, member 1	NM_181798, NM_000218	NP_861463.1, NP_000209.2	ENSG00000053918	chr11:2422904 - 2825809	circulation;delayed rectifier potassium channel activity;integral to membrane;ion transport;membrane;membrane fraction;muscle contraction;potassium ion binding;potassium ion transport;regulation of heart contraction;sensory perception of sound;voltage-gated potassium channel complex	TNF_alpha_NF_kB
3838	KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	NM_002266	NP_002257.1	ENSG00000187836	chr17:63463710 - 63473174	binding;cytoplasm;DNA metabolic process;G2 phase of mitotic cell cycle;intracellular protein transport;M phase specific microtubule process;NLS-bearing substrate import into nucleus;nuclear localization sequence binding;nuclear pore;nucleoplasm;nucleus;protein binding;protein import into nucleus;protein transporter activity;regulation of DNA recombination	TNF_alpha_NF_kB,  Tumor Suppressor
3839	KPNA3	karyopherin alpha 3 (importin alpha 4)	NM_002267	NP_002258.2	ENSG00000102753	chr13:49173936 - 49264643	binding;cytoplasm;intracellular protein transport;NLS-bearing substrate import into nucleus;nuclear localization sequence binding;nuclear pore;nucleus;protein binding;protein complex assembly;protein transporter activity	TNF_alpha_NF_kB
23633	KPNA6	karyopherin alpha 6 (importin alpha 7)	NM_012316	NP_036448.1	ENSG00000025800	chr1:32346318 - 32409082	cytoplasm;intracellular protein transport;NLS-bearing substrate import into nucleus;nuclear pore;nucleus;protein binding;protein transporter activity	TNF_alpha_NF_kB
3895	KTN1	kinectin 1 (kinesin receptor)	NM_001079522, NM_182926, NM_004986	NP_001072990.1, NP_891556.1, NP_004977.2	ENSG00000126777	chr14:55148519 - 55220574	endoplasmic reticulum;endoplasmic reticulum membrane;integral to plasma membrane;membrane;membrane fraction;microtubule-based movement;molecular_function;receptor activity	TNF_alpha_NF_kB,  Futreal et al 2004,  Mitelman 2000,  Translocation
10128	LRPPRC	leucine-rich PPR-motif containing	NM_133259	NP_573566.2	ENSG00000138095	chr2:43969242 - 44076590	cytoplasm;mitochondrion;nucleus;protein binding;RNA binding;single-stranded DNA binding	TNF_alpha_NF_kB
4214	MAP3K1	mitogen-activated protein kinase kinase kinase 1	NM_005921	NP_005912.1	ENSG00000095015	chr5:56147157 - 56225264	apoptotic mitochondrial changes;ATP binding;cellular_component;magnesium ion binding;MAP kinase kinase kinase activity;nucleotide binding;positive regulation of actin filament polymerization;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;regulation of cell migration;transferase activity;transforming growth factor beta receptor signaling pathway;wound healing;zinc ion binding	EGFR1,  TNF_alpha_NF_kB,  Hahn and Weinberg 2002,  Protein Kinase
9020	MAP3K14	mitogen-activated protein kinase kinase kinase 14	NM_003954	NP_003945.2	ENSG00000006062	chr17:40697785 - 40723894	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein serine/threonine kinase activity;transferase activity	EGFR1,  TNF_alpha_NF_kB,  Protein Kinase
10746	MAP3K2	mitogen-activated protein kinase kinase kinase 2	NM_006609	NP_006600.3	ENSG00000169967	chr2:127781624 - 127817175	activation of JNK activity;ATP binding;magnesium ion binding;nucleotide binding;nucleus;protein amino acid phosphorylation;protein kinase activity;protein serine/threonine kinase activity;transferase activity	EGFR1,  TNF_alpha_NF_kB,  Protein Kinase
4215	MAP3K3	mitogen-activated protein kinase kinase kinase 3	NM_002401, NM_203351	NP_002392.2, NP_976226.1	ENSG00000198909	chr17:59053851 - 59124869	ATP binding;magnesium ion binding;MAP kinase kinase kinase activity;MAPKKK cascade;nucleotide binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein amino acid autophosphorylation;protein amino acid phosphorylation;protein binding;protein complex;protein serine/threonine kinase activity;signal transducer activity;transferase activity	EGFR1,  TNF_alpha_NF_kB,  Protein Kinase
10454	MAP3K7IP1	mitogen-activated protein kinase kinase kinase 7 interacting protein 1	NM_153497, NM_006116	NP_705717.1, NP_006107.1	ENSG00000100324	chr22:38125753 - 38156173	activation of MAPKKK activity;catalytic activity;enzyme activator activity;protein binding;protein kinase activity;protein phosphatase type 2C activity;transforming growth factor beta receptor, cytoplasmic mediator activity	TGFBR,  TNF_alpha_NF_kB
23118	MAP3K7IP2	mitogen-activated protein kinase kinase kinase 7 interacting protein 2	NM_015093	NP_055908.1	ENSG00000055208	chr6:149732826 - 149772548	intracellular;metal ion binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;signal transducer activity;zinc ion binding	TNF_alpha_NF_kB
257397	MAP3K7IP3	mitogen-activated protein kinase kinase kinase 7 interacting protein 3	NM_152787	NP_690000.2	ENSG00000157625	chrX:30759464 - 30787626	intracellular;metal ion binding;zinc ion binding	TNF_alpha_NF_kB
1326	MAP3K8	mitogen-activated protein kinase kinase kinase 8	NM_005204	NP_005195.2	ENSG00000107968	chr10:30767873 - 30789771	ATP binding;cytosol;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein serine/threonine kinase activity;transferase activity	TNF_alpha_NF_kB,  Protein Kinase,  Stability,  Entrez Query:Oncogene
2011	MARK2	MAP/microtubule affinity-regulating kinase 2	NM_001039469, NM_017490, NM_004954, NM_001039468	NP_001034558.1, NP_059672.2, NP_004945.3, NP_001034557.1	ENSG00000072518	chr11:63419251 - 63433285	ATP binding;cell differentiation;establishment and/or maintenance of epithelial cell polarity;kinase activity;magnesium ion binding;membrane;microtubule cytoskeleton;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase cascade;protein serine/threonine kinase activity;transferase activity	TNF_alpha_NF_kB,  Wnt,  Protein Kinase,  Stability
4163	MCC	mutated in colorectal cancers	NM_002387, NM_001085377	NP_002378.1, NP_001078846.1	ENSG00000171444	chr5:112390897 - 112852010	calcium ion binding;cell cycle;negative regulation of progression through cell cycle;protein binding;receptor activity;signal transduction	TNF_alpha_NF_kB,  Tumor Suppressor
4174	MCM5	minichromosome maintenance complex component 5	NM_006739	NP_006730.2	ENSG00000100297	chr22:34126431 - 34150248	ATP binding;DNA binding;DNA replication;DNA replication initiation;DNA-dependent ATPase activity;nucleotide binding;nucleus;protein binding;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;transcription	TNF_alpha_NF_kB
4176	MCM7	minichromosome maintenance complex component 7	NM_005916, NM_182776	NP_005907.3, NP_877577.1	ENSG00000166508	chr7:99528490 - 99536853	ATP binding;cell cycle;chromatin;DNA binding;DNA replication;DNA replication initiation;DNA-dependent ATPase activity;nucleoside-triphosphatase activity;nucleotide binding;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription	TNF_alpha_NF_kB,  Stability
