Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
672	BRCA1	breast cancer 1, early onset	NM_007298, NM_007300, NM_007303, NM_007299, NM_007294, NM_007302, NM_007304, NM_007305	NP_009229.1, NP_009231.1, NP_009234.1, NP_009230.1, NP_009227.1, NP_009228.1, NP_009235.2, NP_009236.1	ENSG00000012048	chr17:38451220 - 38529639	androgen receptor binding;androgen receptor signaling pathway;BRCA1-BARD1 complex;cell cycle;cell cycle checkpoint;cellular_component;chromosome segregation;DNA binding;DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator;DNA damage response, signal transduction resulting in induction of apoptosis;DNA repair;enzyme binding;fatty acid biosynthetic process;gamma-tubulin ring complex;intracellular;metal ion binding;molecular_function;negative regulatio	Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
675	BRCA2	breast cancer 2, early onset	NM_000059	NP_000050.2	ENSG00000139618	chr13:31788597 - 31870907	chromatin remodeling;cytoplasm;DNA repair;double-strand break repair via homologous recombination;establishment and/or maintenance of chromatin architecture;extracellular space;histone acetyltransferase activity;mitotic checkpoint;nucleus;protein binding;regulation of progression through cell cycle;regulation of S phase of mitotic cell cycle;regulation of transcription;secretory granule;single-stranded DNA binding;transcriptional activator activity	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
595	CCND1	cyclin D1	NM_053056	NP_444284.1	ENSG00000110092	chr11:69165262 - 69175231	cell cycle;cell division;cellular_component;cyclin-dependent protein kinase holoenzyme complex;cyclin-dependent protein kinase regulator activity;cytosol;fat cell differentiation;G1/S transition of mitotic cell cycle;intracellular;nucleus;protein amino acid phosphorylation;protein binding;protein kinase activity;re-entry into mitotic cell cycle;unfolded protein response	Androgen Receptor,  TGFBR,  Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
79577	CDC73	cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	NM_024529	NP_078805.3	ENSG00000134371	chr1:191357953 - 191486465	cell cycle;negative regulation of progression through cell cycle;nucleus;protein binding;transcription	Vogelstein and Kinzler 2004,  Tumor Suppressor,  Entrez Query:Oncogene
999	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	NM_004360	NP_004351.1	ENSG00000039068	chr16:67328819 - 67424903	calcium ion binding;cell adhesion;homophilic cell adhesion;integral to membrane;membrane;molecular_function;protein binding	Wnt,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Frameshift mutation,  Missense mutation,  Nonsense mutation,  Splicing mutation
1019	CDK4	cyclin-dependent kinase 4	NM_000075	NP_000066.1	ENSG00000135446	chr12:56428574 - 56431767	ATP binding;cell cycle;cell division;cell proliferation;cyclin-dependent protein kinase activity;G1/S transition of mitotic cell cycle;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein kinase activity;regulation of progression through cell cycle;transferase activity	TGFBR,  Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Stability,  Missense mutation
1029	CDKN2A	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)	NM_000077, NM_058197, NM_058195	NP_000068.1, NP_478104.2, NP_478102.1	ENSG00000147889	chr9:21961001 - 21984453	apoptosis;cell aging;cell cycle;cell cycle arrest;cell cycle checkpoint;cellular_component;cyclin-dependent protein kinase inhibitor activity;cytoplasm;DNA binding;epidermis development;negative regulation of cell proliferation;negative regulation of cyclin-dependent protein kinase activity;nucleolus;nucleoplasm;nucleus;protein binding;regulation of cyclin-dependent protein kinase activity;regulation of transcription, DNA-dependent;rRNA processing;transcription	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
1499	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	NM_001904	NP_001895.1	ENSG00000168036	chr3:41240563 - 41255837	alpha-catenin binding;androgen receptor binding;androgen receptor signaling pathway;apical part of cell;basolateral plasma membrane;beta-catenin destruction complex;binding;bone resorption;cadherin binding;cell fate determination;cell fate specification;cell maturation;cell-cell adherens junction;cell-cell adhesion;cellular morphogenesis during differentiation;chromatin binding;cytoplasm;cytoskeleton;dorsal/ventral axis specification;ectoderm development;embryonic arm morphogenesis;embryonic digit morphogen	Androgen Receptor,  TGFBR,  Wnt,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Missense mutation
1540	CYLD	cylindromatosis (turban tumor syndrome)	NM_001042412, NM_015247	NP_001035877.1, NP_056062.1	ENSG00000083799	chr16:49341110 - 49387920	cell cycle;cysteine-type peptidase activity;cytoskeleton;intracellular;negative regulation of progression through cell cycle;ribosome;structural constituent of ribosome;translation;ubiquitin cycle;ubiquitin thiolesterase activity;ubiquitin-dependent protein catabolic process	TNF_alpha_NF_kB,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Missense mutation,  Nonsense mutation,  Splicing mutation
1643	DDB2	damage-specific DNA binding protein 2, 48kDa	NM_000107	NP_000098.1	ENSG00000134574	chr11:47193263 - 47216976	damaged DNA binding;nucleotide-excision repair;nucleus;protein binding	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Entrez Query:Oncogene,  Missense mutation,  Nonsense mutation
1956	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	NM_201284, NM_005228, NM_201283, NM_201282	NP_958441.1, NP_005219.2, NP_958440.1, NP_958439.1	ENSG00000146648	chr7:55054464 - 55240804	actin filament binding;AP-2 adaptor complex;ATP binding;calcium-dependent phospholipase A2 activation;cell cycle;cell proliferation;cell surface receptor linked signal transduction;cell-cell adhesion;cytoplasm;double-stranded DNA binding;endosome;epidermal growth factor receptor activity;epidermal growth factor receptor signaling pathway;extracellular space;identical protein binding;integral to membrane;MAP/ERK kinase kinase activity;negative regulation of progression through cell cycle;nitric-oxide synthas	Alpha6Beta4 Integrin,  EGFR1,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Amplification,  Missense mutation
2048	EPHB2	EPH receptor B2	NM_017449, NM_004442	NP_059145.2, NP_004433.2	ENSG00000133216	chr1:22910062 - 23112650	ATP binding;ephrin receptor activity;integral to membrane;membrane;nervous system development;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;receptor activity;synapse;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway;transmembrane-ephrin receptor activity	Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Tyrosine Kinase
2064	ERBB2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	NM_001005862, NM_004448	NP_001005862.1, NP_004439.2	ENSG00000141736	chr17:35110017 - 35137823	apical plasma membrane;ATP binding;cell proliferation;cytoplasm;epidermal growth factor receptor activity;ErbB-3 class receptor binding;extracellular region;heart development;identical protein binding;integral to membrane;mammary gland development;membrane;myelination;non-membrane spanning protein tyrosine kinase activity;nucleotide binding;peripheral nervous system development;phosphoinositide-mediated signaling;plasma membrane;positive regulation of epithelial cell proliferation;positive regulation of MAP	Alpha6Beta4 Integrin,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Amplification
2068	ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2 (xeroderma pigmentosum D)	NM_000400	NP_000391.1	ENSG00000104884	chr19:50546726 - 50565638	5' to 3' DNA helicase activity;aging;ATP binding;ATP-dependent DNA helicase activity;DNA binding;holo TFIIH complex;hydrolase activity;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;induction of apoptosis;magnesium ion binding;nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;nucleotide binding;nucleotide-excision repair;nucleus;post-embryonic development;protein binding;regulation of transcription, DNA-dependent;response to oxidative stress;sensory pe	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Frameshift mutation,  Missense mutation,  Nonsense mutation,  Splicing mutation
2073	ERCC5	excision repair cross-complementing rodent repair deficiency, complementation group 5 (xeroderma pigmentosum, complementation group G (Cockayne syndrome))	NM_000123	NP_000114.2	ENSG00000134899	chr13:102257618 - 102322747	DNA binding;DNA repair;endodeoxyribonuclease activity;endonuclease activity;hydrolase activity;nuclease activity;nucleotide-excision repair;nucleus;sensory perception of sound;single-stranded DNA binding;transcription-coupled nucleotide-excision repair	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Frameshift mutation,  Missense mutation,  Nonsense mutation
2122	EVI1	ecotropic viral integration site 1	NM_005241, NM_001105077	NP_005232.2, NP_001098547.2	ENSG00000085276	chr3:170285390 - 170345481	biological_process;DNA binding;intracellular;metal ion binding;molecular_function;multicellular organismal development;nucleic acid binding;nucleus;positive regulation of transcription from RNA polymerase II promoter;regulation of cell proliferation;zinc ion binding	Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Entrez Query:Oncogene,  Translocation
2130	EWSR1	Ewing sarcoma breakpoint region 1	NM_005243, NM_013986	NP_005234.1, NP_053733.1	ENSG00000182944	chr22:27994325 - 28026151	calmodulin binding;intracellular;metal ion binding;nucleic acid binding;nucleotide binding;nucleus;regulation of transcription, DNA-dependent;RNA binding;transcription;zinc ion binding	Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Entrez Query:Oncogene,  Translocation
2131	EXT1	exostoses (multiple) 1	NM_000127	NP_000118.2	ENSG00000182197	chr8:118881131 - 119192466	cell cycle;endoderm development;endoplasmic reticulum;endoplasmic reticulum membrane;gastrulation;glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity;glycosaminoglycan biosynthetic process;Golgi apparatus;heparan sulfate proteoglycan biosynthetic process;integral to endoplasmic reticulum membrane;integral to membrane;membrane;mesoderm development;N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity;negative regulation of progression through ce	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Frameshift mutation,  Missense mutation,  Nonsense mutation,  Splicing mutation
2132	EXT2	exostoses (multiple) 2	NM_207122	NP_997005.1	ENSG00000151348	chr11:44085838 - 44222413	cell cycle;endoplasmic reticulum;endoplasmic reticulum membrane;glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity;glycosaminoglycan biosynthetic process;Golgi apparatus;integral to membrane;membrane;N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity;negative regulation of progression through cell cycle;protein binding;signal transduction;skeletal development;transferase activity, transferring glycosyl groups	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Frameshift mutation,  Missense mutation,  Nonsense mutation,  Splicing mutation
2175	FANCA	Fanconi anemia, complementation group A	NM_001018112, NM_000135	NP_001018122.1, NP_000126.2	ENSG00000187741	chr16:88332509 - 88410524	cytoplasm;DNA repair;nucleus;protein binding;protein complex assembly	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
2176	FANCC	Fanconi anemia, complementation group C	NM_000136	NP_000127.2	ENSG00000158169	chr9:96903809 - 97051394	cytoplasm;cytosol;DNA repair;germ cell development;nucleotide-excision repair;nucleus;protein binding;protein complex assembly	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
2177	FANCD2	Fanconi anemia, complementation group D2	NM_001018115, NM_033084	NP_001018125.1, NP_149075.2	ENSG00000144554	chr3:10045341 - 10115634	biological_process;cell cycle;cellular_component;condensed chromosome;DNA repair;molecular_function;nucleus;protein binding	TNF_alpha_NF_kB,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation
2178	FANCE	Fanconi anemia, complementation group E	NM_021922	NP_068741.1	ENSG00000112039	chr6:35528300 - 35542100	DNA repair;molecular_function;nucleus;protein binding	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Frameshift mutation,  Nonsense mutation,  Splicing mutation
2188	FANCF	Fanconi anemia, complementation group F	NM_022725	NP_073562.1	ENSG00000183161	chr11:22602807 - 22603932	biological_process;cellular_component;DNA repair;molecular_function;nucleus;protein binding	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Frameshift mutation,  Nonsense mutation
2189	FANCG	Fanconi anemia, complementation group G	NM_004629	NP_004620.1	ENSG00000165281	chr9:35064104 - 35069521	binding;cell cycle checkpoint;damaged DNA binding;DNA repair;nucleus;ovarian follicle development;response to radiation;spermatid development	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Frameshift mutation,  Missense mutation,  Nonsense mutation,  Splicing mutation
355	FAS	Fas (TNF receptor superfamily, member 6)	NM_152875, NM_152877, NM_000043, NM_152872, NM_152874, NM_152871, NM_152876	NP_690614.1, NP_690616.1, NP_000034.1, NP_690611.1, NP_690613.1, NP_690610.1, NP_690615.1	ENSG00000026103	chr10:90740613 - 90764187	anti-apoptosis;apoptosis;cytosol;identical protein binding;immune response;induction of apoptosis;integral to membrane;membrane;protein binding;protein complex assembly;regulation of apoptosis;signal transduction;soluble fraction;transmembrane receptor activity	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Missense mutation
55294	FBXW7	F-box and WD repeat domain containing 7	NM_001013415, NM_033632, NM_018315	NP_001013433.1, NP_361014.1, NP_060785.2	ENSG00000109670	chr4:153463482 - 153552405	nucleus;protein binding;protein ubiquitination	NOTCH,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Missense mutation,  Nonsense mutation
2242	FES	feline sarcoma oncogene	NM_002005	NP_001996.1	ENSG00000182511	chr15:89229279 - 89239792	ATP binding;cell proliferation;intracellular signaling cascade;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;transferase activity	Kit Receptor,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
2260	FGFR1	fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)	NM_023108, NM_023105, NM_023110, NM_023106, NM_023107, NM_015850	NP_075596.1, NP_075593.1, NP_075598.2, NP_075594.1, NP_075595.1, NP_056934.2	ENSG00000077782	chr8:38390302 - 38434121	ATP binding;cell growth;fibroblast growth factor receptor activity;fibroblast growth factor receptor signaling pathway;heparin binding;integral to plasma membrane;MAPKKK cascade;membrane;membrane fraction;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;receptor activity;skeletal development;transferase activity	Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene,  Translocation
2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	NM_000141, NM_022970	NP_000132.3, NP_075259.4	ENSG00000066468	chr10:123229360 - 123343321	ATP binding;cell growth;cell surface;fibroblast growth factor receptor activity;heparin binding;integral to membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;receptor activity;transferase activity	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tyrosine Kinase,  Entrez Query:Oncogene,  Missense mutation
2261	FGFR3	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	NM_022965, NM_000142	NP_075254.1, NP_000133.1	ENSG00000068078	chr4:1765459 - 1778787	ATP binding;cell growth;fibroblast growth factor receptor activity;fibroblast growth factor receptor signaling pathway;identical protein binding;integral to plasma membrane;JAK-STAT cascade;MAPKKK cascade;membrane;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;skeletal development;transferase activity	Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Tyrosine Kinase,  Missense mutation,  Translocation
2271	FH	fumarate hydratase	NM_000143	NP_000134.2	ENSG00000091483	chr1:239727750 - 239749645	cell cycle;cytoplasm;fumarate hydratase activity;fumarate metabolic process;lyase activity;mitochondrion;negative regulation of progression through cell cycle;tricarboxylic acid cycle;tricarboxylic acid cycle enzyme complex	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Frameshift mutation,  Missense mutation,  Nonsense mutation
201163	FLCN	folliculin	NM_144606, NM_144997	NP_653207.1, NP_659434.2	ENSG00000154803	chr17:17057693 - 17072176	cell cycle;negative regulation of progression through cell cycle	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Frameshift mutation,  Missense mutation,  Nonsense mutation
2322	FLT3	fms-related tyrosine kinase 3	NM_004119	NP_004110.2	ENSG00000122025	chr13:27476188 - 27572647	ATP binding;integral to plasma membrane;lymphocyte differentiation;membrane;nucleotide binding;positive regulation of cell proliferation;protein amino acid phosphorylation;protein binding;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway;vascular endothelial growth factor receptor activity	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Tyrosine Kinase,  Missense mutation
2324	FLT4	fms-related tyrosine kinase 4	NM_182925, NM_002020	NP_891555.2, NP_002011.2	ENSG00000037280	chr5:179962797 - 180009151	ATP binding;integral to plasma membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway;vascular endothelial growth factor receptor activity	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tyrosine Kinase,  Missense mutation
2308	FOXO1	forkhead box O1	NM_002015	NP_002006.2	ENSG00000150907	chr13:40031659 - 40138349	anti-apoptosis;blood vessel development;cytoplasm;insulin receptor signaling pathway;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein binding;regulation of cell proliferation;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;transcription factor activity;transcriptional activator activity	EGFR1,  TGFBR,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Translocation
2309	FOXO3	forkhead box O3	NM_201559	NP_963853.1	ENSG00000118689	chr6:108989104 - 109092751	antral ovarian follicle growth;apoptosis;cytoplasm;glucose homeostasis;induction of apoptosis;initiation of primordial ovarian follicle growth;membrane fraction;nucleus;oocyte maturation;ovulation (sensu Mammalia);positive regulation of erythrocyte differentiation;positive regulation of transcription from RNA polymerase II promoter;protein kinase binding;regulation of transcription, DNA-dependent;response to DNA damage stimulus;sequence-specific DNA binding;transcription;transcription factor activity;transc	Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Tumor Suppressor,  Translocation
