Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
5775	PTPN4	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)	NM_002830	NP_002821.1	ENSG00000088179	chr2:120283899 - 120451116	cytoplasm;cytoskeletal protein binding;cytoskeleton;hydrolase activity;membrane;non-membrane spanning protein tyrosine phosphatase activity;protein amino acid dephosphorylation;structural molecule activity	Phosphatase
84867	PTPN5	protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)	NM_006906, NM_001039970	NP_116170.3, NP_001035059.1	ENSG00000110786	chr11:18707056 - 18750081	hydrolase activity;integral to membrane;phosphoric monoester hydrolase activity;protein amino acid dephosphorylation;protein tyrosine phosphatase activity;receptor activity	Phosphatase
5777	PTPN6	protein tyrosine phosphatase, non-receptor type 6	NM_080549, NM_002831, NM_080548	NP_536859.1, NP_002822.2, NP_536858.1	ENSG00000111679	chr12:6926149 - 6940344	apoptosis;cellular_component;cytoskeleton;G-protein coupled receptor protein signaling pathway;hydrolase activity;intracellular signaling cascade;membrane;molecular_function;negative regulation of cell proliferation;phosphoric monoester hydrolase activity;phosphotyrosine binding;protein amino acid dephosphorylation;protein binding;protein tyrosine phosphatase activity	EGFR1,  Kit Receptor,  Phosphatase,  Stability
5778	PTPN7	protein tyrosine phosphatase, non-receptor type 7	NM_002832	NP_002823.2	ENSG00000143851	chr1:200384356 - 200395153	cytoplasm;hydrolase activity;phosphoric monoester hydrolase activity;protein amino acid dephosphorylation;protein tyrosine phosphatase activity;receptor activity	Phosphatase
5780	PTPN9	protein tyrosine phosphatase, non-receptor type 9	NM_002833	NP_002824.1	ENSG00000169410	chr15:73548162 - 73658172	hydrolase activity;intracellular;non-membrane spanning protein tyrosine phosphatase activity;protein amino acid dephosphorylation;transport;transporter activity	Phosphatase
5786	PTPRA	protein tyrosine phosphatase, receptor type, A	NM_080841, NM_002836	NP_543031.1, NP_002827.1	ENSG00000132670	chr20:2892923 - 2966779	hydrolase activity;integral to plasma membrane;membrane;protein amino acid dephosphorylation;receptor activity;transmembrane receptor protein tyrosine phosphatase activity	Phosphatase
5787	PTPRB	protein tyrosine phosphatase, receptor type, B	NM_002837, NM_001109754	NP_002828.3, NP_001103224.1	ENSG00000127329	chr12:69201535 - 69317442	hydrolase activity;integral to plasma membrane;membrane;membrane fraction;protein amino acid dephosphorylation;protein tyrosine phosphatase activity;transmembrane receptor protein tyrosine phosphatase activity	Phosphatase
5788	PTPRC	protein tyrosine phosphatase, receptor type, C	NM_080923, NM_080921, NM_080922, NM_002838	NP_563580.1, NP_563578.1, NP_563579.1, NP_002829.2	ENSG00000081237	chr1:196875027 - 196991933	B cell proliferation;B cell receptor signaling pathway;cell surface receptor linked signal transduction;defense response to virus;focal adhesion;hydrolase activity;integral to plasma membrane;membrane;negative regulation of cytokine and chemokine mediated signaling pathway;negative regulation of protein kinase activity;negative regulation of T cell mediated cytotoxicity;positive regulation of antigen receptor-mediated signaling pathway;positive regulation of protein kinase activity;positive regulation of T 	Phosphatase,  Protein Kinase
5789	PTPRD	protein tyrosine phosphatase, receptor type, D	NM_130392, NM_130393, NM_130391, NM_002839, NM_001040712	NP_569076.1, NP_569077.1, NP_569075.1, NP_002830.1, NP_001035802.1	ENSG00000153707	chr9:8307873 - 8723843	cell adhesion;hydrolase activity;integral to plasma membrane;membrane;protein amino acid dephosphorylation;protein binding;protein tyrosine phosphatase activity;receptor activity;transmembrane receptor protein tyrosine phosphatase activity;transmembrane receptor protein tyrosine phosphatase signaling pathway	Phosphatase,  Tumor Suppressor
5791	PTPRE	protein tyrosine phosphatase, receptor type, E	NM_130435, NM_006504	NP_569119.1, NP_006495.1	ENSG00000132334	chr10:129729135 - 129771160	cytoplasm;hydrolase activity;integral to plasma membrane;membrane;protein amino acid dephosphorylation;receptor activity;soluble fraction;transmembrane receptor protein tyrosine phosphatase activity	Phosphatase
5792	PTPRF	protein tyrosine phosphatase, receptor type, F	NM_130440, NM_002840	NP_569707.2, NP_002831.2	ENSG00000142949	chr1:43783333 - 43860261	cell adhesion;hydrolase activity;integral to plasma membrane;membrane;phosphoric monoester hydrolase activity;protein amino acid dephosphorylation;protein binding;protein tyrosine phosphatase activity;receptor activity;transmembrane receptor protein tyrosine phosphatase activity;transmembrane receptor protein tyrosine phosphatase signaling pathway	Phosphatase,  Protein Kinase
5793	PTPRG	protein tyrosine phosphatase, receptor type, G	NM_002841	NP_002832.3	ENSG00000144724	chr3:61523001 - 62254022	carbonate dehydratase activity;hydrolase activity;integral to plasma membrane;membrane;one-carbon compound metabolic process;protein amino acid dephosphorylation;transmembrane receptor protein tyrosine kinase signaling pathway;transmembrane receptor protein tyrosine phosphatase activity;zinc ion binding	Phosphatase,  Protein Kinase,  Tumor Suppressor
5794	PTPRH	protein tyrosine phosphatase, receptor type, H	NM_002842	NP_002833.2	null	chr19:60384933 - 60412613	hydrolase activity;integral to plasma membrane;protein amino acid dephosphorylation;protein tyrosine phosphatase activity;receptor activity;transmembrane receptor protein tyrosine phosphatase activity	Phosphatase
5795	PTPRJ	protein tyrosine phosphatase, receptor type, J	NM_001098503, NM_002843	NP_001091973.1, NP_002834.3	ENSG00000149177	chr11:47959040 - 48145490	cell-cell signaling;heart development;hydrolase activity;integral to plasma membrane;membrane;protein amino acid dephosphorylation;transmembrane receptor protein tyrosine kinase signaling pathway;transmembrane receptor protein tyrosine phosphatase activity;vasculogenesis	Phosphatase,  Protein Kinase,  Tumor Suppressor
5796	PTPRK	protein tyrosine phosphatase, receptor type, K	NM_002844	NP_002835.2	ENSG00000152894	chr6:128333064 - 128883196	hydrolase activity;integral to plasma membrane;membrane;phosphoric monoester hydrolase activity;protein amino acid dephosphorylation;protein tyrosine phosphatase activity;receptor activity;transmembrane receptor protein tyrosine phosphatase activity	Phosphatase,  Protein Kinase,  Tumor Suppressor
5797	PTPRM	protein tyrosine phosphatase, receptor type, M	NM_001105244, NM_002845	NP_001098714.1, NP_002836.3	ENSG00000173482	chr18:7557816 - 8396160	hydrolase activity;integral to plasma membrane;membrane;phosphoric monoester hydrolase activity;protein amino acid dephosphorylation;protein tyrosine phosphatase activity;receptor activity;transmembrane receptor protein tyrosine phosphatase activity	Phosphatase
5798	PTPRN	protein tyrosine phosphatase, receptor type, N	NM_002846	NP_002837.1	ENSG00000054356	chr2:219863191 - 219882298	integral to plasma membrane;membrane;phosphoric monoester hydrolase activity;protein amino acid dephosphorylation;protein binding;receptor activity;transmembrane receptor protein tyrosine phosphatase activity	Phosphatase
5799	PTPRN2	protein tyrosine phosphatase, receptor type, N polypeptide 2	NM_130843, NM_130842, NM_002847	NP_570858.2, NP_570857.2, NP_002838.2	ENSG00000155093	chr7:157026168 - 158073122	hydrolase activity;integral to plasma membrane;membrane;phosphoric monoester hydrolase activity;protein amino acid dephosphorylation;protein tyrosine phosphatase activity;receptor activity;transmembrane receptor protein tyrosine phosphatase activity	Phosphatase
5800	PTPRO	protein tyrosine phosphatase, receptor type, O	NM_030671, NM_002848, NM_030669, NM_030667, NM_030668, NM_030670	NP_109596.1, NP_002839.1, NP_109594.1, NP_109592.1, NP_109593.1, NP_109595.1	ENSG00000151490	chr12:15366927 - 15639242	hydrolase activity;integral to membrane;integral to plasma membrane;membrane;phosphoric monoester hydrolase activity;protein amino acid dephosphorylation;protein tyrosine phosphatase activity;receptor activity;transmembrane receptor protein tyrosine phosphatase activity	Phosphatase,  Tumor Suppressor
5801	PTPRR	protein tyrosine phosphatase, receptor type, R	NM_130846, NM_002849	NP_570897.1, NP_002840.1	ENSG00000153233	chr12:69319230 - 69600437	cell surface;hydrolase activity;in utero embryonic development;integral to membrane;membrane;phosphoric monoester hydrolase activity;protein amino acid dephosphorylation;protein kinase binding;protein tyrosine phosphatase activity;receptor activity;transmembrane receptor protein tyrosine phosphatase activity	EGFR1,  Phosphatase,  Protein Kinase
5802	PTPRS	protein tyrosine phosphatase, receptor type, S	NM_130855, NM_002850, NM_130854, NM_130853	NP_570925.2, NP_002841.3, NP_570924.2, NP_570923.2	ENSG00000105426	chr19:5157784 - 5237151	cell adhesion;hydrolase activity;integral to plasma membrane;membrane;protein amino acid dephosphorylation;protein binding;protein tyrosine phosphatase activity;receptor activity;transmembrane receptor protein tyrosine phosphatase activity;transmembrane receptor protein tyrosine phosphatase signaling pathway	Phosphatase
11122	PTPRT	protein tyrosine phosphatase, receptor type, T	NM_007050, NM_133170	NP_008981.4, NP_573400.3	ENSG00000196090	chr20:40142932 - 41251787	hydrolase activity;integral to membrane;integral to plasma membrane;membrane;protein amino acid dephosphorylation;protein binding;protein tyrosine phosphatase activity;receptor activity;transmembrane receptor protein tyrosine kinase signaling pathway;transmembrane receptor protein tyrosine phosphatase activity	Phosphatase,  Protein Kinase
10076	PTPRU	protein tyrosine phosphatase, receptor type, U	NM_133177, NM_133178, NM_005704	NP_573438.2, NP_573439.2, NP_005695.3	ENSG00000060656	chr1:29435743 - 29524760	biological_process;cell adhesion;cellular_component;hydrolase activity;integral to plasma membrane;membrane;protein amino acid dephosphorylation;protein modification process;protein tyrosine phosphatase activity;receptor activity;transmembrane receptor protein tyrosine phosphatase activity;transmembrane receptor protein tyrosine phosphatase signaling pathway	Kit Receptor,  Phosphatase
5803	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	NM_002851	NP_002842.2	ENSG00000106278	chr7:121300789 - 121488510	axonogenesis;carbonate dehydratase activity;central nervous system development;hydrolase activity;integral to plasma membrane;membrane;one-carbon compound metabolic process;protein amino acid dephosphorylation;protein binding;proteinaceous extracellular matrix;transmembrane receptor protein tyrosine phosphatase activity;zinc ion binding	Phosphatase
54434	SSH1	slingshot homolog 1 (Drosophila)	NM_018984	NP_061857.2	ENSG00000084112	chr12:107705892 - 107775401	actin binding;actin cytoskeleton organization and biogenesis;cell morphogenesis;cytoplasm;cytoskeleton;hydrolase activity;plasma membrane;protein amino acid dephosphorylation;protein binding;protein tyrosine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity	Phosphatase
85464	SSH2	slingshot homolog 2 (Drosophila)	NM_033389	NP_203747.2	ENSG00000141298	chr17:24981984 - 25281144	actin binding;actin cytoskeleton organization and biogenesis;cytoskeleton;hydrolase activity;protein amino acid dephosphorylation;protein tyrosine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity	Phosphatase
54961	SSH3	slingshot homolog 3 (Drosophila)	NM_017857	NP_060327.2	ENSG00000172830	chr11:66827672 - 66835934	cytoskeleton;hydrolase activity;nucleus;protein amino acid dephosphorylation;protein tyrosine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity	Phosphatase
6815	STYX	serine/threonine/tyrosine interacting protein	NM_145251	NP_660294.1	ENSG00000198252	chr14:52266942 - 52307574	hydrolase activity;protein amino acid dephosphorylation;protein tyrosine/serine/threonine phosphatase activity	Phosphatase
