Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
79058	ASPSCR1	alveolar soft part sarcoma chromosome region, candidate 1	NM_024083	NP_076988.1	ENSG00000169696	chr17:77528811 - 77568487	biological_process;cellular_component;membrane;molecular_function	Futreal et al 2004,  Mitelman 2000,  Translocation
466	ATF1	activating transcription factor 1	NM_005171	NP_005162.1	ENSG00000123268	chr12:49460195 - 49499829	nucleus;protein dimerization activity;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;transcription factor activity	EGFR1,  Futreal et al 2004,  Mitelman 2000,  Entrez Query:Oncogene,  Translocation
471	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	NM_004044	NP_004035.2	ENSG00000138363	chr2:215885110 - 215922623	hydrolase activity;IMP cyclohydrolase activity;nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;phosphoribosylaminoimidazolecarboxamide formyltransferase activity;protein binding;purine nucleotide biosynthetic process;transferase activity	Futreal et al 2004,  Mitelman 2000,  Translocation
472	ATM	ataxia telangiectasia mutated (includes complementation groups A, C and D)	NM_138292, NM_000051	NP_612149.1, NP_000042.3	ENSG00000149311	chr11:107603561 - 107741445	1-phosphatidylinositol-3-kinase activity;cell cycle;DNA binding;DNA repair;meiotic recombination;mitotic spindle checkpoint;negative regulation of progression through cell cycle;nucleus;protein N-terminus binding;protein serine/threonine kinase activity;response to ionizing radiation;signal transduction;transferase activity	Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
8915	BCL10	B-cell CLL/lymphoma 10	NM_003921	NP_003912.1	ENSG00000142867	chr1:85505897 - 85514623	activation of NF-kappaB transcription factor;adaptive immune response;CBM complex;cell cycle;cell death;cellular defense response;cytoplasm;cytosol;I-kappaB kinase/NF-kappaB cascade;immunoglobulin mediated immune response;innate immune response;interleukin-6 biosynthetic process;intracellular;kinase activator activity;lipid raft;lipopolysaccharide receptor complex;lymphotoxin A biosynthetic process;lysosome;negative regulation of mature B cell apoptosis;negative regulation of progression through cell cycle;	Futreal et al 2004,  Mitelman 2000,  Protein Kinase,  Translocation
53335	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	NM_022893, NM_138559, NM_018014	NP_075044.2, NP_612569.1, NP_060484.2	ENSG00000119866	chr2:60541042 - 60633909	cytoplasm;hemopoiesis;intracellular;metal ion binding;nucleic acid binding;nucleus;regulation of transcription, DNA-dependent;transcription;zinc ion binding	Futreal et al 2004,  Mitelman 2000,  Entrez Query:Oncogene,  Translocation
64919	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)	NM_138576, NM_022898	NP_612808.1, NP_075049.1	ENSG00000127152	chr14:98710240 - 98807308	intracellular;metal ion binding;nucleic acid binding;nucleus;regulation of transcription, DNA-dependent;transcription;zinc ion binding	Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Translocation
596	BCL2	B-cell CLL/lymphoma 2	NM_000633, NM_000657	NP_000624.2, NP_000648.2	ENSG00000171791	chr18:58946837 - 59136879	anti-apoptosis;BH3 domain binding;cytoplasm;cytosol;defense response to virus;endoplasmic reticulum;humoral immune response;integral to membrane;membrane;mitochondrial outer membrane;mitochondrion;negative regulation of cellular pH reduction;negative regulation of mitochondrial depolarization;negative regulation of neuron apoptosis;neuron apoptosis;nuclear membrane;nucleus;pregnancy;protease binding;protein heterodimerization activity;protein homodimerization activity;regulation of mitochondrial membrane pe	Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
602	BCL3	B-cell CLL/lymphoma 3	NM_005178	NP_005169.2	ENSG00000069399	chr19:49943911 - 49954712	cytoplasm;defense response to bacterium;defense response to protozoan;DNA damage response, signal transduction by p53 class mediator resulting in induction of apoptosis;extracellular matrix organization and biogenesis;follicular dendritic cell differentiation;germinal center formation;humoral immune response mediated by circulating immunoglobulin;I-kappaB kinase/NF-kappaB cascade;maintenance of protein localization in nucleus;marginal zone B cell differentiation;negative regulation of apoptosis;negative reg	TNF_alpha_NF_kB,  Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
604	BCL6	B-cell CLL/lymphoma 6 (zinc finger protein 51)	NM_001706	NP_001697.2	ENSG00000113916	chr3:188922939 - 188934175	actin cytoskeleton organization and biogenesis;B cell differentiation;cell morphogenesis;chromatin binding;DNA binding;erythrocyte development;germinal center formation;intracellular;metal ion binding;negative regulation of B cell apoptosis;negative regulation of cell differentiation;negative regulation of cell growth;negative regulation of cell proliferation;negative regulation of cell-matrix adhesion;negative regulation of isotype switching to IgE isotypes;negative regulation of mast cell cytokine product	Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Entrez Query:Oncogene,  Missense mutation,  Translocation
605	BCL7A	B-cell CLL/lymphoma 7A	NM_001024808, NM_020993	NP_001019979.1, NP_066273.1	ENSG00000110987	chr12:120944380 - 120981452	actin binding	TNF_alpha_NF_kB,  Futreal et al 2004,  Mitelman 2000,  Translocation
607	BCL9	B-cell CLL/lymphoma 9	NM_004326	NP_004317.2	ENSG00000116128	chr1:145550259 - 145563384	nucleus;protein binding;Wnt receptor signaling pathway	Futreal et al 2004,  Mitelman 2000,  Translocation
613	BCR	breakpoint cluster region	NM_004327, NM_021574	NP_004318.3, NP_067585.2	ENSG00000186716	chr22:21853147 - 21987709	cellular_component;GTPase activator activity;guanyl-nucleotide exchange factor activity;intracellular;intracellular signaling cascade;kinase activity;protein amino acid phosphorylation;protein serine/threonine kinase activity;regulation of Rho protein signal transduction;Rho guanyl-nucleotide exchange factor activity;signal transduction;transferase activity	Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
330	BIRC3	baculoviral IAP repeat-containing 3	NM_182962	NP_892007.1	ENSG00000023445	chr11:101700450 - 101713043	anti-apoptosis;cell surface receptor linked signal transduction;cytoplasm;intracellular;metal ion binding;nucleus;protein binding;regulation of apoptosis;ubiquitin-protein ligase activity;zinc ion binding	Futreal et al 2004,  Mitelman 2000,  Stability,  Translocation
675	BRCA2	breast cancer 2, early onset	NM_000059	NP_000050.2	ENSG00000139618	chr13:31788597 - 31870907	chromatin remodeling;cytoplasm;DNA repair;double-strand break repair via homologous recombination;establishment and/or maintenance of chromatin architecture;extracellular space;histone acetyltransferase activity;mitotic checkpoint;nucleus;protein binding;regulation of progression through cell cycle;regulation of S phase of mitotic cell cycle;regulation of transcription;secretory granule;single-stranded DNA binding;transcriptional activator activity	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
23476	BRD4	bromodomain containing 4	NM_058243, NM_014299	NP_490597.1, NP_055114.1	ENSG00000141867	chr19:15210187 - 15244910	nucleus	Futreal et al 2004,  Mitelman 2000,  Stability,  Translocation
694	BTG1	B-cell translocation gene 1, anti-proliferative	NM_001731	NP_001722.1	ENSG00000133639	chr12:91061986 - 91063442	cell migration;cytoplasm;kinase binding;negative regulation of cell growth;negative regulation of cell proliferation;nucleus;positive regulation of angiogenesis;positive regulation of endothelial cell differentiation;positive regulation of enzyme activity;positive regulation of myoblast differentiation;protein amino acid methylation;regulation of apoptosis;regulation of transcription;spermatid development;transcription cofactor activity	Futreal et al 2004,  Mitelman 2000,  Translocation
256646	C15orf55	-	NM_175741	NP_786883.1	ENSG00000184507	chr15:32425512 - 32436984	nucleus	Futreal et al 2004,  Mitelman 2000,  Translocation
23434	C3orf27	chromosome 3 open reading frame 27	NM_007354	NP_031380.1	ENSG00000198685	chr3:129774812 - 129775262		Mitelman 2000
833	CARS	cysteinyl-tRNA synthetase	NM_001014438, NM_139273, NM_001014437, NM_001751	NP_001014438.1, NP_644802.1, NP_001014437.1, NP_001742.1	ENSG00000110619	chr11:2978919 - 3035173	ATP binding;cysteine-tRNA ligase activity;cysteinyl-tRNA aminoacylation;cytoplasm;ligase activity;metal ion binding;nucleotide binding;receptor activity;soluble fraction;translation;tRNA binding;zinc ion binding	Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Translocation
57082	CASC5	cancer susceptibility candidate 5	NM_144508, NM_170589	NP_653091.2, NP_733468.2	ENSG00000137812	chr15:38682421 - 38741678	acrosome;acrosome formation;nucleus;protein binding	Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Translocation
863	CBFA2T3	core-binding factor, runt domain, alpha subunit 2; translocated to, 3	NM_005187, NM_175931	NP_005178.4, NP_787127.1	ENSG00000129993	chr16:87470884 - 87570716	cell proliferation;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription factor activity;zinc ion binding	Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Translocation
865	CBFB	core-binding factor, beta subunit	NM_001755, NM_022845	NP_001746.1, NP_074036.1	ENSG00000067955	chr16:65620811 - 65690182	biological_process;cell maturation;cellular_component;lymphocyte differentiation;molecular_function;myeloid cell differentiation;nucleus;osteoblast differentiation;positive regulation of transcription from RNA polymerase II promoter;protein binding;RNA polymerase II transcription factor activity;transcription coactivator activity;transcription factor activity;transcription from RNA polymerase II promoter	Futreal et al 2004,  Mitelman 2000,  Translocation
867	CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence	NM_005188	NP_005179.2	ENSG00000110395	chr11:118582337 - 118675701	calcium ion binding;cell surface receptor linked signal transduction;epidermal growth factor receptor signaling pathway;ligase activity;nucleus;plasma membrane;positive regulation of receptor mediated endocytosis;protein binding;protein ubiquitination;signal transducer activity;transcription factor activity;ubiquitin-protein ligase activity;zinc ion binding	EGFR1,  Kit Receptor,  Futreal et al 2004,  Mitelman 2000,  Entrez Query:Oncogene,  Translocation
8030	CCDC6	coiled-coil domain containing 6	NM_005436	NP_005427.2	ENSG00000108091	chr10:61222680 - 61336188	biological_process;cellular_component;protein binding;structural constituent of cytoskeleton	Futreal et al 2004,  Mitelman 2000,  Translocation
595	CCND1	cyclin D1	NM_053056	NP_444284.1	ENSG00000110092	chr11:69165262 - 69175231	cell cycle;cell division;cellular_component;cyclin-dependent protein kinase holoenzyme complex;cyclin-dependent protein kinase regulator activity;cytosol;fat cell differentiation;G1/S transition of mitotic cell cycle;intracellular;nucleus;protein amino acid phosphorylation;protein binding;protein kinase activity;re-entry into mitotic cell cycle;unfolded protein response	Androgen Receptor,  TGFBR,  Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
894	CCND2	cyclin D2	NM_001759	NP_001750.1	ENSG00000118971	chr12:4253467 - 4279436	cell cycle;cell division;nucleus;protein binding;regulation of progression through cell cycle	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
896	CCND3	cyclin D3	NM_001760	NP_001751.1	ENSG00000112576	chr6:42011655 - 42017365	cell cycle;cell division;nucleus;protein binding;regulation of progression through cell cycle	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Tumor Suppressor,  Entrez Query:Oncogene,  Translocation
1021	CDK6	cyclin-dependent kinase 6	NM_001259	NP_001250.1	ENSG00000105810	chr7:92082389 - 92300573	ATP binding;cell cycle;cell division;cell proliferation;G1 phase of mitotic cell cycle;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;regulation of progression through cell cycle;transferase activity	TGFBR,  Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Protein Kinase,  Tumor Suppressor,  Translocation
1029	CDKN2A	cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)	NM_000077, NM_058197, NM_058195	NP_000068.1, NP_478104.2, NP_478102.1	ENSG00000147889	chr9:21961001 - 21984453	apoptosis;cell aging;cell cycle;cell cycle arrest;cell cycle checkpoint;cellular_component;cyclin-dependent protein kinase inhibitor activity;cytoplasm;DNA binding;epidermis development;negative regulation of cell proliferation;negative regulation of cyclin-dependent protein kinase activity;nucleolus;nucleoplasm;nucleus;protein binding;regulation of cyclin-dependent protein kinase activity;regulation of transcription, DNA-dependent;rRNA processing;transcription	Futreal et al 2004,  Hahn and Weinberg 2002,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
1045	CDX2	caudal type homeobox transcription factor 2	NM_001265	NP_001256.2	ENSG00000165556	chr13:27435251 - 27441143	blastocyst development;blood vessel development;cell differentiation;condensed nuclear chromosome;nucleus;pattern specification process;placenta development;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription factor activity;transcription from RNA polymerase II promoter	Futreal et al 2004,  Mitelman 2000,  Entrez Query:Oncogene,  Translocation
11064	CEP110	centrosomal protein 110kDa	NM_007018	NP_008949.4	ENSG00000119397	chr9:122890425 - 122979285	centrosome;nucleus;protein binding;RNA polymerase II transcription factor activity	Futreal et al 2004,  Mitelman 2000,  Translocation
26511	CHIC2	cysteine-rich hydrophobic domain 2	NM_012110	NP_036242.1	ENSG00000109220	chr4:54571018 - 54625224	biological_process;cellular_component;Golgi apparatus;Golgi-associated vesicle;molecular_function;plasma membrane	Futreal et al 2004,  Mitelman 2000,  Translocation
4261	CIITA	class II, major histocompatibility complex, transactivator	NM_000246	NP_000237.2	ENSG00000179583	chr16:10878688 - 10924661	ATP binding;defense response;DNA binding;immune response;nucleotide binding;nucleus;protein binding;regulation of transcription;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;transcription coactivator activity;transcription regulator activity;ubiquitin binding	Futreal et al 2004,  Mitelman 2000,  Translocation
10978	CLP1	CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)	NM_006831	NP_006822.1	ENSG00000172409	chr11:57183524 - 57185484	ATP binding;GTP binding;mRNA processing;nucleotide binding;nucleus	Futreal et al 2004,  Mitelman 2000,  Translocation
1213	CLTC	clathrin, heavy chain (Hc)	NM_004859	NP_004850.1	ENSG00000141367	chr17:55052274 - 55125995	clathrin vesicle coat;coated pit;intracellular protein transport;protein binding;structural molecule activity	Kit Receptor,  Futreal et al 2004,  Mitelman 2000,  Translocation
8218	CLTCL1	clathrin, heavy chain-like 1	NM_007098	NP_009029.2	ENSG00000070371	chr22:17547731 - 17659164	anatomical structure morphogenesis;binding;clathrin vesicle coat;coated pit;receptor-mediated endocytosis;signal transducer activity	Futreal et al 2004,  Mitelman 2000,  Translocation
1277	COL1A1	collagen, type I, alpha 1	NM_000088	NP_000079.2	ENSG00000108821	chr17:45617861 - 45633873	collagen;collagen type I;cytoplasm;epidermis development;extracellular matrix structural constituent;phosphate transport;protein binding;sensory perception of sound;skeletal development;structural constituent of bone	Futreal et al 2004,  Mitelman 2000,  Stability,  Translocation
1278	COL1A2	collagen, type I, alpha 2	NM_000089	NP_000080.2	ENSG00000164692	chr7:93862279 - 93897641	collagen;collagen type I;cytoplasm;extracellular matrix structural constituent;phosphate transport;protein binding;sensory perception of sound;skeletal development;structural constituent of bone;transmembrane receptor protein tyrosine kinase signaling pathway	Mitelman 2000,  Stability
1345	COX6C	cytochrome c oxidase subunit VIc	NM_004374	NP_004365.1	ENSG00000164919	chr8:100968908 - 100973425	cytochrome-c oxidase activity;electron transport;integral to membrane;membrane;mitochondrion;oxidoreductase activity	Futreal et al 2004,  Mitelman 2000,  Translocation
1387	CREBBP	CREB binding protein (Rubinstein-Taybi syndrome)	NM_004380, NM_001079846	NP_004371.2, NP_001073315.1	ENSG00000005339	chr16:3717719 - 3869918	acetyltransferase activity;cytoplasm;histone acetylation;histone acetyltransferase activity;homeostatic process;metal ion binding;MyoD binding;N-terminal peptidyl-lysine acetylation;nucleus;positive regulation of transcription;protein binding;protein complex assembly;regulation of transcription, DNA-dependent;response to hypoxia;signal transducer activity;signal transduction;transcription coactivator activity;transcription factor activity;transferase activity;zinc ion binding	Androgen Receptor,  Hedgehog,  TGFBR,  TNF_alpha_NF_kB,  Futreal et al 2004,  Mitelman 2000,  Stability,  Tumor Suppressor,  Translocation
23373	CRTC1	CREB regulated transcription coactivator 1	NM_001098482, NM_015321	NP_001091952.1, NP_056136.2	ENSG00000105662	chr19:18655512 - 18749192	cAMP response element binding protein binding;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein binding;regulation of transcription, DNA-dependent;transcription	Mitelman 2000,  Entrez Query:Oncogene
1435	CSF1	colony stimulating factor 1 (macrophage)	NM_172211, NM_172212, NM_172210	NP_757350.1, NP_757351.1, NP_757349.1	ENSG00000184371	chr1:110255168 - 110269334	cell differentiation;cell proliferation;extracellular space;hemopoiesis;integral to membrane;macrophage colony stimulating factor receptor binding;macrophage differentiation;membrane;positive regulation of cell proliferation	Mitelman 2000,  Protein Kinase,  Stability
1437	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	NM_000758	NP_000749.2	ENSG00000164400	chr5:131437415 - 131439444	cell surface receptor linked signal transduction;cellular defense response;cytokine activity;extracellular region;extracellular space;granulocyte macrophage colony-stimulating factor receptor binding;immune response;multicellular organismal development;myeloid dendritic cell differentiation;positive regulation of cell proliferation;positive regulation of survival gene product activity	Mitelman 2000
1440	CSF3	colony stimulating factor 3 (granulocyte)	NM_172220, NM_000759, NM_172219	NP_757374.1, NP_000750.1, NP_757373.1	ENSG00000108342	chr17:35425253 - 35426738	cell-cell signaling;cellular defense response;cytokine activity;cytokine and chemokine mediated signaling pathway;enzyme binding;extracellular region;extracellular space;granulocyte colony-stimulating factor receptor binding;granulocyte differentiation;immune response;interleukin-6 receptor binding;multicellular organismal development;positive regulation of cell proliferation	Mitelman 2000,  Tumor Suppressor
1499	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	NM_001904	NP_001895.1	ENSG00000168036	chr3:41240563 - 41255837	alpha-catenin binding;androgen receptor binding;androgen receptor signaling pathway;apical part of cell;basolateral plasma membrane;beta-catenin destruction complex;binding;bone resorption;cadherin binding;cell fate determination;cell fate specification;cell maturation;cell-cell adherens junction;cell-cell adhesion;cellular morphogenesis during differentiation;chromatin binding;cytoplasm;cytoskeleton;dorsal/ventral axis specification;ectoderm development;embryonic arm morphogenesis;embryonic digit morphogen	Androgen Receptor,  TGFBR,  Wnt,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Missense mutation
57007	CXCR7	chemokine (C-X-C motif) receptor 7	NM_020311	NP_064707.1	ENSG00000144476	chr2:237153847 - 237154936	biological_process;G-protein coupled receptor protein signaling pathway;integral to membrane;membrane;receptor activity;rhodopsin-like receptor activity;signal transduction	Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Translocation
1649	DDIT3	DNA-damage-inducible transcript 3	NM_004083	NP_004074.2	ENSG00000175197	chr12:56196858 - 56197456	cell cycle;cell cycle arrest;ER overload response;mRNA transcription from RNA polymerase II promoter;nucleus;protein dimerization activity;regulation of apoptosis;regulation of cell redox homeostasis;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;response to DNA damage stimulus;sequence-specific DNA binding;transcription;transcription corepressor activity;transcription factor activity;unfolded protein response	Futreal et al 2004,  Mitelman 2000,  Stability,  Entrez Query:Oncogene,  Translocation
1662	DDX10	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10	NM_004398	NP_004389.2	ENSG00000178105	chr11:108041090 - 108316360	ATP binding;ATP-dependent helicase activity;hydrolase activity;nucleotide binding;RNA binding;RNA helicase activity	Futreal et al 2004,  Mitelman 2000,  Translocation
1656	DDX6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	NM_004397	NP_004388.2	ENSG00000110367	chr11:118130630 - 118162170	ATP binding;ATP-dependent helicase activity;hydrolase activity;nucleotide binding;nucleus;protein binding;RNA binding;RNA helicase activity	Futreal et al 2004,  Mitelman 2000,  Entrez Query:Oncogene,  Translocation
7913	DEK	DEK oncogene (DNA binding)	NM_003472	NP_003463.1	ENSG00000124795	chr6:18333928 - 18372197	DNA binding;histone binding;nucleus;regulation of transcription from RNA polymerase II promoter;signal transduction;specific RNA polymerase II transcription factor activity;viral genome replication	Futreal et al 2004,  Mitelman 2000,  Entrez Query:Oncogene,  Translocation
8178	ELL	elongation factor RNA polymerase II	NM_006532	NP_006523.1	ENSG00000105656	chr19:18416561 - 18493865	nucleus;positive transcription elongation factor activity;protein binding;regulation of transcription, DNA-dependent;RNA elongation from RNA polymerase II promoter;transcription	Futreal et al 2004,  Mitelman 2000,  Translocation
2033	EP300	E1A binding protein p300	NM_001429	NP_001420.2	ENSG00000100393	chr22:39818954 - 39904906	acetyltransferase activity;apoptosis;cell cycle;heart development;histone acetylation;histone acetyltransferase activity;histone acetyltransferase complex;homeostatic process;lung development;metal ion binding;N-terminal peptidyl-lysine acetylation;nervous system development;nucleus;organ morphogenesis;positive regulation of transcription factor activity;positive regulation of transcription, DNA-dependent;protein C-terminus binding;response to hypoxia;signal transduction;somitogenesis;striated muscle develo	Androgen Receptor,  Kit Receptor,  NOTCH,  TGFBR,  Wnt,  Futreal et al 2004,  Mitelman 2000,  Translocation
2060	EPS15	epidermal growth factor receptor pathway substrate 15	NM_001981	NP_001972.1	ENSG00000085832	chr1:51594959 - 51757491	calcium ion binding;cell proliferation;coated pit;epidermal growth factor receptor signaling pathway;plasma membrane;protein binding;receptor activity;vesicle organization and biogenesis	EGFR1,  Futreal et al 2004,  Mitelman 2000,  Translocation
23085	ERC1	ELKS/RAB6-interacting/CAST family member 1	NM_178038, NM_178039, NM_178037, NM_178040, NM_015064	NP_829882.1, NP_829883.1, NP_829881.1, NP_829884.1, NP_055879.1	ENSG00000082805	chr12:1007330 - 1469657	activation of NF-kappaB transcription factor;cytoplasm;I-kappaB phosphorylation;IkappaB kinase complex;leucine zipper domain binding;multicellular organismal development;positive regulation of anti-apoptosis;presynaptic membrane;protein binding;protein transport;regulation of transcription, DNA-dependent	Futreal et al 2004,  Mitelman 2000,  Translocation
2078	ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	NM_182918, NM_004449	NP_891548.1, NP_004440.1	ENSG00000157554	chr21:38677194 - 38792174	cell proliferation;multicellular organismal development;nucleus;protein amino acid phosphorylation;protein binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;signal transducer activity;signal transduction;transcription;transcription factor activity	Futreal et al 2004,  Mitelman 2000,  Entrez Query:Oncogene,  Translocation
