Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
5045	FURIN	furin (paired basic amino acid cleaving enzyme)	NM_002569	NP_002560.1	ENSG00000140564	chr15:89219974 - 89226112	calcium ion binding;cell-cell signaling;furin activity;Golgi apparatus;integral to membrane;membrane;negative regulation of low-density lipoprotein receptor catabolic process;peptidase activity;protein binding;proteolysis;signal peptide processing;subtilase activity;trans-Golgi network transport vesicle	NOTCH,  Stability
2623	GATA1	GATA binding protein 1 (globin transcription factor 1)	NM_002049	NP_002040.1	ENSG00000102145	chrX:48534460 - 48537515	metal ion binding;multicellular organismal development;nucleus;regulation of transcription from RNA polymerase II promoter;sequence-specific DNA binding;transcription;transcription factor activity;zinc ion binding	NOTCH,  Futreal et al 2004,  Frameshift mutation,  Missense mutation
2932	GSK3B	glycogen synthase kinase 3 beta	NM_002093	NP_002084.2	ENSG00000082701	chr3:121028324 - 121294971	ATP binding;beta-catenin destruction complex;cytoplasm;ER overload response;glycogen metabolic process;glycogen synthase kinase 3 activity;negative regulation of apoptosis;NF-kappaB binding;nucleotide binding;nucleus;p53 binding;peptidyl-serine phosphorylation;positive regulation of protein export from nucleus;transferase activity;Wnt receptor signaling pathway through beta-catenin	NOTCH,  TNF_alpha_NF_kB,  Wnt,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
3065	HDAC1	histone deacetylase 1	NM_004964	NP_004955.2	ENSG00000116478	chr1:32530357 - 32571232	anti-apoptosis;chromatin modification;cytoplasm;enzyme binding;histone deacetylase activity;histone deacetylase complex;histone deacetylation;hydrolase activity;identical protein binding;nucleus;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription factor binding	Androgen Receptor,  EGFR1,  NOTCH,  TGFBR,  TNF_alpha_NF_kB,  Tumor Suppressor
3066	HDAC2	histone deacetylase 2	NM_001527	NP_001518.2	ENSG00000196591	chr6:114368914 - 114399047	chromatin modification;cytoplasm;enzyme binding;heterochromatin;histone deacetylase activity;histone deacetylase complex;histone deacetylation;hydrolase activity;nucleus;regulation of transcription, DNA-dependent;replication fork;transcription;transcription factor activity;transcription factor binding	NOTCH,  TNF_alpha_NF_kB,  Tumor Suppressor
388585	HES5	hairy and enhancer of split 5 (Drosophila)	NM_001010926	NP_001010926.1	ENSG00000197921	chr1:2450767 - 2451463	auditory receptor cell differentiation;auditory receptor cell fate determination;cell adhesion;cell differentiation;cell maturation;DNA binding;multicellular organismal development;negative regulation of neuron differentiation;nervous system development;nucleus;regulation of transcription, DNA-dependent;transcription regulator activity	NOTCH
55502	HES6	hairy and enhancer of split 6 (Drosophila)	NM_018645	NP_061115.2	ENSG00000144485	chr2:238812206 - 238813285	cell differentiation;multicellular organismal development;nervous system development;nucleus;regulation of transcription from RNA polymerase II promoter;transcription cofactor activity;transcription factor activity;transcription factor complex	NOTCH,  Stability
23462	HEY1	hairy/enhancer-of-split related with YRPW motif 1	NM_012258, NM_001040708	NP_036390.3, NP_001035798.1	ENSG00000164683	chr8:80839977 - 80842453	DNA binding;multicellular organismal development;nervous system development;Notch signaling pathway;nucleus;organ morphogenesis;protein binding;regulation of transcription, DNA-dependent;transcription factor activity;transcription regulator activity;vasculogenesis	NOTCH
23493	HEY2	hairy/enhancer-of-split related with YRPW motif 2	NM_012259	NP_036391.1	ENSG00000135547	chr6:126112615 - 126122641	DNA binding;multicellular organismal development;nervous system development;Notch signaling pathway;nucleus;organ morphogenesis;protein binding;regulation of transcription, DNA-dependent;transcription factor activity;transcription regulator activity;vasculogenesis	NOTCH
59269	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3	NM_024503, NM_001127714	NP_078779.2, NP_001121186.1	ENSG00000127124	chr1:41748708 - 41823055	intracellular;metal ion binding;nucleic acid binding;positive regulation of transcription;transcriptional activator activity;zinc ion binding	NOTCH
182	JAG1	jagged 1 (Alagille syndrome)	NM_000214	NP_000205.1	ENSG00000101384	chr20:10568145 - 10602178	angiogenesis;auditory receptor cell differentiation;calcium ion binding;cell communication;cell fate determination;endothelial cell differentiation;extracellular region;growth factor activity;hemopoiesis;integral to plasma membrane;keratinocyte differentiation;morphogenesis of an epithelial sheet;multicellular organismal development;myoblast differentiation;negative regulation of cell differentiation;nervous system development;Notch binding;Notch signaling pathway;organ morphogenesis;plasma membrane;positiv	NOTCH
3714	JAG2	jagged 2	NM_145159, NM_002226	NP_660142.1, NP_002217.3	ENSG00000184916	chr14:104680076 - 104705802	auditory receptor cell fate commitment;calcium ion binding;cell cycle;cell differentiation;cell fate determination;cell-cell signaling;embryonic limb morphogenesis;growth factor activity;integral to plasma membrane;membrane;multicellular organismal development;Notch binding;Notch signaling pathway;protein binding;regulation of cell migration;regulation of cell proliferation;sensory perception of sound;spermatogenesis;T cell differentiation;thymic T cell selection	NOTCH
3717	JAK2	Janus kinase 2 (a protein tyrosine kinase)	NM_004972	NP_004963.1	ENSG00000096968	chr9:5011987 - 5116791	apoptosis;ATP binding;cell motility;cytoskeleton;intracellular signaling cascade;Janus kinase activity;mesoderm development;myeloid cell differentiation;negative regulation of cell proliferation;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor binding;regulation of progression through cell cycle;SH2 domain binding;STAT protein nuclear translocation;transferase activity;tyrosine phosphorylation of STAT protein	EGFR1,  Kit Receptor,  NOTCH,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Translocation
8850	KAT2B	p300/CBP-associated factor	NM_003884	NP_003875.3	ENSG00000114166	chr3:20056973 - 20169021	cell cycle;cell cycle arrest;chromatin remodeling;histone acetyltransferase activity;histone deacetylase binding;metabolic process;N-acetyltransferase activity;N-terminal peptidyl-lysine acetylation;negative regulation of cell proliferation;nucleus;protein amino acid acetylation;regulation of transcription, DNA-dependent;transcription;transcription coactivator activity;transferase activity	Androgen Receptor,  NOTCH,  TGFBR,  Protein Kinase,  Stability,  Tumor Suppressor
3932	LCK	lymphocyte-specific protein tyrosine kinase	NM_005356	NP_005347.3	ENSG00000182866	chr1:32512517 - 32523904	ATP binding;ATPase binding;caspase activation;CD4 receptor binding;CD8 receptor binding;glycoprotein binding;hemopoiesis;induction of apoptosis;intracellular signaling cascade;lipid raft;nucleotide binding;pericentriolar material;phosphoinositide 3-kinase binding;plasma membrane;positive regulation of T cell activation;positive regulation of T cell receptor signaling pathway;protein amino acid phosphorylation;protein C-terminus binding;protein kinase binding;protein serine/threonine phosphatase activity;pro	NOTCH,  Futreal et al 2004,  Mitelman 2000,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene,  Translocation
51176	LEF1	lymphoid enhancer-binding factor 1	NM_016269	NP_057353.1	ENSG00000138795	chr4:109204233 - 109308372	DNA bending activity;DNA binding;nucleus;protein binding;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription;Wnt receptor signaling pathway	NOTCH,  TGFBR,  Wnt
4100	MAGEA1	melanoma antigen family A, 1 (directs expression of antigen MZ2-E)	NM_004988	NP_004979.3	ENSG00000126977	chrX:152135274 - 152136204	plasma membrane	NOTCH
9794	MAML1	mastermind-like 1 (Drosophila)	NM_014757	NP_055572.1	ENSG00000161021	chr5:179092719 - 179134484	Notch signaling pathway;nucleus;positive regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;transcription;transcription coactivator activity	NOTCH,  Protein Kinase,  Tumor Suppressor
84441	MAML2	mastermind-like 2 (Drosophila)	NM_032427	NP_115803.1	null	chr11:95351759 - 95714707	Notch signaling pathway;nucleus;positive regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;transcription;transcription coactivator activity	NOTCH,  Futreal et al 2004,  Mitelman 2000,  Entrez Query:Oncogene,  Translocation
55534	MAML3	mastermind-like 3 (Drosophila)	NM_018717	NP_061187.2	ENSG00000196782	chr4:140859926 - 141293931	nervous system development;Notch signaling pathway;nucleus;positive regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;transcription;transcription coactivator activity;transcription factor activity	NOTCH
5595	MAPK3	mitogen-activated protein kinase 3	NM_001109891, NM_002746, NM_001040056	NP_001103361.1, NP_002737.2, NP_001035145.1	ENSG00000102882	chr16:30035489 - 30042031	ATP binding;cell cycle;cellular_component;MAP kinase activity;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein serine/threonine kinase activity;regulation of progression through cell cycle;transferase activity	EGFR1,  NOTCH,  Protein Kinase,  Tumor Suppressor,  Entrez Query:Oncogene
4242	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	NM_002405	NP_002396.2	ENSG00000100060	chr22:36195946 - 36212161	extracellular space;integral to membrane;membrane;pattern specification process;transferase activity, transferring glycosyl groups	NOTCH
9611	NCOR1	nuclear receptor co-repressor 1	NM_006311	NP_006302.2	ENSG00000141027	chr17:15876334 - 16038608	chromatin modification;DNA binding;negative regulation of transcription, DNA-dependent;nucleus;protein binding;receptor activity;regulation of transcription;transcription corepressor activity;transcription from RNA polymerase II promoter	NOTCH
9612	NCOR2	nuclear receptor co-repressor 2	NM_006312, NM_001077261	NP_006303.3, NP_001070729.1	ENSG00000196498	chr12:123375900 - 123545750	DNA binding;negative regulation of transcription, DNA-dependent;Notch binding;nuclear body;nucleus;protein binding;receptor activity;transcription corepressor activity	Androgen Receptor,  NOTCH,  Stability
23385	NCSTN	nicastrin	NM_015331	NP_056146.1	ENSG00000162736	chr1:158579810 - 158594685	amyloid precursor protein catabolic process;endoplasmic reticulum;Golgi apparatus;integral to plasma membrane;membrane;membrane protein ectodomain proteolysis;Notch receptor processing;positive regulation of enzyme activity;protein binding;protein processing	NOTCH,  Stability
4790	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)	NM_003998	NP_003989.2	ENSG00000109320	chr4:103665705 - 103756797	anti-apoptosis;apoptosis;cytoplasm;inflammatory response;negative regulation of interleukin-12 biosynthetic process;negative regulation of transcription, DNA-dependent;nucleus;positive regulation of transcription;positive regulation of transcription from RNA polymerase II promoter;protein binding;signal transduction;specific transcriptional repressor activity;transcription factor activity;transcription from RNA polymerase II promoter	NOTCH,  TNF_alpha_NF_kB,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
4792	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	NM_020529	NP_065390.1	ENSG00000100906	chr14:34940969 - 34943601	apoptosis;cytoplasm;cytoplasmic sequestering of NF-kappaB;cytosol;negative regulation of DNA binding;negative regulation of myeloid cell differentiation;negative regulation of Notch signaling pathway;NF-kappaB binding;nuclear localization sequence binding;nucleus;protein import into nucleus, translocation;regulation of cell proliferation;regulation of NF-kappaB import into nucleus;ubiquitin protein ligase binding	NOTCH,  TNF_alpha_NF_kB,  Stability,  Tumor Suppressor
4851	NOTCH1	Notch homolog 1, translocation-associated (Drosophila)	NM_017617	NP_060087.3	null	chr9:138510343 - 138560059	calcium ion binding;cell differentiation;immune response;integral to membrane;membrane;multicellular organismal development;negative regulation of myoblast differentiation;Notch signaling pathway;nucleus;protein binding;receptor activity;regulation of developmental process;regulation of transcription, DNA-dependent	NOTCH,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Missense mutation,  Translocation
4853	NOTCH2	Notch homolog 2 (Drosophila)	NM_024408	NP_077719.2	ENSG00000134250	chr1:120259451 - 120413543	anti-apoptosis;calcium ion binding;cell cycle arrest;cell differentiation;cell fate determination;cell growth;cell surface;determination of left/right symmetry;embryonic limb morphogenesis;hemopoiesis;induction of apoptosis;integral to membrane;integral to plasma membrane;ligand-regulated transcription factor activity;membrane;morphogenesis of an epithelial sheet;multicellular organismal development;negative regulation of cell proliferation;nervous system development;Notch signaling pathway;nucleus;organ mo	NOTCH
4854	NOTCH3	Notch homolog 3 (Drosophila)	NM_000435	NP_000426.2	ENSG00000074181	chr19:15132472 - 15172716	anatomical structure morphogenesis;calcium ion binding;cell differentiation;forebrain development;integral to membrane;integral to plasma membrane;membrane;multicellular organismal development;negative regulation of neuron differentiation;neuron fate commitment;Notch signaling pathway;protein binding;receptor activity;regulation of developmental process;regulation of transcription, DNA-dependent;transcription	NOTCH
4855	NOTCH4	Notch homolog 4 (Drosophila)	NM_004557	NP_004548.3	ENSG00000112049	chr6:32271191 - 32299683	calcium ion binding;cell differentiation;cell fate determination;cell surface;embryonic development;hemopoiesis;integral to membrane;integral to plasma membrane;mammary gland development;membrane;morphogenesis of a branching structure;multicellular organismal development;negative regulation of endothelial cell differentiation;Notch signaling pathway;nucleus;patterning of blood vessels;positive regulation of transcription, DNA-dependent;protein binding;protein heterodimerization activity;receptor activity;re	NOTCH
4856	NOV	nephroblastoma overexpressed gene	NM_002514	NP_002505.1	ENSG00000136999	chr8:120497953 - 120504553	extracellular region;growth factor activity;insulin-like growth factor binding;regulation of cell growth	NOTCH
8650	NUMB	numb homolog (Drosophila)	NM_001005745, NM_001005743, NM_003744, NM_001005744	NP_001005745.1, NP_001005743.1, NP_003735.3, NP_001005744.1	ENSG00000133961	chr14:72813038 - 72892212	integral to plasma membrane;membrane;multicellular organismal development;protein binding	NOTCH
9253	NUMBL	numb homolog (Drosophila)-like	NM_004756	NP_004747.1	ENSG00000105245	chr19:45865212 - 45888228	axonogenesis;cytoplasm;forebrain development;nervous system development;neuroblast proliferation;protein binding	NOTCH
5296	PIK3R2	phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta)	NM_005027	NP_005018.1	ENSG00000105647	chr19:18127689 - 18141104	1-phosphatidylinositol-3-kinase activity;insulin receptor signaling pathway;intracellular;intracellular signaling cascade;negative regulation of anti-apoptosis;phosphoinositide 3-kinase complex;phosphoinositide 3-kinase regulator activity;protein binding;regulation of phosphorylation	Alpha6Beta4 Integrin,  EGFR1,  Kit Receptor,  NOTCH,  TGFBR
23509	POFUT1	protein O-fucosyltransferase 1	NM_172236, NM_015352	NP_758436.1, NP_056167.1	ENSG00000101346	chr20:30259405 - 30286125	carbohydrate metabolic process;cytoplasm;embryonic development;endoplasmic reticulum;fucose metabolic process;integral to Golgi membrane;manganese ion binding;Notch signaling pathway;O-glycan processing;peptide-O-fucosyltransferase activity;regulation of transcription;transferase activity, transferring glycosyl groups	NOTCH
5663	PSEN1	presenilin 1 (Alzheimer disease 3)	NM_000021	NP_000012.1	ENSG00000080815	chr14:72684480 - 72755750	amyloid precursor protein catabolic process;anti-apoptosis;apoptosis;cell adhesion;chromosome organization and biogenesis (sensu Eukaryota);chromosome segregation;endoplasmic reticulum;Golgi apparatus;integral to nuclear inner membrane;integral to plasma membrane;intracellular signaling cascade;kinetochore;membrane;membrane fraction;membrane protein ectodomain proteolysis;mitochondrion;Notch receptor processing;peptidase activity;positive regulation of enzyme activity;protein binding;protein processing;regu	NOTCH,  Protein Kinase,  Stability
5664	PSEN2	presenilin 2 (Alzheimer disease 4)	NM_012486, NM_000447	NP_036618.2, NP_000438.2	ENSG00000143801	chr1:225136231 - 225149903	amyloid precursor protein catabolic process;anagen;apoptotic program;cell fate specification;chromosome organization and biogenesis (sensu Eukaryota);chromosome segregation;embryonic limb morphogenesis;endoplasmic reticulum;Golgi apparatus;integral to membrane;integral to nuclear inner membrane;integral to plasma membrane;intracellular signaling cascade;kinetochore;membrane;membrane protein ectodomain proteolysis;Notch receptor processing;peptidase activity;positive regulation of apoptosis;positive regulati	NOTCH
55851	PSENEN	presenilin enhancer 2 homolog (C. elegans)	NM_172341	NP_758844.1	ENSG00000188223	chr19:40928671 - 40929588	amyloid precursor protein catabolic process;endoplasmic reticulum;Golgi apparatus;integral to plasma membrane;membrane;membrane protein ectodomain proteolysis;Notch receptor processing;positive regulation of enzyme activity;protein binding;protein processing	NOTCH
3516	RBPJ	recombination signal binding protein for immunoglobulin kappa J region	NM_005349, NM_203284, NM_015874, NM_203283	NP_005340.2, NP_976029.1, NP_056958.3, NP_976028.1	ENSG00000168214	chr4:25931748 - 26041727	DNA recombination;negative regulation of transcription, DNA-dependent;Notch signaling pathway;nucleolus;nucleus;protein binding;recombinase activity;RNA polymerase II transcription factor activity;transcription;transcription factor activity;transcription from RNA polymerase II promoter	NOTCH
9978	RBX1	ring-box 1	NM_014248	NP_055063.1	ENSG00000100387	chr22:39677348 - 39698438	DNA repair;metal ion binding;nucleus;protein binding;protein catabolic process;ubiquitin cycle;zinc ion binding	NOTCH,  TGFBR,  Stability
5959	RDH5	retinol dehydrogenase 5 (11-cis/9-cis)	NM_001487, NM_002905	NP_001478.1, NP_002896.2	ENSG00000135437	chr12:54401235 - 54404596	membrane;metabolic process;oxidoreductase activity;response to stimulus;retinol dehydrogenase activity;visual perception	NOTCH
5970	RELA	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)	NM_021975	NP_068810.3	ENSG00000173039	chr11:65178424 - 65186879	activation of NF-kappaB transcription factor;anti-apoptosis;cellular defense response;cytokine and chemokine mediated signaling pathway;cytoplasm;defense response to virus;hair follicle development;identical protein binding;inflammatory response;negative regulation of protein catabolic process;NF-kappaB binding;nucleus;organ morphogenesis;phosphate binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of interleukin-12 biosynthetic process;positive regulation of transcription,	Androgen Receptor,  NOTCH,  TNF_alpha_NF_kB,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
6015	RING1	ring finger protein 1	NM_002931	NP_002922.2	ENSG00000112477	chr6:33284577 - 33288154	chromatin modification;ligase activity;metal ion binding;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription;transcriptional repressor activity;ubiquitin cycle;zinc ion binding	NOTCH
8819	SAP30	Sin3A-associated protein, 30kDa	NM_003864	NP_003855.1	ENSG00000164105	chr4:174528908 - 174535053	histone deacetylase complex;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription;transcription corepressor activity	NOTCH
25942	SIN3A	SIN3 homolog A, transcription regulator (yeast)	NM_015477	NP_056292.1	ENSG00000169375	chr15:73451372 - 73509769	negative regulation of transcription, DNA-dependent;nucleus;protein binding;transcription	Androgen Receptor,  EGFR1,  Hedgehog,  NOTCH
6500	SKP1	S-phase kinase-associated protein 1A (p19A)	NM_170679, NM_006930	NP_733779.1, NP_008861.2	ENSG00000113558	chr5:133521322 - 133537612	biological_process;cellular_component;molecular_function;protein binding;ubiquitin cycle	NOTCH,  TGFBR,  TNF_alpha_NF_kB,  Wnt
6502	SKP2	S-phase kinase-associated protein 2 (p45)	NM_005983, NM_032637	NP_005974.2, NP_116026.1	ENSG00000145604	chr5:36188121 - 36217890	cell proliferation;G1/S transition of mitotic cell cycle;protein binding;regulation of progression through cell cycle;ubiquitin cycle	NOTCH,  Stability
4088	SMAD3	SMAD family member 3	NM_005902	NP_005893.1	ENSG00000166949	chr15:65145546 - 65269928	double-stranded DNA binding;intracellular;mesoderm formation;negative regulation of transcription from RNA polymerase II promoter;nucleus;paraxial mesoderm morphogenesis;plasma membrane;positive regulation of transcription from RNA polymerase II promoter;regulation of binding;regulation of epithelial cell proliferation;regulation of immune response;regulation of striated muscle development;regulation of transforming growth factor beta receptor signaling pathway;T cell activation;transcription;transcription 	Alpha6Beta4 Integrin,  Androgen Receptor,  EGFR1,  ID,  NOTCH,  TGFBR,  Wnt,  Protein Kinase,  Stability,  Tumor Suppressor
4089	SMAD4	SMAD family member 4	NM_005359	NP_005350.1	ENSG00000141646	chr18:46827414 - 46858835	anterior/posterior pattern formation;cytoplasm;gastrulation (sensu Mammalia);intracellular;kidney development;negative regulation of cell proliferation;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein binding;regulation of binding;SMAD protein complex assembly;transcription;transcription cofactor activity;transcription factor activity;transcription factor complex;transcriptional activator activity;ureteric bud branching	Androgen Receptor,  NOTCH,  TGFBR,  Wnt,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation
22938	SNW1	SNW domain containing 1	NM_012245	NP_036377.1	ENSG00000100603	chr14:77254183 - 77297223	GTP binding;negative regulation of transcription;Notch binding;nuclear mRNA splicing, via spliceosome;nucleus;protein binding;regulation of transcription from RNA polymerase II promoter;RNA binding;RNA splicing;signal recognition particle, endoplasmic reticulum targeting;spliceosome;SRP-dependent cotranslational protein targeting to membrane;transcription coactivator activity	NOTCH,  TGFBR
23013	SPEN	spen homolog, transcriptional regulator (Drosophila)	NM_015001	NP_055816.2	ENSG00000065526	chr1:16047149 - 16138509	DNA binding;Notch signaling pathway;nucleic acid binding;nucleotide binding;nucleus;regulation of transcription, DNA-dependent;RNA binding	NOTCH
6774	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	NM_213662, NM_139276, NM_003150	NP_998827.1, NP_644805.1, NP_003141.2	ENSG00000168610	chr17:37721288 - 37754060	acute-phase response;calcium ion binding;cell motility;cytokine and chemokine mediated signaling pathway;cytoplasm;hematopoietin/interferon-class (D200-domain) cytokine receptor signal transducer activity;intracellular signaling cascade;JAK-STAT cascade;negative regulation of transcription from RNA polymerase II promoter;nervous system development;nucleus;signal transducer activity;transcription factor activity;transcription factor binding	Androgen Receptor,  EGFR1,  NOTCH,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
6929	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	NM_003200	NP_003191.1	ENSG00000071564	chr19:1562705 - 1601247	B cell lineage commitment;nucleus;positive regulation of transcription, DNA-dependent;protein binding;protein heterodimerization activity;protein homodimerization activity;regulation of transcription;transcription factor activity;transcription regulator activity	ID,  NOTCH,  Wnt,  Futreal et al 2004,  Mitelman 2000,  Tumor Suppressor,  Translocation
