Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
1499	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	NM_001904	NP_001895.1	ENSG00000168036	chr3:41240563 - 41255837	alpha-catenin binding;androgen receptor binding;androgen receptor signaling pathway;apical part of cell;basolateral plasma membrane;beta-catenin destruction complex;binding;bone resorption;cadherin binding;cell fate determination;cell fate specification;cell maturation;cell-cell adherens junction;cell-cell adhesion;cellular morphogenesis during differentiation;chromatin binding;cytoplasm;cytoskeleton;dorsal/ventral axis specification;ectoderm development;embryonic arm morphogenesis;embryonic digit morphogen	Androgen Receptor,  TGFBR,  Wnt,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Missense mutation
2033	EP300	E1A binding protein p300	NM_001429	NP_001420.2	ENSG00000100393	chr22:39818954 - 39904906	acetyltransferase activity;apoptosis;cell cycle;heart development;histone acetylation;histone acetyltransferase activity;histone acetyltransferase complex;homeostatic process;lung development;metal ion binding;N-terminal peptidyl-lysine acetylation;nervous system development;nucleus;organ morphogenesis;positive regulation of transcription factor activity;positive regulation of transcription, DNA-dependent;protein C-terminus binding;response to hypoxia;signal transduction;somitogenesis;striated muscle develo	Androgen Receptor,  Kit Receptor,  NOTCH,  TGFBR,  Wnt,  Futreal et al 2004,  Mitelman 2000,  Translocation
2119	ETV5	ets variant gene 5 (ets-related molecule)	NM_004454	NP_004445.1	ENSG00000171656	chr3:187249121 - 187306351	nucleus;organ morphogenesis;positive regulation of transcription;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription factor activity;transcriptional activator activity	Androgen Receptor
2316	FLNA	filamin A, alpha (actin binding protein 280)	NM_001456, NM_001110556	NP_001447.2, NP_001104026.1	ENSG00000196924	chrX:153230410 - 153252807	actin binding;actin cytoskeleton;actin cytoskeleton organization and biogenesis;actin filament binding;cell motility;cell surface receptor linked signal transduction;cytoplasm;negative regulation of transcription factor activity;nervous system development;nucleus;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of transcription factor import into nucleus;signal transducer activity;transcription factor binding	Androgen Receptor,  TNF_alpha_NF_kB,  Protein Kinase,  Tumor Suppressor
2597	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	NM_002046	NP_002037.2	ENSG00000111640	chr12:6514259 - 6517597	cytoplasm;glucose metabolic process;glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity;glycolysis;NAD binding;oxidoreductase activity;protein binding	Androgen Receptor,  Stability
2962	GTF2F1	general transcription factor IIF, polypeptide 1, 74kDa	NM_002096	NP_002087.2	ENSG00000125651	chr19:6331291 - 6344006	ATP binding;DNA binding;general RNA polymerase II transcription factor activity;kinase activity;magnesium ion binding;nucleotide binding;nucleus;positive regulation of transcription;protein binding;protein serine/threonine kinase activity;regulation of transcription, DNA-dependent;transcription;transcription coactivator activity;transcription factor TFIIF complex;transcription initiation from RNA polymerase II promoter;transferase activity	Androgen Receptor
2963	GTF2F2	general transcription factor IIF, polypeptide 2, 30kDa	NM_004128	NP_004119.1	ENSG00000188342	chr13:44592790 - 44755696	ATP binding;DNA binding;general RNA polymerase II transcription factor activity;helicase activity;hydrolase activity;nucleotide binding;nucleus;protein binding;regulation of transcription, DNA-dependent;RNA elongation from RNA polymerase II promoter;transcription;transcription factor TFIIF complex;transcription initiation from RNA polymerase II promoter	Androgen Receptor
2965	GTF2H1	general transcription factor IIH, polypeptide 1, 62kDa	NM_005316	NP_005307.1	ENSG00000110768	chr11:18311197 - 18343992	DNA repair;general RNA polymerase II transcription factor activity;holo TFIIH complex;nucleus;regulation of cyclin-dependent protein kinase activity;regulation of transcription, DNA-dependent;RNA polymerase subunit kinase activity;transcription;transcription from RNA polymerase II promoter	Androgen Receptor,  Protein Kinase,  Stability
3065	HDAC1	histone deacetylase 1	NM_004964	NP_004955.2	ENSG00000116478	chr1:32530357 - 32571232	anti-apoptosis;chromatin modification;cytoplasm;enzyme binding;histone deacetylase activity;histone deacetylase complex;histone deacetylation;hydrolase activity;identical protein binding;nucleus;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription factor binding	Androgen Receptor,  EGFR1,  NOTCH,  TGFBR,  TNF_alpha_NF_kB,  Tumor Suppressor
10114	HIPK3	homeodomain interacting protein kinase 3	NM_001048200, NM_005734	NP_001041665.1, NP_005725.3	ENSG00000110422	chr11:33264536 - 33331690	anti-apoptosis;apoptosis;ATP binding;negative regulation of JNK activity;nucleotide binding;nucleus;peptidyl-serine phosphorylation;peptidyl-threonine phosphorylation;protein kinase binding;protein serine/threonine kinase activity;regulation of transcription, DNA-dependent;transcription;transferase activity	Androgen Receptor,  Protein Kinase
3572	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	NM_175767, NM_002184	NP_786943.1, NP_002175.2	ENSG00000134352	chr5:55272666 - 55307863	cell surface receptor linked signal transduction;immune response;integral to plasma membrane;interleukin-6 receptor activity;membrane;oncostatin-M receptor activity;plasma membrane;protein binding;receptor activity	Androgen Receptor,  Stability
3725	JUN	jun oncogene	NM_002228	NP_002219.1	ENSG00000177606	chr1:59020334 - 59021330	cellular process;leading edge cell differentiation;nuclear chromosome;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein dimerization activity;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;sequence-specific DNA binding;transcription;transcription factor activity;transcription factor complex	Androgen Receptor,  EGFR1,  TGFBR,  Stability,  Entrez Query:Oncogene
8850	KAT2B	p300/CBP-associated factor	NM_003884	NP_003875.3	ENSG00000114166	chr3:20056973 - 20169021	cell cycle;cell cycle arrest;chromatin remodeling;histone acetyltransferase activity;histone deacetylase binding;metabolic process;N-acetyltransferase activity;N-terminal peptidyl-lysine acetylation;negative regulation of cell proliferation;nucleus;protein amino acid acetylation;regulation of transcription, DNA-dependent;transcription;transcription coactivator activity;transferase activity	Androgen Receptor,  NOTCH,  TGFBR,  Protein Kinase,  Stability,  Tumor Suppressor
10524	KAT5	HIV-1 Tat interacting protein, 60kDa	NM_182710, NM_006388, NM_182709	NP_874369.1, NP_006379.2, NP_874368.1	ENSG00000172977	chr11:65236314 - 65243228	acyltransferase activity;androgen receptor binding;androgen receptor signaling pathway;chromatin;chromatin assembly or disassembly;chromatin binding;chromatin modification;double-strand break repair;histone acetylation;histone acetyltransferase activity;metal ion binding;NuA4 histone acetyltransferase complex;nucleus;positive regulation of transcription, DNA-dependent;protein binding;regulation of cell growth;transcription;transcription coactivator activity;transcription from RNA polymerase II promoter;tran	Androgen Receptor,  Stability,  Tumor Suppressor
4193	MDM2	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)	NM_006881, NM_006878, NM_006882, NM_002392, NM_006879	NP_006872.3, NP_006869.3, NP_006873.3, NP_002383.2, NP_006870.3	ENSG00000135679	chr12:67488524 - 67519896	enzyme binding;intracellular;ligase activity;metal ion binding;negative regulation of cell proliferation;negative regulation of transcription from RNA polymerase II promoter;negative regulator of basal transcription activity;nucleolus;nucleoplasm;nucleus;protein binding;protein complex assembly;protein ubiquitination;regulation of progression through cell cycle;regulation of protein catabolic process;ubiquitin-protein ligase activity;zinc ion binding	Androgen Receptor,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
4331	MNAT1	menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)	NM_002431	NP_002422.1	ENSG00000020426	chr14:60271333 - 60504820	cell cycle;cell proliferation;DNA repair;metal ion binding;nucleus;protein binding;protein complex assembly;regulation of cyclin-dependent protein kinase activity;regulation of transcription from RNA polymerase II promoter;transcription;zinc ion binding	Androgen Receptor,  Stability
11143	MYST2	MYST histone acetyltransferase 2	NM_007067	NP_008998.1	ENSG00000136504	chr17:45221195 - 45259863	acyltransferase activity;chromatin modification;DNA replication;H3/H4 histone acetyltransferase activity;intracellular;metal ion binding;nucleic acid binding;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transferase activity;zinc ion binding	Androgen Receptor
8648	NCOA1	nuclear receptor coactivator 1	NM_147233, NM_147223, NM_003743	NP_671766.1, NP_671756.1, NP_003734.3	ENSG00000084676	chr2:24735050 - 24844764	acyltransferase activity;androgen receptor binding;androgen receptor signaling pathway;histone acetyltransferase activity;nucleus;positive regulation of transcription, DNA-dependent;receptor activity;regulation of transcription, DNA-dependent;signal transducer activity;signal transduction;transcription coactivator activity;transcription regulator activity;transferase activity	Androgen Receptor,  TGFBR
10499	NCOA2	nuclear receptor coactivator 2	NM_006540	NP_006531.1	ENSG00000140396	chr8:71188420 - 71291534	nucleus;protein binding;regulation of transcription, DNA-dependent;signal transducer activity;signal transduction;transcription coactivator activity;transcription regulator activity	Androgen Receptor,  Futreal et al 2004,  Mitelman 2000,  Translocation
8202	NCOA3	nuclear receptor coactivator 3	NM_181659, NM_006534	NP_858045.1, NP_006525.2	ENSG00000124151	chr20:45684398 - 45715568	acyltransferase activity;androgen receptor binding;androgen receptor signaling pathway;histone acetyltransferase activity;nucleus;positive regulation of transcription, DNA-dependent;protein binding;signal transducer activity;signal transduction;thyroid hormone receptor binding;transcription coactivator activity;transcription regulator activity;transferase activity	Androgen Receptor,  Stability
8031	NCOA4	nuclear receptor coactivator 4	NM_005437	NP_005428.1	ENSG00000138293	chr10:51249147 - 51259236	androgen receptor binding;androgen receptor signaling pathway;male gonad development;nucleus;positive regulation of transcription, DNA-dependent;protein binding;receptor activity;transcription;transcription coactivator activity;transmembrane receptor protein tyrosine kinase signaling pathway	Androgen Receptor,  Futreal et al 2004,  Mitelman 2000,  Entrez Query:Oncogene,  Translocation
9612	NCOR2	nuclear receptor co-repressor 2	NM_006312, NM_001077261	NP_006303.3, NP_001070729.1	ENSG00000196498	chr12:123375900 - 123545750	DNA binding;negative regulation of transcription, DNA-dependent;Notch binding;nuclear body;nucleus;protein binding;receptor activity;transcription corepressor activity	Androgen Receptor,  NOTCH,  Stability
8431	NR0B2	nuclear receptor subfamily 0, group B, member 2	NM_021969	NP_068804.1	ENSG00000131910	chr1:27110922 - 27113018	cholesterol metabolic process;negative regulation of transcription from RNA polymerase II promoter;nucleus;protein binding;regulation of transcription, DNA-dependent;steroid hormone receptor activity;transcription;transcription corepressor activity;transcription factor activity	Androgen Receptor,  Tumor Suppressor
7182	NR2C2	nuclear receptor subfamily 2, group C, member 2	NM_003298	NP_003289.2	ENSG00000177463	chr3:15020425 - 15059519	metal ion binding;nervous system development;nucleus;regulation of transcription, DNA-dependent;sequence-specific DNA binding;spermatocyte division;spermatogenesis;steroid hormone receptor activity;transcription;transcription coactivator activity;transcription factor activity;zinc ion binding	Androgen Receptor,  TNF_alpha_NF_kB
2516	NR5A1	nuclear receptor subfamily 5, group A, member 1	NM_004959	NP_004950.2	ENSG00000136931	chr9:126284857 - 126305495	adrenal gland development;cell-cell signaling;gonad development;ligand-dependent nuclear receptor activity;lipid binding;male gonad development;metal ion binding;molecular_function;nucleus;primary sex determination;protein binding;receptor activity;regulation of steroid biosynthetic process;regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;sequence-specific DNA binding;signal transduction;steroid binding;steroid hormone receptor activity;transcription;tra	Androgen Receptor,  Wnt
8204	NRIP1	nuclear receptor interacting protein 1	NM_003489	NP_003480.2	ENSG00000180530	chr21:15258907 - 15262384	androgen receptor binding;androgen receptor signaling pathway;estrogen receptor binding;glucocorticoid receptor binding;histone deacetylase binding;histone deacetylase complex;negative regulation of transcription from RNA polymerase II promoter;nuclear hormone receptor binding;nucleus;ovarian follicle rupture;ovulation;positive regulation of transcription from RNA polymerase II promoter;receptor binding;retinoid X receptor binding;sequestering of lipid;transcription;transcription coactivator activity;transc	Androgen Receptor
64324	NSD1	nuclear receptor binding SET domain protein 1	NM_172349, NM_022455	NP_758859.1, NP_071900.2	ENSG00000165671	chr5:176494710 - 176655066	androgen receptor binding;chromatin binding;chromatin modification;estrogen receptor binding;histone lysine N-methyltransferase activity (H3-K36 specific);histone lysine N-methyltransferase activity (H4-K20 specific);histone methylation;histone methyltransferase complex;ligand-dependent nuclear receptor binding;metal ion binding;methyltransferase activity;negative regulation of transcription from RNA polymerase II promoter;nucleus;positive regulation of transcription, DNA-dependent;protein binding;retinoid 	Androgen Receptor,  Futreal et al 2004,  Mitelman 2000,  Translocation
5036	PA2G4	proliferation-associated 2G4, 38kDa	NM_006191	NP_006182.2	ENSG00000170515	chr12:54784788 - 54792939	cell cycle arrest;cell proliferation;cobalt ion binding;hydrolase activity;metalloexopeptidase activity;methionyl aminopeptidase activity;negative regulation of transcription, DNA-dependent;nucleus;protein binding;proteolysis;regulation of translation;ribonucleoprotein complex;RNA binding;rRNA processing;transcription;transcription factor activity	Androgen Receptor
56924	PAK6	p21(CDKN1A)-activated kinase 6	NM_020168, NM_001128629, NM_001128628	NP_064553.1, NP_001122101.1, NP_001122100.1	ENSG00000137843	chr15:38344278 - 38355587	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;transferase activity	Androgen Receptor,  Protein Kinase
23598	PATZ1	POZ (BTB) and AT hook containing zinc finger 1	NM_032051, NM_032050, NM_014323, NM_032052	NP_114440.1, NP_114439.1, NP_055138.2, NP_114441.1	ENSG00000100105	chr22:30052876 - 30071588	DNA binding;intracellular;metal ion binding;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription;transcriptional repressor activity;zinc ion binding	Androgen Receptor,  Futreal et al 2004,  Mitelman 2000,  Entrez Query:Oncogene,  Translocation
8554	PIAS1	protein inhibitor of activated STAT, 1	NM_016166	NP_057250.1	ENSG00000033800	chr15:66133718 - 66267227	androgen receptor binding;androgen receptor signaling pathway;ATP-dependent RNA helicase activity;DNA binding;JAK-STAT cascade;metal ion binding;nucleus;positive regulation of transcription, DNA-dependent;protein binding;signal transduction;transcription;transcription coactivator activity;transcription corepressor activity;ubiquitin cycle;zinc ion binding	Androgen Receptor,  TGFBR
9063	PIAS2	protein inhibitor of activated STAT, 2	NM_004671, NM_173206	NP_004662.2, NP_775298.1	ENSG00000078043	chr18:42646393 - 42751306	androgen receptor binding;androgen receptor signaling pathway;DNA binding;metal ion binding;nucleus;positive regulation of transcription, DNA-dependent;protein binding;transcription;transcription coactivator activity;ubiquitin cycle;zinc ion binding	Androgen Receptor,  TGFBR,  Stability
10401	PIAS3	protein inhibitor of activated STAT, 3	NM_006099	NP_006090.2	ENSG00000131788	chr1:144287435 - 144296979	metal ion binding;nucleic acid binding;nucleus;regulation of transcription, DNA-dependent;transcription;transcription corepressor activity;ubiquitin cycle;zinc ion binding	Androgen Receptor,  TNF_alpha_NF_kB
51588	PIAS4	protein inhibitor of activated STAT, 4	NM_015897	NP_056981.2	ENSG00000105229	chr19:3958758 - 3988873	DNA binding;metal ion binding;multicellular organismal development;negative regulation of transcription;negative regulation of transcription from RNA polymerase II promoter;nuclear matrix;nucleus;protein binding;protein sumoylation;regulation of transcription, DNA-dependent;SUMO ligase activity;transcription;transcription corepressor activity;ubiquitin cycle;zinc ion binding	Androgen Receptor,  Wnt,  Stability
10957	PNRC1	proline-rich nuclear receptor coactivator 1	NM_006813	NP_006804.1	ENSG00000146278	chr6:89847332 - 89850634	nucleus;protein binding;regulation of transcription, DNA-dependent;transcription	Androgen Receptor
5452	POU2F2	POU domain, class 2, transcription factor 2	NM_002698	NP_002689.1	ENSG00000028277	chr19:47287543 - 47328403	biological_process;DNA binding;humoral immune response;nucleus;regulation of transcription, DNA-dependent;sequence-specific DNA binding;transcription factor activity;transcription from RNA polymerase II promoter	Androgen Receptor
3276	PRMT1	protein arginine methyltransferase 1	NM_198319, NM_001536, NM_198318	NP_938075.2, NP_001527.3, NP_938074.2	ENSG00000126457	chr19:54872349 - 54883314	cell surface receptor linked signal transduction;cytoplasm;defense response;in utero embryonic development;N-methyltransferase activity;nucleus;protein amino acid methylation;protein binding;protein methyltransferase activity;transferase activity	Androgen Receptor
24148	PRPF6	PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)	NM_012469	NP_036601.2	ENSG00000101161	chr20:62083042 - 62134790	androgen receptor binding;intracellular;nucleus;positive regulation of transcription from RNA polymerase II promoter;protein binding;RNA splicing;RNA splicing factor activity, transesterification mechanism;spliceosome;spliceosome assembly;transcription coactivator activity	Androgen Receptor
29893	PSMC3IP	PSMC3 interacting protein	NM_013290, NM_016556	NP_037422.2, NP_057640.1	ENSG00000131470	chr17:37978511 - 37983230	biological_process;cellular_component;molecular_function;protein binding	Androgen Receptor
5728	PTEN	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	NM_000314	NP_000305.3	ENSG00000171862	chr10:89614206 - 89715209	cell cycle;cell migration;cell proliferation;central nervous system development;cytoplasm;heart development;hydrolase activity;induction of apoptosis;inositol phosphate dephosphorylation;inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity;lipid binding;lipid metabolic process;negative regulation of apoptosis;negative regulation of cell migration;negative regulation of cell proliferation;negative regulation of focal adhesion formation;negative regulation of progression through cell cycle;negative regul	Androgen Receptor,  Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
5881	RAC3	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)	NM_005052	NP_005043.1	ENSG00000169750	chr17:77582926 - 77584994	actin cytoskeleton organization and biogenesis;cell projection biogenesis;endomembrane system;GTP binding;GTPase activity;intracellular;neuromuscular process;nucleotide binding;protein binding;regulation of balance;small GTPase mediated signal transduction	Androgen Receptor
23132	RAD54L2	RAD54-like 2 (S. cerevisiae)	NM_015106	NP_055921.2	ENSG00000164080	chr3:51636793 - 51672476	ATP binding;DNA binding;helicase activity	Androgen Receptor,  Protein Kinase
5901	RAN	RAN, member RAS oncogene family	NM_006325	NP_006316.1	ENSG00000132341	chr12:129923091 - 129926424	androgen receptor binding;androgen receptor signaling pathway;chromatin;chromatin binding;cytoplasm;DNA metabolic process;GTP binding;GTPase activity;intracellular protein transport;mitosis;mitotic spindle organization and biogenesis;nuclear pore;nucleocytoplasmic transport;nucleotide binding;nucleus;positive regulation of transcription, DNA-dependent;protein binding;protein export from nucleus;regulation of progression through cell cycle;RNA export from nucleus;signal transduction;small GTPase mediated sig	Androgen Receptor,  Entrez Query:Oncogene
10048	RANBP9	RAN binding protein 9	NM_005493	NP_005484.2	ENSG00000010017	chr6:13730572 - 13819716	microtubule associated complex;microtubule nucleation;nucleus;protein binding;protein complex assembly;Ran GTPase binding	Androgen Receptor,  Entrez Query:Oncogene
5925	RB1	retinoblastoma 1 (including osteosarcoma)	NM_000321	NP_000312.2	ENSG00000139687	chr13:47776049 - 47952208	androgen receptor binding;androgen receptor signaling pathway;cell cycle;cell cycle checkpoint;chromatin;chromatin modification;G1 phase;kinase binding;M phase;molecular_function;negative regulation of cell growth;negative regulation of progression through cell cycle;negative regulation of protein kinase activity;negative regulation of transcription from RNA polymerase II promoter;nucleus;PML body;positive regulation of transcription, DNA-dependent;protein binding;regulation of lipid kinase activity;regulat	Androgen Receptor,  ID,  TGFBR,  Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
25898	RCHY1	ring finger and CHY zinc finger domain containing 1	NM_001008925, NM_001009922, NM_015436	NP_001008925.1, NP_001009922.1, NP_056251.2	ENSG00000163743	chr4:76626771 - 76658520	cytoplasm;metal ion binding;nucleus;protein binding;zinc ion binding	Androgen Receptor,  Stability
5970	RELA	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)	NM_021975	NP_068810.3	ENSG00000173039	chr11:65178424 - 65186879	activation of NF-kappaB transcription factor;anti-apoptosis;cellular defense response;cytokine and chemokine mediated signaling pathway;cytoplasm;defense response to virus;hair follicle development;identical protein binding;inflammatory response;negative regulation of protein catabolic process;NF-kappaB binding;nucleus;organ morphogenesis;phosphate binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of interleukin-12 biosynthetic process;positive regulation of transcription,	Androgen Receptor,  NOTCH,  TNF_alpha_NF_kB,  Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
