Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
1978	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	NM_004095	NP_004086.1	ENSG00000187840	chr8:38007248 - 38036610	eukaryotic initiation factor 4E binding;insulin receptor signaling pathway;negative regulation of translational initiation;protein binding	Alpha6Beta4 Integrin
2064	ERBB2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	NM_001005862, NM_004448	NP_001005862.1, NP_004439.2	ENSG00000141736	chr17:35110017 - 35137823	apical plasma membrane;ATP binding;cell proliferation;cytoplasm;epidermal growth factor receptor activity;ErbB-3 class receptor binding;extracellular region;heart development;identical protein binding;integral to membrane;mammary gland development;membrane;myelination;non-membrane spanning protein tyrosine kinase activity;nucleotide binding;peripheral nervous system development;phosphoinositide-mediated signaling;plasma membrane;positive regulation of epithelial cell proliferation;positive regulation of MAP	Alpha6Beta4 Integrin,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Amplification
2475	FRAP1	FK506 binding protein 12-rapamycin associated protein 1	NM_004958	NP_004949.1	ENSG00000198793	chr1:11090128 - 11242053	cell growth;cytoplasm;kinase activity;membrane;phosphoinositide 3-kinase complex;phosphoprotein binding;phosphorylation;phosphotransferase activity, alcohol group as acceptor;protein catabolic process;regulation of progression through cell cycle;response to nutrient;signal transduction;transferase activity	Alpha6Beta4 Integrin,  Protein Kinase,  Tumor Suppressor
2534	FYN	FYN oncogene related to SRC, FGR, YES	NM_002037, NM_153048, NM_153047	NP_002028.1, NP_694593.1, NP_694592.1	ENSG00000010810	chr6:112089634 - 112147947	ATP binding;feeding behavior;identical protein binding;intracellular signaling cascade;learning;manganese ion binding;metal ion binding;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein kinase cascade;protein-tyrosine kinase activity;T cell receptor signaling pathway;transferase activity	Alpha6Beta4 Integrin,  Kit Receptor,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
2885	GRB2	growth factor receptor-bound protein 2	NM_203506, NM_002086	NP_987102.1, NP_002077.1	ENSG00000177885	chr17:70828043 - 70901304	cell-cell signaling;cytosol;epidermal growth factor receptor binding;epidermal growth factor receptor signaling pathway;insulin receptor signaling pathway;insulin receptor substrate binding;intracellular signaling cascade;Ras protein signal transduction;SH3/SH2 adaptor activity	Alpha6Beta4 Integrin,  EGFR1,  Kit Receptor,  Hahn and Weinberg 2002
3655	ITGA6	integrin, alpha 6	NM_001079818, NM_000210	NP_001073286.1, NP_000201.2	ENSG00000091409	chr2:173000762 - 173077226	calcium ion binding;cell adhesion;cell-matrix adhesion;cell-substrate junction assembly;integral to membrane;integrin complex;integrin-mediated signaling pathway;membrane;protein binding;receptor activity	Alpha6Beta4 Integrin,  Stability
3691	ITGB4	integrin, beta 4	NM_001005619, NM_000213, NM_001005731	NP_001005619.1, NP_000204.3, NP_001005731.1	ENSG00000132470	chr17:71232378 - 71265231	cell adhesion;cell communication;cell-matrix adhesion;integral to membrane;integrin complex;integrin-mediated signaling pathway;membrane;multicellular organismal development;protein binding;receptor activity	Alpha6Beta4 Integrin,  Stability
4155	MBP	myelin basic protein	NM_001025092, NM_001025101, NM_001025100, NM_001025081, NM_002385	NP_001020263.1, NP_001020261.1, NP_001020271.1, NP_001020252.1, NP_002376.1	ENSG00000197971	chr18:72821370 - 72857952	axon ensheathment;central nervous system development;immune response;structural constituent of myelin sheath;synaptic transmission	Alpha6Beta4 Integrin
4233	MET	met proto-oncogene (hepatocyte growth factor receptor)	NM_001127500, NM_000245	NP_001120972.1, NP_000236.2	ENSG00000105976	chr7:116126374 - 116223414	activation of MAPK activity;adult behavior;ATP binding;basal plasma membrane;brain development;cell surface receptor linked signal transduction;hepatocyte growth factor receptor activity;hepatocyte growth factor receptor signaling pathway;integral to plasma membrane;membrane;membrane fraction;multicellular organismal development;muscle development;myoblast proliferation;nucleotide binding;protein amino acid autophosphorylation;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activi	Alpha6Beta4 Integrin,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Missense mutation
4316	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	NM_002423	NP_002414.1	ENSG00000137673	chr11:101896716 - 101906641	calcium ion binding;collagen catabolic process;extracellular space;matrilysin activity;peptidoglycan metabolic process;proteinaceous extracellular matrix;proteolysis;zinc ion binding	Alpha6Beta4 Integrin,  Entrez Query:Oncogene
4486	MST1R	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	NM_002447	NP_002438.2	ENSG00000164078	chr3:49899743 - 49916046	ATP binding;cell motility;defense response;integral to plasma membrane;macrophage colony stimulating factor receptor activity;membrane;multicellular organismal development;nucleotide binding;positive regulation of cell proliferation;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;signal transduction;single fertilization;transferase activity	Alpha6Beta4 Integrin,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
5058	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)	NM_002576, NM_001128620	NP_002567.3, NP_001122092.1	ENSG00000149269	chr11:76711966 - 76781213	apoptosis;ATP binding;axon;cytoplasm;cytoskeleton organization and biogenesis;dendrite development;ER-nuclear signaling pathway;growth cone;JNK cascade;nucleotide binding;nucleus;plasma membrane;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;transferase activity	Alpha6Beta4 Integrin,  EGFR1,  Protein Kinase,  Entrez Query:Oncogene
5290	PIK3CA	phosphoinositide-3-kinase, catalytic, alpha polypeptide	NM_006218	NP_006209.2	ENSG00000121879	chr3:180399307 - 180434846	1-phosphatidylinositol-3-kinase activity;anti-apoptosis;glucose metabolic process;inositol or phosphatidylinositol kinase activity;insulin receptor substrate binding;lamellipodium;phosphatidylinositol-4,5-bisphosphate 3-kinase activity;phosphoinositide 3-kinase complex;protein amino acid phosphorylation;protein kinase B signaling cascade;regulation of body size;signal transduction;transferase activity	Alpha6Beta4 Integrin,  EGFR1,  Futreal et al 2004,  Hahn and Weinberg 2002,  Tumor Suppressor,  Entrez Query:Oncogene,  Missense mutation
5291	PIK3CB	phosphoinositide-3-kinase, catalytic, beta polypeptide	NM_006219	NP_006210.1	ENSG00000051382	chr3:139856920 - 139960875	1-phosphatidylinositol-3-kinase activity;activation of MAPK activity;calcium ion homeostasis;chemotaxis;embryonic cleavage;G-protein coupled receptor protein signaling pathway;homophilic cell adhesion;inositol or phosphatidylinositol kinase activity;insulin receptor substrate binding;phosphatidylinositol-4,5-bisphosphate 3-kinase activity;phosphoinositide 3-kinase complex;platelet activation;regulation of cell-matrix adhesion;regulation of progression through cell cycle;signal transduction;transferase activ	Alpha6Beta4 Integrin,  EGFR1,  Hahn and Weinberg 2002
5294	PIK3CG	phosphoinositide-3-kinase, catalytic, gamma polypeptide	NM_002649	NP_002640.2	ENSG00000105851	chr7:106295242 - 106333068	1-phosphatidylinositol-3-kinase activity;G-protein coupled receptor protein signaling pathway;inositol or phosphatidylinositol kinase activity;negative regulation of apoptosis;phosphatidylinositol-4,5-bisphosphate 3-kinase activity;phosphoinositide 3-kinase complex;protein amino acid phosphorylation;protein binding;transferase activity	Alpha6Beta4 Integrin,  EGFR1,  Kit Receptor,  Hahn and Weinberg 2002,  Stability,  Entrez Query:Oncogene
5296	PIK3R2	phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta)	NM_005027	NP_005018.1	ENSG00000105647	chr19:18127689 - 18141104	1-phosphatidylinositol-3-kinase activity;insulin receptor signaling pathway;intracellular;intracellular signaling cascade;negative regulation of anti-apoptosis;phosphoinositide 3-kinase complex;phosphoinositide 3-kinase regulator activity;protein binding;regulation of phosphorylation	Alpha6Beta4 Integrin,  EGFR1,  Kit Receptor,  NOTCH,  TGFBR
8503	PIK3R3	phosphoinositide-3-kinase, regulatory subunit 3 (p55, gamma)	NM_001114172, NM_003629	NP_001107644.1, NP_003620.3	ENSG00000117461	chr1:46281931 - 46370211	1-phosphatidylinositol-3-kinase activity;insulin receptor signaling pathway;intracellular signaling cascade;kinase activity;phosphoinositide 3-kinase complex;phosphoinositide 3-kinase regulator activity;protein binding	Alpha6Beta4 Integrin,  EGFR1
5339	PLEC1	plectin 1, intermediate filament binding protein 500kDa	NM_201383, NM_000445, NM_201380, NM_201382, NM_201381, NM_201384, NM_201378, NM_201379	NP_958785.1, NP_000436.2, NP_958782.1, NP_958784.1, NP_958783.1, NP_958786.1, NP_958780.1, NP_958781.1	ENSG00000178209	chr8:145062332 - 145096862	actin binding;cytoskeletal anchoring;cytoskeleton;intermediate filament;plasma membrane;structural constituent of cytoskeleton;structural constituent of muscle	Alpha6Beta4 Integrin,  EGFR1
5578	PRKCA	protein kinase C, alpha	NM_002737	NP_002728.1	ENSG00000154229	chr17:61729431 - 62230617	ATP binding;calcium ion binding;cell surface receptor linked signal transduction;diacylglycerol binding;induction of apoptosis by extracellular signals;intracellular signaling cascade;membrane fraction;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase C activity;regulation of progression through cell cycle;transferase activity;zinc ion binding	Alpha6Beta4 Integrin,  EGFR1,  Kit Receptor,  Wnt,  Protein Kinase
5747	PTK2	PTK2 protein tyrosine kinase 2	NM_005607, NM_153831	NP_005598.3, NP_722560.1	ENSG00000169398	chr8:141738746 - 142063392	ATP binding;cytoskeleton;integrin-mediated signaling pathway;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;SH2 domain binding;transferase activity	Alpha6Beta4 Integrin,  TNF_alpha_NF_kB,  Protein Kinase,  Stability,  Tyrosine Kinase,  Entrez Query:Oncogene
5879	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)	NM_018890	NP_061485.1	ENSG00000136238	chr7:6380891 - 6408602	actin filament polymerization;anatomical structure morphogenesis;cell adhesion;cell migration;cytoplasm;cytoplasmic membrane-bound vesicle;cytoskeleton organization and biogenesis;dendrite development;endocytosis;extrinsic to plasma membrane;GTP binding;GTP-dependent protein binding;GTPase activity;hyperosmotic response;inflammatory response;intracellular;lamellipodium;lamellipodium biogenesis;membrane fraction;negative regulation of receptor mediated endocytosis;nucleotide binding;positive regulation of ac	Alpha6Beta4 Integrin,  EGFR1,  Wnt,  Stability
387	RHOA	ras homolog gene family, member A	NM_001664	NP_001655.1	ENSG00000067560	chr3:49372645 - 49388026	actin cytoskeleton organization and biogenesis;cytoskeleton;GTP binding;GTPase activity;intracellular;magnesium ion binding;membrane;nucleotide binding;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of NF-kappaB import into nucleus;protein binding;Rho protein signal transduction;signal transducer activity;small GTPase mediated signal transduction	Alpha6Beta4 Integrin,  Wnt,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
388524	RPSAP58	-			ENSG00000168028	chr19:null		Alpha6Beta4 Integrin
2810	SFN	stratifin	NM_006142	NP_006133.1	ENSG00000175793	chr1:27062290 - 27063037	apoptotic program;cell proliferation;cytoplasm;DNA damage response, signal transduction resulting in induction of apoptosis;extracellular space;negative regulation of caspase activity;negative regulation of protein kinase activity;protein domain specific binding;protein kinase C inhibitor activity;regulation of progression through cell cycle;release of cytochrome c from mitochondria;signal transduction	Alpha6Beta4 Integrin,  Protein Kinase,  Tumor Suppressor
4087	SMAD2	SMAD family member 2	NM_001003652	NP_005892.1	ENSG00000175387	chr18:43622195 - 43677125	anterior/posterior pattern formation;cell fate commitment;double-stranded DNA binding;intracellular;intracellular signaling cascade;mesoderm formation;nucleus;paraxial mesoderm morphogenesis;positive regulation of transcription from RNA polymerase II promoter;regulation of binding;transcription;transcription factor binding;transcription factor complex;transcriptional activator activity;transforming growth factor beta receptor signaling pathway	Alpha6Beta4 Integrin,  EGFR1,  TGFBR,  Vogelstein and Kinzler 2004,  Stability,  Tumor Suppressor
4088	SMAD3	SMAD family member 3	NM_005902	NP_005893.1	ENSG00000166949	chr15:65145546 - 65269928	double-stranded DNA binding;intracellular;mesoderm formation;negative regulation of transcription from RNA polymerase II promoter;nucleus;paraxial mesoderm morphogenesis;plasma membrane;positive regulation of transcription from RNA polymerase II promoter;regulation of binding;regulation of epithelial cell proliferation;regulation of immune response;regulation of striated muscle development;regulation of transforming growth factor beta receptor signaling pathway;T cell activation;transcription;transcription 	Alpha6Beta4 Integrin,  Androgen Receptor,  EGFR1,  ID,  NOTCH,  TGFBR,  Wnt,  Protein Kinase,  Stability,  Tumor Suppressor
7161	TP73	tumor protein p73	NM_005427, NM_001126241, NM_001126242, NM_001126240	NP_005418.1, NP_001119713.1, NP_001119714.1, NP_001119712.1	ENSG00000078900	chr1:3588789 - 3639503	apoptosis;cell cycle;DNA damage response, signal transduction resulting in induction of apoptosis;metal ion binding;mismatch repair;negative regulation of progression through cell cycle;nucleus;protein binding;regulation of transcription, DNA-dependent;transcription;transcription factor activity;zinc ion binding	Alpha6Beta4 Integrin,  TGFBR,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
7431	VIM	vimentin	NM_003380	NP_003371.2	ENSG00000026025	chr10:17311427 - 17319276	cell motility;cytoplasm;cytoskeleton;intermediate filament;protein binding;structural constituent of cytoskeleton;structural molecule activity	Alpha6Beta4 Integrin,  Stability
7525	YES1	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1	NM_005433	NP_005424.1	ENSG00000176105	chr18:714423 - 746827	ATP binding;glucose transport;intracellular signaling cascade;nucleotide binding;protein amino acid phosphorylation;protein binding;protein modification process;protein-tyrosine kinase activity;transferase activity	Alpha6Beta4 Integrin,  Kit Receptor,  Tyrosine Kinase,  Entrez Query:Oncogene
7531	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	NM_006761	NP_006752.1	ENSG00000108953	chr17:1195490 - 1250154	enzyme binding;intracellular signaling cascade;protein domain specific binding;protein targeting	Alpha6Beta4 Integrin,  TNF_alpha_NF_kB,  Tumor Suppressor
7533	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	NM_003405	NP_003396.1	ENSG00000128245	chr22:30670719 - 30682779	actin binding;cytoplasm;cytoskeleton organization and biogenesis;glucocorticoid catabolic process;glucocorticoid receptor binding;glucocorticoid receptor signaling pathway;insulin-like growth factor receptor binding;intracellular protein transport;negative regulation of apoptosis;negative regulation of dendrite morphogenesis;negative regulation of protein kinase activity;positive regulation of transcription;protein domain specific binding;protein kinase C inhibitor activity;regulation of mitosis;regulation 	Alpha6Beta4 Integrin,  TNF_alpha_NF_kB,  Tumor Suppressor
10971	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	NM_006826	NP_006817.1	ENSG00000134308	chr2:9642865 - 9688032	exocytosis;protein domain specific binding;protein kinase C inhibitor activity;protein targeting;regulation of progression through cell cycle;small GTPase mediated signal transduction	Alpha6Beta4 Integrin,  TNF_alpha_NF_kB,  Tumor Suppressor
