Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
780	DDR1	discoidin domain receptor family, member 1	NM_013993, NM_001954, NM_013994	NP_054699.2, NP_001945.3, NP_054700.2	ENSG00000137332	chr6:30964485 - 30975052	ATP binding;cell adhesion;integral to plasma membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
4921	DDR2	discoidin domain receptor family, member 2	NM_006182	NP_006173.2	ENSG00000162733	chr1:160955477 - 161016660	ATP binding;cell adhesion;integral to plasma membrane;membrane;nucleotide binding;positive regulation of cell proliferation;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;signal transduction;transferase activity;transmembrane receptor protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
1956	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	NM_201284, NM_005228, NM_201283, NM_201282	NP_958441.1, NP_005219.2, NP_958440.1, NP_958439.1	ENSG00000146648	chr7:55054464 - 55240804	actin filament binding;AP-2 adaptor complex;ATP binding;calcium-dependent phospholipase A2 activation;cell cycle;cell proliferation;cell surface receptor linked signal transduction;cell-cell adhesion;cytoplasm;double-stranded DNA binding;endosome;epidermal growth factor receptor activity;epidermal growth factor receptor signaling pathway;extracellular space;identical protein binding;integral to membrane;MAP/ERK kinase kinase activity;negative regulation of progression through cell cycle;nitric-oxide synthas	Alpha6Beta4 Integrin,  EGFR1,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Amplification,  Missense mutation
2041	EPHA1	EPH receptor A1	NM_005232	NP_005223.4	ENSG00000146904	chr7:142798671 - 142816020	ATP binding;ephrin receptor activity;integral to plasma membrane;membrane;nucleotide binding;protein amino acid phosphorylation;receptor activity;signal transduction;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
284656	EPHA10	EPH receptor A10	NM_173641, NM_001099439	NP_775912.2, NP_001092909.1	ENSG00000175777	chr1:37956630 - 38003325	ATP binding;ephrin receptor activity;integral to membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
1969	EPHA2	EPH receptor A2	NM_004431	NP_004422.2	ENSG00000142627	chr1:16324296 - 16355014	ATP binding;ephrin receptor activity;ephrin receptor signaling pathway;integral to plasma membrane;membrane;multicellular organismal development;neuron differentiation;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;signal transduction;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
2042	EPHA3	EPH receptor A3	NM_005233, NM_182644	NP_005224.2, NP_872585.1	ENSG00000044524	chr3:89239588 - 89611342	ATP binding;ephrin receptor activity;integral to plasma membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;signal transduction;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
2043	EPHA4	EPH receptor A4	NM_004438	NP_004429.1	ENSG00000116106	chr2:221998991 - 222145212	adult walking behavior;ATP binding;axon guidance;ephrin receptor activity;integral to plasma membrane;membrane;nucleotide binding;protein amino acid phosphorylation;receptor activity;signal transduction;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
2044	EPHA5	EPH receptor A5	NM_004439, NM_182472	NP_004430.4, NP_872272.2	ENSG00000145242	chr4:65872426 - 66218055	ATP binding;integral to membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway;transmembrane-ephrin receptor activity	Protein Kinase,  Tyrosine Kinase
285220	EPHA6	EPH receptor A6	NM_173655, NM_001080448	NP_775926.1, NP_001073917.2	ENSG00000080224	chr3:98016157 - 98950235	ATP binding;ephrin receptor activity;integral to membrane;kinase activity;membrane;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
2045	EPHA7	EPH receptor A7	NM_004440	NP_004431.1	ENSG00000135333	chr6:94009864 - 94185780	ATP binding;ephrin receptor activity;integral to membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein binding;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
2046	EPHA8	EPH receptor A8	NM_020526, NM_001006943	NP_065387.1, NP_001006944.1	ENSG00000070886	chr1:22762715 - 22800821	ATP binding;ephrin receptor activity;integral to membrane;membrane;nucleotide binding;plasma membrane;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
2047	EPHB1	EPH receptor B1	NM_004441	NP_004432.1	ENSG00000154928	chr3:135997163 - 136460652	ATP binding;ephrin receptor activity;integral to plasma membrane;nervous system development;nucleotide binding;plasma membrane;protein amino acid phosphorylation;protein binding;receptor activity;signal transduction;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
2048	EPHB2	EPH receptor B2	NM_017449, NM_004442	NP_059145.2, NP_004433.2	ENSG00000133216	chr1:22910062 - 23112650	ATP binding;ephrin receptor activity;integral to membrane;membrane;nervous system development;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;receptor activity;synapse;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway;transmembrane-ephrin receptor activity	Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Tyrosine Kinase
2049	EPHB3	EPH receptor B3	NM_004443	NP_004434.2	ENSG00000182580	chr3:185762717 - 185782104	ATP binding;axon guidance;axon guidance receptor activity;ephrin receptor activity;integral to plasma membrane;membrane;nucleotide binding;protein amino acid phosphorylation;receptor activity;signal transduction;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
2050	EPHB4	EPH receptor B4	NM_004444	NP_004435.3	ENSG00000196411	chr7:100239018 - 100262588	ATP binding;cell proliferation;cell surface;ephrin receptor activity;integral to plasma membrane;membrane;nucleotide binding;organ morphogenesis;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;regulation of angiogenesis;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tumor Suppressor,  Tyrosine Kinase
2051	EPHB6	EPH receptor B6	NM_004445	NP_004436.2	ENSG00000106123	chr7:142271152 - 142278779	ATP binding;ephrin receptor activity;integral to membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
2064	ERBB2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	NM_001005862, NM_004448	NP_001005862.1, NP_004439.2	ENSG00000141736	chr17:35110017 - 35137823	apical plasma membrane;ATP binding;cell proliferation;cytoplasm;epidermal growth factor receptor activity;ErbB-3 class receptor binding;extracellular region;heart development;identical protein binding;integral to membrane;mammary gland development;membrane;myelination;non-membrane spanning protein tyrosine kinase activity;nucleotide binding;peripheral nervous system development;phosphoinositide-mediated signaling;plasma membrane;positive regulation of epithelial cell proliferation;positive regulation of MAP	Alpha6Beta4 Integrin,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Amplification
2065	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	NM_001982, NM_001005915	NP_001973.2, NP_001005915.1	ENSG00000065361	chr12:54760351 - 54782106	apical plasma membrane;ATP binding;epidermal growth factor receptor activity;heart development;integral to plasma membrane;lateral plasma membrane;membrane;nucleotide binding;peripheral nervous system development;protein amino acid phosphorylation;protein binding;protein heterodimerization activity;receptor activity;signal transduction;transferase activity;transmembrane receptor protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Stability,  Tyrosine Kinase,  Entrez Query:Oncogene
2066	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	NM_005235, NM_001042599	NP_005226.1, NP_001036064.1	ENSG00000178568	chr2:211956584 - 213111499	ATP binding;cell proliferation;integral to plasma membrane;membrane;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein binding;protein heterodimerization activity;receptor activity;signal transduction;transferase activity;transmembrane receptor protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
2241	FER	fer (fps/fes related) tyrosine kinase (phosphoprotein NCP94)	NM_005246	NP_005237.2	ENSG00000151422	chr5:108161782 - 108551175	ATP binding;cell adhesion;chemotaxis;intracellular signaling cascade;nucleotide binding;nucleus;protein amino acid autophosphorylation;protein binding;protein-tyrosine kinase activity;transferase activity	Tyrosine Kinase,  Entrez Query:Oncogene
2242	FES	feline sarcoma oncogene	NM_002005	NP_001996.1	ENSG00000182511	chr15:89229279 - 89239792	ATP binding;cell proliferation;intracellular signaling cascade;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;transferase activity	Kit Receptor,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
2260	FGFR1	fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)	NM_023108, NM_023105, NM_023110, NM_023106, NM_023107, NM_015850	NP_075596.1, NP_075593.1, NP_075598.2, NP_075594.1, NP_075595.1, NP_056934.2	ENSG00000077782	chr8:38390302 - 38434121	ATP binding;cell growth;fibroblast growth factor receptor activity;fibroblast growth factor receptor signaling pathway;heparin binding;integral to plasma membrane;MAPKKK cascade;membrane;membrane fraction;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;receptor activity;skeletal development;transferase activity	Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene,  Translocation
2263	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	NM_000141, NM_022970	NP_000132.3, NP_075259.4	ENSG00000066468	chr10:123229360 - 123343321	ATP binding;cell growth;cell surface;fibroblast growth factor receptor activity;heparin binding;integral to membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;receptor activity;transferase activity	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tyrosine Kinase,  Entrez Query:Oncogene,  Missense mutation
2261	FGFR3	fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)	NM_022965, NM_000142	NP_075254.1, NP_000133.1	ENSG00000068078	chr4:1765459 - 1778787	ATP binding;cell growth;fibroblast growth factor receptor activity;fibroblast growth factor receptor signaling pathway;identical protein binding;integral to plasma membrane;JAK-STAT cascade;MAPKKK cascade;membrane;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;skeletal development;transferase activity	Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Tyrosine Kinase,  Missense mutation,  Translocation
2264	FGFR4	fibroblast growth factor receptor 4	NM_022963, NM_213647	NP_075252.2, NP_998812.1	ENSG00000160867	chr5:176449209 - 176457283	ATP binding;fibroblast growth factor receptor activity;fibroblast growth factor receptor signaling pathway;integral to plasma membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;transferase activity	Protein Kinase,  Stability,  Tyrosine Kinase
2268	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog	NM_001042729	NP_005239.1	ENSG00000000938	chr1:27812011 - 27823014	ATP binding;intracellular signaling cascade;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;response to virus;transferase activity	Kit Receptor,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
2321	FLT1	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)	NM_002019	NP_002010.2	ENSG00000102755	chr13:27775303 - 27966980	ATP binding;cell differentiation;cell migration;extracellular space;identical protein binding;integral to plasma membrane;membrane;multicellular organismal development;nucleotide binding;patterning of blood vessels;positive regulation of cell proliferation;pregnancy;protein amino acid phosphorylation;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway;vascular endothelial growth factor receptor activity	Stability,  Tyrosine Kinase,  Entrez Query:Oncogene
2322	FLT3	fms-related tyrosine kinase 3	NM_004119	NP_004110.2	ENSG00000122025	chr13:27476188 - 27572647	ATP binding;integral to plasma membrane;lymphocyte differentiation;membrane;nucleotide binding;positive regulation of cell proliferation;protein amino acid phosphorylation;protein binding;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway;vascular endothelial growth factor receptor activity	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Tyrosine Kinase,  Missense mutation
2324	FLT4	fms-related tyrosine kinase 4	NM_182925, NM_002020	NP_891555.2, NP_002011.2	ENSG00000037280	chr5:179962797 - 180009151	ATP binding;integral to plasma membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway;vascular endothelial growth factor receptor activity	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tyrosine Kinase,  Missense mutation
2444	FRK	fyn-related kinase	NM_002031	NP_002022.1	ENSG00000111816	chr6:116370269 - 116488167	ATP binding;intracellular;intracellular signaling cascade;negative regulation of cell proliferation;non-membrane spanning protein tyrosine kinase activity;nucleotide binding;nucleus;protein amino acid phosphorylation;regulation of progression through cell cycle;transferase activity	Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase
2534	FYN	FYN oncogene related to SRC, FGR, YES	NM_002037, NM_153048, NM_153047	NP_002028.1, NP_694593.1, NP_694592.1	ENSG00000010810	chr6:112089634 - 112147947	ATP binding;feeding behavior;identical protein binding;intracellular signaling cascade;learning;manganese ion binding;metal ion binding;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein kinase cascade;protein-tyrosine kinase activity;T cell receptor signaling pathway;transferase activity	Alpha6Beta4 Integrin,  Kit Receptor,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
2984	GUCY2C	guanylate cyclase 2C (heat stable enterotoxin receptor)	NM_004963	NP_004954.2	ENSG00000070019	chr12:14657317 - 14740649	ATP binding;brush border;cGMP biosynthetic process;guanylate cyclase activity;integral to plasma membrane;intracellular signaling cascade;membrane;protein amino acid phosphorylation;protein binding;protein kinase activity;receptor activity;receptor guanylyl cyclase signaling pathway;response to toxin	Protein Kinase,  Tyrosine Kinase
3000	GUCY2D	guanylate cyclase 2D, membrane (retina-specific)	NM_000180	NP_000171.1	ENSG00000132518	chr17:7847090 - 7860573	ATP binding;cGMP biosynthetic process;guanylate cyclase activity;integral to plasma membrane;intracellular signaling cascade;membrane;nuclear outer membrane;protein amino acid phosphorylation;protein kinase activity;receptor activity;receptor guanylyl cyclase signaling pathway;response to stimulus;visual perception	Protein Kinase,  Tyrosine Kinase
2986	GUCY2F	guanylate cyclase 2F, retinal	NM_001522	NP_001513.2	ENSG00000101890	chrX:108505783 - 108605821	ATP binding;cGMP biosynthetic process;guanylate cyclase activity;integral to plasma membrane;intracellular signaling cascade;membrane;nuclear outer membrane;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;receptor guanylyl cyclase signaling pathway;response to stimulus;visual perception	Protein Kinase,  Tyrosine Kinase
3055	HCK	hemopoietic cell kinase	NM_002110	NP_002101.2	ENSG00000101336	chr20:30103888 - 30152983	ATP binding;intracellular signaling cascade;membrane;mesoderm development;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;transferase activity	Kit Receptor,  Protein Kinase,  Tyrosine Kinase
3480	IGF1R	insulin-like growth factor 1 receptor	NM_000875	NP_000866.1	ENSG00000140443	chr15:97010333 - 97318194	anti-apoptosis;ATP binding;brain development;insulin receptor signaling pathway;insulin receptor substrate binding;insulin-like growth factor binding;insulin-like growth factor receptor activity;insulin-like growth factor receptor signaling pathway;integral to plasma membrane;male sex determination;membrane;nucleotide binding;organ morphogenesis;phosphoinositide 3-kinase binding;positive regulation of cell proliferation;protein amino acid autophosphorylation;protein amino acid phosphorylation;protein tetram	Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase
3611	ILK	integrin-linked kinase	NM_004517	NP_004508.1	ENSG00000166333	chr11:6582077 - 6588418	ATP binding;cell proliferation;cell-matrix adhesion;cytoplasm;establishment and/or maintenance of epithelial cell polarity;focal adhesion;integrin-mediated signaling pathway;kinase activity;nucleotide binding;positive regulation of cell proliferation;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transferase activity;ureteric bud branching	Protein Kinase,  Tyrosine Kinase
3643	INSR	insulin receptor	NM_001079817, NM_000208	NP_001073285.1, NP_000199.2	ENSG00000171105	chr19:7068066 - 7244902	ATP binding;carbohydrate metabolic process;generation of precursor metabolites and energy;insulin binding;insulin receptor activity;insulin receptor signaling pathway;insulin receptor substrate binding;integral to plasma membrane;male sex determination;membrane;nucleotide binding;organ morphogenesis;phosphoinositide 3-kinase binding;plasma membrane;protein amino acid autophosphorylation;protein amino acid phosphorylation;protein heterotetramerization;PTB domain binding;receptor activity;receptor signaling p	Protein Kinase,  Tyrosine Kinase
3645	INSRR	insulin receptor-related receptor	NM_014215	NP_055030.1	ENSG00000027644	chr1:155077288 - 155095037	ATP binding;integral to plasma membrane;male sex determination;membrane;nucleotide binding;protein amino acid phosphorylation;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
3702	ITK	IL2-inducible T-cell kinase	NM_005546	NP_005537.3	ENSG00000113263	chr5:156540566 - 156612266	ATP binding;cellular defense response;intracellular signaling cascade;kinase activity;metal ion binding;non-membrane spanning protein tyrosine kinase activity;nucleotide binding;protein amino acid phosphorylation;transferase activity;zinc ion binding	Protein Kinase,  Tyrosine Kinase
3716	JAK1	Janus kinase 1 (a protein tyrosine kinase)	NM_002227	NP_002218.2	ENSG00000162434	chr1:65072832 - 65124535	ATP binding;cytoskeleton;intracellular signaling cascade;Janus kinase activity;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;transferase activity	EGFR1,  Protein Kinase,  Tyrosine Kinase
3717	JAK2	Janus kinase 2 (a protein tyrosine kinase)	NM_004972	NP_004963.1	ENSG00000096968	chr9:5011987 - 5116791	apoptosis;ATP binding;cell motility;cytoskeleton;intracellular signaling cascade;Janus kinase activity;mesoderm development;myeloid cell differentiation;negative regulation of cell proliferation;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor binding;regulation of progression through cell cycle;SH2 domain binding;STAT protein nuclear translocation;transferase activity;tyrosine phosphorylation of STAT protein	EGFR1,  Kit Receptor,  NOTCH,  Futreal et al 2004,  Mitelman 2000,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Translocation
3718	JAK3	Janus kinase 3 (a protein tyrosine kinase, leukocyte)	NM_000215	NP_000206.2	ENSG00000105639	chr19:17798551 - 17816226	ATP binding;cytoskeleton;in utero embryonic development;intracellular signaling cascade;Janus kinase activity;male gonad development;mesoderm development;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;transferase activity	Protein Kinase,  Tyrosine Kinase
3791	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	NM_002253	NP_002244.1	ENSG00000128052	chr4:55640864 - 55686217	angiogenesis;ATP binding;cell fate commitment;cell migration;endothelial cell differentiation;hemopoiesis;integral to plasma membrane;membrane;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein binding;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway;vascular endothelial growth factor receptor activity;vasculogenesis	Protein Kinase,  Stability,  Tyrosine Kinase
84451	KIAA1804	-	NM_032435	NP_115811.2	ENSG00000143674	chr1:231530397 - 231585080	activation of JNK activity;ATP binding;cellular_component;nucleotide binding;protein amino acid autophosphorylation;protein homodimerization activity;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transferase activity	Protein Kinase,  Tyrosine Kinase
3815	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	NM_000222, NM_001093772	NP_000213.1, NP_001087241.1	ENSG00000157404	chr4:55218938 - 55299480	ATP binding;cytokine and chemokine mediated signaling pathway;external side of plasma membrane;hemopoiesis;integral to membrane;membrane;nucleotide binding;peptidyl-tyrosine phosphorylation;pigmentation during development;protein amino acid dephosphorylation;protein binding;protein kinase cascade;receptor activity;receptor signaling protein tyrosine kinase activity;response to radiation;signal transduction;stem cell factor receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase	Kit Receptor,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Missense mutation
8844	KSR1	kinase suppressor of ras 1	NM_014238	NP_055053.1	ENSG00000141068	chr17:22928683 - 22973088	ATP binding;diacylglycerol binding;intracellular;intracellular signaling cascade;membrane;metal ion binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;protein-tyrosine kinase activity;Ras protein signal transduction;zinc ion binding	Protein Kinase,  Tumor Suppressor,  Tyrosine Kinase
